84,4072.2656,644.8900
1939330,2.3226,3671.8750,8528.4258
1939366,2.3754,3603.5156,8559.8711
1939404,2.4018,3701.1719,8889.5332
1939442,2.3490,3706.0547,8705.6289
1939479,2.2698,3686.5234,8367.8477
1939517,2.3226,3618.1641,8403.6748
1939554,2.2435,3647.4609,8182.9126
1939592,2.2435,3666.9922,8226.7295
1939629,2.2435,3530.2734,7920.0078
1939666,2.1379,3662.1094,7829.1509
1939704,2.2698,3662.1094,8312.4316
1939741,2.1643,3754.8828,8126.5942
1939779,2.1643,3706.0547,8020.9170
1939816,2.2435,3676.7578,8248.6387
1939854,2.3490,3598.6328,8453.2920
1939891,2.2435,3715.8203,8336.2734
1939929,2.4018,3691.4063,8866.0781
1939965,2.1643,3676.7578,7957.5103
1940003,2.2698,3627.9297,8234.8486
1940041,2.2171,3706.0547,8216.5488
1940078,2.3490,3750.0000,8808.8584
1940116,2.3226,3657.2266,8494.4033
1940153,2.2698,3623.0469,8223.7656
1940191,2.2435,3681.6406,8259.5928
1940228,2.4018,3710.9375,8912.9883
1940265,2.3226,3598.6328,8358.3115
1940303,2.2962,3623.0469,8319.3906
1940340,2.2698,3696.2891,8390.0137
1940378,2.2435,3745.1172,8402.0000
1940415,2.2171,3676.7578,8151.5957
1940453,2.1379,3574.2188,7641.2510
1940490,2.2171,3706.0547,8216.5488
1940528,2.2171,3730.4688,8270.6758
1940564,2.3490,3652.3438,8579.4609
1940602,2.3754,3618.1641,8594.6670
1940640,2.2962,3686.5234,8465.1484
1940677,2.1379,3720.7031,7954.4170
1940715,2.1115,3706.0547,7825.2842
1940752,2.2698,3627.9297,8234.8486
1940790,2.3490,3676.7578,8636.8105
1940827,2.3226,3715.8203,8630.4951
1940865,2.2962,3779.2969,8678.1787
1940902,2.1907,3608.3984,7904.7998
1940939,2.1379,3662.1094,7829.1509
1940977,2.1907,3745.1172,8204.3057
1941014,2.1379,3666.9922,7839.5894
1941052,2.3490,3608.3984,8476.2324
1941089,2.4018,3671.8750,8819.1680
1941127,2.4018,3725.5859,8948.1719
1941164,2.2962,3715.8203,8532.4209
1941201,2.2171,3652.3438,8097.4683
1941239,2.3490,3666.9922,8613.8701
1941276,2.3226,3706.0547,8607.8125
1941314,2.3490,3671.8750,8625.3398
1941351,2.4546,3603.5156,8845.2002
1941389,2.4282,3632.8125,8821.2305
1941426,2.2698,3730.4688,8467.5967
1941464,2.3490,3696.2891,8682.6895
1941501,2.2962,3647.4609,8375.4512
1941538,2.2698,3632.8125,8245.9316
1941576,2.4018,3691.4063,8866.0781
1941613,2.1907,3715.8203,8140.1255
1941651,2.1379,3652.3438,7808.2729
1941688,2.1379,3647.4609,7797.8340
1941726,2.1907,3710.9375,8129.4287
1941763,2.2698,3706.0547,8412.1807
1941800,2.4018,3662.1094,8795.7129
1941838,2.2435,3608.3984,8095.2773
1941875,2.2435,3691.4063,8281.5020
1941913,2.1643,3618.1641,7830.6973
1941950,2.1907,3671.8750,8043.8560
1941988,2.2171,3627.9297,8043.3408
1942025,2.2962,3710.9375,8521.2090
1942063,2.3754,3701.1719,8791.8457
1942100,2.2435,3681.6406,8259.5928
1942137,2.2962,3632.8125,8341.8145
1942175,2.1907,3710.9375,8129.4287
1942212,2.2435,3740.2344,8391.0459
1942250,2.3754,3652.3438,8675.8584
1942287,2.3754,3588.8672,8525.0752
1942325,2.4282,3657.2266,8880.5127
1942362,2.1907,3745.1172,8204.3057
1942400,2.1907,3696.2891,8097.3389
1942437,2.1379,3608.3984,7714.3232
1942474,2.2962,3676.7578,8442.7236
1942512,2.3754,3720.7031,8838.2412
1942549,2.4546,3671.8750,9012.9951
1942587,2.4810,3603.5156,8940.3096
1942624,2.2435,3652.3438,8193.8672
1942662,2.1907,3754.8828,8225.6982
1942700,2.2171,3706.0547,8216.5488
1942736,2.4018,3627.9297,8713.6191
1942774,2.3754,3627.9297,8617.8652
1942811,2.3490,3725.5859,8751.5088
1942849,2.1907,3720.7031,8150.8223
1942886,2.2435,3657.2266,8204.8213
1942924,2.1643,3642.5781,7883.5361
1942961,2.1643,3666.9922,7936.3750
1942999,2.3226,3735.3516,8675.8594
1943036,2.3754,3662.1094,8699.0557
1943073,2.1907,3613.2813,7915.4966
1943111,2.2171,3725.5859,8259.8506
1943148,2.2698,3740.2344,8489.7627
1943186,2.4018,3618.1641,8690.1641
1943223,2.3490,3588.8672,8430.3525
1943261,2.3754,3696.2891,8780.2471
1943299,2.2698,3681.6406,8356.7637
1943335,2.2171,3681.6406,8162.4209
1943373,2.1643,3623.0469,7841.2651
1943410,2.1907,3710.9375,8129.4287
1943448,2.2962,3710.9375,8521.2090
1943485,2.3754,3652.3438,8675.8584
1943523,2.1907,3627.9297,7947.5864
1943560,2.3226,3725.5859,8653.1768
1943598,2.1643,3725.5859,8063.1880
1943635,2.2171,3681.6406,8162.4209
1943672,2.3754,3613.2813,8583.0684
1943710,2.4018,3691.4063,8866.0781
1943747,2.3754,3686.5234,8757.0498
1943785,2.4018,3657.2266,8783.9854
1943822,2.4018,3623.0469,8701.8916
1943860,2.2171,3710.9375,8227.3740
1943898,2.2435,3740.2344,8391.0459
1943934,2.1907,3666.9922,8033.1592
1943972,2.3490,3598.6328,8453.2920
1944009,2.3490,3549.8047,8338.5938
1944047,2.3226,3774.4141,8766.5869
1944084,2.2698,3671.8750,8334.5977
1944122,2.2698,3618.1641,8212.6816
1944159,2.2171,3706.0547,8216.5488
1944197,2.2962,3696.2891,8487.5723
1944235,2.3754,3623.0469,8606.2666
1944271,2.2698,3603.5156,8179.4321
1944309,2.2962,3715.8203,8532.4209
1944346,2.1379,3740.2344,7996.1724
1944384,2.1907,3691.4063,8086.6426
1944421,2.2435,3627.9297,8139.0952
1944459,2.2962,3691.4063,8476.3604
1944497,2.3754,3681.6406,8745.4512
1944534,2.2962,3676.7578,8442.7236
1944571,2.2171,3618.1641,8021.6899
1944608,2.1643,3701.1719,8010.3491
1944646,2.2435,3725.5859,8358.1826
1944683,2.3490,3657.2266,8590.9307
1944721,2.4018,3608.3984,8666.7090
1944758,2.3754,3666.9922,8710.6553
1944796,2.3226,3735.3516,8675.8594
1944834,2.1643,3666.9922,7936.3750
1944870,2.2171,3623.0469,8032.5151
1944908,2.2962,3671.8750,8431.5117
1944945,2.3754,3745.1172,8896.2344
1944983,2.1643,3696.2891,7999.7813
1945020,2.1115,3637.6953,7680.9443
1945058,2.0323,3554.6875,7224.2119
1945096,2.1115,3754.8828,7928.3843
1945133,2.2171,3706.0547,8216.5488
1945170,2.2962,3627.9297,8330.6025
1945207,2.2698,3632.8125,8245.9316
1945245,2.2698,3725.5859,8456.5137
1945282,2.2962,3715.8203,8532.4209
1945320,2.2435,3608.3984,8095.2773
1945357,2.2698,3657.2266,8301.3477
1945395,2.3490,3676.7578,8636.8105
1945433,2.3754,3671.8750,8722.2539
1945469,2.3226,3637.6953,8449.0391
1945507,2.2698,3652.3438,8290.2646
1945544,2.1643,3740.2344,8094.8911
1945582,2.3754,3740.2344,8884.6357
1945619,2.2962,3613.2813,8296.9668
1945657,2.4018,3588.8672,8619.7979
1945695,2.4546,3701.1719,9084.9072
1945732,2.3226,3701.1719,8596.4717
1945769,2.3754,3637.6953,8641.0625
1945806,2.1643,3637.6953,7872.9683
1945844,2.2171,3725.5859,8259.8506
1945881,2.2962,3715.8203,8532.4209
1945919,2.2435,3662.1094,8215.7754
1945956,2.1115,3632.8125,7670.6343
1945994,2.1643,3745.1172,8105.4590
1946032,2.1907,3779.2969,8279.1816
1946068,2.1907,3647.4609,7990.3730
1946106,2.3754,3583.9844,8513.4766
1946143,2.3226,3681.6406,8551.1084
1946181,2.4282,3706.0547,8999.0771
1946218,2.1379,3676.7578,7860.4673
1946256,2.2171,3603.5156,7989.2134
1946294,2.3490,3681.6406,8648.2803
1946331,2.4282,3686.5234,8951.6514
1946369,2.5338,3657.2266,9266.6211
1946405,2.3754,3598.6328,8548.2725
1946443,2.4546,3652.3438,8965.0537
1946480,2.2962,3754.8828,8622.1182
1946518,2.1907,3681.6406,8065.2490
1946555,2.2698,3608.3984,8190.5156
1946593,2.1907,3662.1094,8022.4629
1946631,2.3490,3725.5859,8751.5088
1946668,2.1643,3701.1719,8010.3491
1946705,2.3226,3632.8125,8437.6982
1946742,2.2435,3701.1719,8303.4102
1946780,2.1643,3750.0000,8116.0264
1946817,2.1643,3720.7031,8052.6201
1946855,2.3490,3603.5156,8464.7617
1946893,2.5602,3642.5781,9325.6455
1946930,2.3226,3720.7031,8641.8359
1946968,2.2435,3696.2891,8292.4561
1947004,2.1379,3652.3438,7808.2729
1947042,2.1907,3657.2266,8011.7661
1947079,2.3490,3720.7031,8740.0391
1947117,2.3754,3691.4063,8768.6484
1947154,2.2962,3608.3984,8285.7539
1947192,2.1907,3642.5781,7979.6763
1947230,2.2435,3735.3516,8380.0908
1947267,2.2698,3725.5859,8456.5137
1947304,2.2962,3637.6953,8353.0273
1947341,2.4018,3583.9844,8608.0703
1947379,2.4018,3593.7500,8631.5254
1947416,2.3754,3696.2891,8780.2471
1947454,2.2171,3623.0469,8032.5151
1947492,2.2962,3627.9297,8330.6025
1947529,2.3490,3725.5859,8751.5088
1947567,2.3490,3701.1719,8694.1592
1947603,2.3490,3657.2266,8590.9307
1947641,2.2171,3637.6953,8064.9917
1947678,2.1379,3715.8203,7943.9780
1947716,2.0587,3759.7656,7740.2271
1947753,2.2962,3696.2891,8487.5723
1947791,2.2435,3603.5156,8084.3232
1947829,2.3226,3706.0547,8607.8125
1947866,2.1907,3735.3516,8182.9121
1947904,2.1379,3706.0547,7923.1006
1947940,2.1115,3637.6953,7680.9443
1947978,2.2171,3691.4063,8184.0723
1948015,2.2698,3730.4688,8467.5967
1948053,2.4018,3671.8750,8819.1680
1948091,2.4282,3603.5156,8750.0908
1948128,2.3226,3647.4609,8471.7207
1948166,2.2171,3730.4688,8270.6758
1948203,2.2698,3696.2891,8390.0137
1948240,2.2698,3632.8125,8245.9316
1948277,2.2962,3666.9922,8420.2998
1948315,2.4282,3720.7031,9034.6465
1948352,2.3226,3691.4063,8573.7900
1948390,2.1907,3603.5156,7894.1035
1948428,2.1907,3740.2344,8193.6084
1948465,2.1907,3750.0000,8215.0020
1948503,2.3226,3715.8203,8630.4951
1948539,2.2698,3666.9922,8323.5146
1948577,2.2698,3608.3984,8190.5156
1948614,2.1907,3696.2891,8097.3389
1948652,2.2962,3725.5859,8554.8447
1948690,2.2698,3603.5156,8179.4321
1948727,2.4546,3627.9297,8905.1270
1948765,2.3226,3715.8203,8630.4951
1948802,2.2171,3759.7656,8335.6289
1948839,2.2698,3686.5234,8367.8477
1948876,2.2171,3647.4609,8086.6426
1948914,2.1907,3740.2344,8193.6084
1948951,2.2962,3715.8203,8532.4209
1948989,2.3490,3637.6953,8545.0508
1949027,2.2435,3623.0469,8128.1406
1949064,2.3490,3701.1719,8694.1592
1949102,2.1115,3730.4688,7876.8340
1949138,2.2698,3666.9922,8323.5146
1949176,2.2435,3598.6328,8073.3687
1949213,2.3490,3671.8750,8625.3398
1949251,2.4018,3686.5234,8854.3506
1949289,2.5074,3647.4609,9145.6084
1949326,2.4018,3623.0469,8701.8916
1949364,2.3754,3691.4063,8768.6484
1949401,2.4282,3701.1719,8987.2207
1949438,2.4546,3657.2266,8977.0391
1949475,2.4810,3452.1484,8564.7686
1949513,2.4018,3657.2266,8783.9854
1949550,2.3754,3706.0547,8803.4443
1949588,2.1907,3691.4063,8086.6426
1949626,2.2962,3652.3438,8386.6631
1949663,2.1379,3681.6406,7870.9063
1949701,2.2435,3720.7031,8347.2275
1949737,2.2698,3686.5234,8367.8477
1949775,2.1907,3603.5156,7894.1035
1949812,2.1115,3710.9375,7835.5942
1949850,2.1643,3754.8828,8126.5942
1949888,2.1115,3725.5859,7866.5239
1949925,2.2962,3627.9297,8330.6025
1949963,2.3754,3652.3438,8675.8584
1950000,2.5074,3706.0547,9292.5254
1950038,2.4018,3662.1094,8795.7129
1950074,2.3226,3637.6953,8449.0391
1950112,2.2435,3608.3984,8095.2773
1950149,2.3490,3706.0547,8705.6289
1950187,2.4018,3652.3438,8772.2568
1950225,2.4018,3598.6328,8643.2539
1950262,2.3226,3618.1641,8403.6748
1950300,2.2171,3720.7031,8249.0254
1950337,2.2435,3701.1719,8303.4102
1950374,2.4018,3647.4609,8760.5293
1950411,2.1907,3613.2813,7915.4966
1950449,2.3226,3696.2891,8585.1309
1950487,2.2698,3701.1719,8401.0967
1950524,2.2435,3618.1641,8117.1865
1950562,2.2171,3593.7500,7967.5625
1950599,2.1379,3710.9375,7933.5396
1950637,2.2698,3725.5859,8456.5137
1950673,2.3226,3657.2266,8494.4033
1950711,2.3754,3623.0469,8606.2666
1950748,2.2171,3671.8750,8140.7700
1950786,2.4018,3715.8203,8924.7158
1950824,2.2698,3652.3438,8290.2646
1950861,2.2698,3608.3984,8190.5156
1950899,2.2171,3671.8750,8140.7700
1950936,2.2962,3710.9375,8521.2090
1950973,2.2962,3681.6406,8453.9365
1951010,2.2698,3642.5781,8268.0986
1951048,2.3226,3662.1094,8505.7441
1951086,2.2435,3730.4688,8369.1367
1951123,2.1379,3710.9375,7933.5396
1951161,2.1643,3750.0000,8116.0264
1951198,2.2698,3627.9297,8234.8486
1951236,2.3490,3710.9375,8717.0996
1951272,2.3226,3681.6406,8551.1084
1951310,2.3226,3642.5781,8460.3799
1951347,2.3490,3598.6328,8453.2920
1951385,2.4018,3725.5859,8948.1719
1951423,2.2435,3706.0547,8314.3652
1951460,2.2962,3642.5781,8364.2393
1951498,2.3754,3618.1641,8594.6670
1951535,2.4282,3686.5234,8951.6514
1951572,2.2435,3706.0547,8314.3652
1951609,2.2171,3652.3438,8097.4683
1951647,2.1379,3652.3438,7808.2729
1951685,2.1379,3706.0547,7923.1006
1951722,2.1643,3740.2344,8094.8911
1951760,2.2698,3671.8750,8334.5977
1951797,2.2962,3603.5156,8274.5420
1951835,2.2171,3686.5234,8173.2466
1951872,2.2435,3764.6484,8445.8174
1951909,2.1907,3710.9375,8129.4287
1951946,2.3226,3652.3438,8483.0625
1951984,2.4018,3642.5781,8748.8018
1952022,2.4018,3715.8203,8924.7158
1952059,2.3754,3686.5234,8757.0498
1952097,2.2171,3623.0469,8032.5151
1952134,2.2171,3632.8125,8054.1660
1952172,2.1907,3735.3516,8182.9121
1952208,2.3754,3715.8203,8826.6426
1952246,2.4810,3554.6875,8819.1680
1952284,2.4810,3608.3984,8952.4238
1952321,2.3490,3715.8203,8728.5693
1952359,2.2698,3691.4063,8378.9307
1952396,2.1379,3681.6406,7870.9063
1952434,2.2171,3598.6328,7978.3877
1952471,2.5338,3730.4688,9452.2012
1952508,2.2962,3696.2891,8487.5723
1952545,2.2698,3671.8750,8334.5977
1952583,2.1379,3632.8125,7766.5176
1952621,2.1115,3715.8203,7845.9043
1952658,2.1907,3750.0000,8215.0020
1952696,2.3490,3681.6406,8648.2803
1952733,2.2962,3588.8672,8240.9063
1952771,2.1907,3652.3438,8001.0693
1952807,2.2171,3735.3516,8281.5020
1952845,2.1907,3686.5234,8075.9458
1952883,2.2698,3632.8125,8245.9316
1952920,2.2962,3613.2813,8296.9668
1952958,2.3490,3725.5859,8751.5088
1952995,2.2962,3710.9375,8521.2090
1953033,2.3490,3632.8125,8533.5811
1953070,2.1643,3632.8125,7862.4009
1953107,2.1643,3715.8203,8042.0522
1953144,2.2171,3706.0547,8216.5488
1953182,2.2698,3652.3438,8290.2646
1953220,2.2962,3574.2188,8207.2695
1953257,2.4546,3750.0000,9204.7607
1953295,2.4018,3623.0469,8701.8916
1953332,2.4018,3676.7578,8830.8955
1953370,2.2698,3613.2813,8201.5986
1953406,2.2698,3686.5234,8367.8477
1953444,2.3754,3701.1719,8791.8457
1953482,2.3226,3662.1094,8505.7441
1953519,2.1379,3662.1094,7829.1509
1953557,2.1115,3681.6406,7773.7344
1953594,2.1643,3759.7656,8137.1621
1953632,2.2698,3691.4063,8378.9307
1953669,2.3226,3623.0469,8415.0156
1953707,2.5338,3593.7500,9105.7852
1953743,2.3754,3706.0547,8803.4443
1953781,2.2698,3666.9922,8323.5146
1953819,2.2698,3671.8750,8334.5977
1953856,2.2171,3632.8125,8054.1660
1953894,2.3754,3691.4063,8768.6484
1953931,2.3226,3701.1719,8596.4717
1953969,2.4018,3671.8750,8819.1680
1954006,2.2435,3632.8125,8150.0493
1954043,2.2171,3730.4688,8270.6758
1954081,2.1115,3745.1172,7907.7642
1954118,2.2171,3666.9922,8129.9448
1954156,2.4282,3618.1641,8785.6602
1954193,2.2698,3671.8750,8334.5977
1954231,2.2698,3710.9375,8423.2637
1954268,2.2698,3666.9922,8323.5146
1954306,2.3754,3828.1250,9093.4131
1954342,2.3226,3666.9922,8517.0850
1954380,2.4810,3710.9375,9206.8232
1954418,2.3226,3666.9922,8517.0850
1954455,2.3490,3613.2813,8487.7021
1954493,2.2962,3642.5781,8364.2393
1954530,2.2435,3691.4063,8281.5020
1954568,2.2171,3789.0625,8400.5820
1954605,2.3754,3627.9297,8617.8652
1954642,2.2962,3632.8125,8341.8145
1954680,2.1907,3691.4063,8086.6426
1954717,2.2171,3730.4688,8270.6758
1954755,2.4018,3657.2266,8783.9854
1954792,2.1115,3666.9922,7742.8042
1954830,2.3490,3725.5859,8751.5088
1954867,2.3226,3686.5234,8562.4492
1954905,2.3226,3652.3438,8483.0625
1954941,2.3226,3632.8125,8437.6982
1954979,2.3490,3725.5859,8751.5088
1955017,2.3754,3706.0547,8803.4443
1955054,2.2962,3618.1641,8308.1787
1955092,2.4018,3603.5156,8654.9814
1955129,2.4018,3706.0547,8901.2607
1955167,2.2435,3701.1719,8303.4102
1955204,2.2698,3642.5781,8268.0986
1955241,2.2171,3647.4609,8086.6426
1955279,2.3226,3710.9375,8619.1543
1955316,2.2435,3720.7031,8347.2275
1955354,2.3490,3637.6953,8545.0508
1955391,2.2698,3569.3359,8101.8496
1955429,2.2962,3681.6406,8453.9365
1955466,2.3226,3706.0547,8607.8125
1955504,2.3754,3671.8750,8722.2539
1955540,2.2962,3618.1641,8308.1787
1955578,2.4546,3681.6406,9036.9658
1955616,2.4018,3657.2266,8783.9854
1955653,2.3226,3666.9922,8517.0850
1955691,2.3490,3647.4609,8567.9912
1955728,2.3490,3637.6953,8545.0508
1955766,2.2435,3706.0547,8314.3652
1955803,2.2698,3686.5234,8367.8477
1955841,2.2698,3608.3984,8190.5156
1955878,2.2698,3642.5781,8268.0986
1955915,2.1907,3730.4688,8172.2153
1955953,2.1643,3740.2344,8094.8911
1955990,2.2962,3662.1094,8409.0879
1956028,2.2962,3593.7500,8252.1182
1956065,2.3490,3696.2891,8682.6895
1956103,2.2962,3710.9375,8521.2090
1956140,2.2698,3662.1094,8312.4316
1956177,2.2698,3618.1641,8212.6816
1956215,2.1643,3696.2891,7999.7813
1956252,2.2698,3725.5859,8456.5137
1956290,2.2698,3681.6406,8356.7637
1956327,2.2962,3608.3984,8285.7539
1956365,2.3490,3652.3438,8579.4609
1956402,2.3490,3725.5859,8751.5088
1956440,2.1643,3706.0547,8020.9170
1956477,2.1643,3642.5781,7883.5361
1956514,2.2435,3657.2266,8204.8213
1956552,2.2962,3720.7031,8543.6328
1956589,2.2962,3691.4063,8476.3604
1956627,2.2435,3715.8203,8336.2734
1956664,2.1907,3725.5859,8161.5186
1956702,2.2171,3745.1172,8303.1523
1956739,2.1643,3715.8203,8042.0522
1956776,2.2435,3627.9297,8139.0952
1956814,2.3490,3618.1641,8499.1719
1956851,2.2698,3725.5859,8456.5137
1956889,2.3226,3715.8203,8630.4951
1956926,2.1643,3652.3438,7904.6719
1956964,2.1115,3647.4609,7701.5645
1957001,2.1643,3745.1172,8105.4590
1957039,2.2435,3725.5859,8358.1826
1957076,2.2962,3647.4609,8375.4512
1957113,2.1907,3608.3984,7904.7998
1957151,2.2698,3725.5859,8456.5137
1957188,2.2962,3686.5234,8465.1484
1957226,2.2435,3652.3438,8193.8672
1957263,2.3490,3593.7500,8441.8223
1957301,2.4018,3652.3438,8772.2568
1957338,2.5074,3676.7578,9219.0664
1957376,2.4018,3623.0469,8701.8916
1957413,2.3226,3623.0469,8415.0156
1957450,2.2962,3696.2891,8487.5723
1957488,2.2171,3725.5859,8259.8506
1957525,2.1907,3657.2266,8011.7661
1957563,2.1907,3608.3984,7904.7998
1957600,2.2698,3686.5234,8367.8477
1957638,2.1643,3789.0625,8200.5684
1957676,2.1643,3862.3047,8359.0850
1957712,2.2435,3642.5781,8171.9580
1957750,2.2698,3637.6953,8257.0146
1957787,2.2698,3725.5859,8456.5137
1957825,2.3226,3696.2891,8585.1309
1957862,2.2435,3657.2266,8204.8213
1957900,2.2962,3623.0469,8319.3906
1957937,2.2698,3710.9375,8423.2637
1957975,2.3226,3686.5234,8562.4492
1958012,2.4282,3632.8125,8821.2305
1958049,2.3754,3598.6328,8548.2725
1958087,2.3490,3686.5234,8659.7500
1958124,2.1907,3754.8828,8225.6982
1958162,2.2435,3642.5781,8171.9580
1958199,2.4282,3608.3984,8761.9473
1958237,2.2962,3647.4609,8375.4512
1958275,2.3490,3730.4688,8762.9785
1958311,2.2698,3671.8750,8334.5977
1958349,2.1643,3618.1641,7830.6973
1958386,2.2171,3666.9922,8129.9448
1958424,2.2435,3730.4688,8369.1367
1958461,2.2435,3671.8750,8237.6846
1958499,2.2962,3627.9297,8330.6025
1958536,2.1907,3608.3984,7904.7998
1958574,2.1379,3745.1172,8006.6113
1958611,2.1907,3710.9375,8129.4287
1958648,2.2698,3657.2266,8301.3477
1958686,2.3490,3608.3984,8476.2324
1958723,2.4282,3627.9297,8809.3730
1958761,2.2435,3691.4063,8281.5020
1958798,2.3754,3627.9297,8617.8652
1958836,2.3226,3598.6328,8358.3115
1958874,2.2698,3681.6406,8356.7637
1958910,2.3490,3710.9375,8717.0996
1958948,2.4282,3593.7500,8726.3779
1958985,2.2962,3583.9844,8229.6934
1959023,2.2435,3706.0547,8314.3652
1959060,2.1115,3750.0000,7918.0742
1959098,2.1115,3686.5234,7784.0444
1959135,2.2435,3637.6953,8161.0039
1959173,2.2435,3676.7578,8248.6387
1959211,2.4018,3701.1719,8889.5332
1959247,2.3226,3676.7578,8539.7666
1959285,2.1379,3627.9297,7756.0786
1959322,2.1907,3652.3438,8001.0693
1959360,2.2698,3725.5859,8456.5137
1959397,2.3754,3706.0547,8803.4443
1959435,2.4282,3618.1641,8785.6602
1959473,2.4282,3613.2813,8773.8037
1959510,2.2698,3676.7578,8345.6807
1959547,2.3490,3701.1719,8694.1592
1959584,2.2171,3623.0469,8032.5151
1959622,2.4018,3642.5781,8748.8018
1959659,2.2435,3691.4063,8281.5020
1959697,2.1907,3715.8203,8140.1255
1959734,2.1907,3681.6406,8065.2490
1959772,2.1907,3696.2891,8097.3389
1959810,2.1643,3623.0469,7841.2651
1959846,2.2435,3740.2344,8391.0459
1959884,2.2962,3676.7578,8442.7236
1959921,2.3226,3623.0469,8415.0156
1959959,2.4282,3647.4609,8856.7998
1959996,2.2962,3784.1797,8689.3906
1960034,2.1379,3647.4609,7797.8340
1960072,2.2435,3618.1641,8117.1865
1960109,2.3754,3623.0469,8606.2666
1960146,2.4546,3720.7031,9132.8486
1960183,2.4282,3662.1094,8892.3691
1960221,2.3226,3632.8125,8437.6982
1960258,2.1643,3588.8672,7767.2910
1960296,2.0587,3725.5859,7669.8613
1960333,2.2171,3706.0547,8216.5488
1960371,2.2698,3642.5781,8268.0986
1960409,2.1907,3623.0469,7936.8896
1960445,2.1379,3720.7031,7954.4170
1960483,2.1907,3706.0547,8118.7324
1960520,2.2698,3681.6406,8356.7637
1960558,2.1907,3618.1641,7926.1934
1960595,2.2962,3671.8750,8431.5117
1960633,2.4018,3715.8203,8924.7158
1960671,2.3754,3666.9922,8710.6553
1960708,2.1643,3613.2813,7820.1299
1960745,2.2171,3686.5234,8173.2466
1960782,2.1643,3735.3516,8084.3232
1960820,2.2698,3759.7656,8534.0957
1960857,2.3754,3603.5156,8559.8711
1960895,2.3754,3608.3984,8571.4697
1960932,2.4546,3701.1719,9084.9072
1960970,2.4282,3671.8750,8916.0820
1961008,2.3754,3593.7500,8536.6738
1961044,2.3490,3671.8750,8625.3398
1961082,2.3490,3686.5234,8659.7500
1961119,2.3490,3666.9922,8613.8701
1961157,2.2435,3618.1641,8117.1865
1961194,2.2962,3642.5781,8364.2393
1961232,2.1907,3764.6484,8247.0918
1961270,2.1379,3701.1719,7912.6616
1961307,2.3226,3637.6953,8449.0391
1961345,2.2698,3623.0469,8223.7656
1961381,2.2171,3696.2891,8194.8975
1961419,2.3226,3710.9375,8619.1543
1961456,2.1907,3666.9922,8033.1592
1961494,2.1115,3608.3984,7619.0845
1961531,2.2698,3686.5234,8367.8477
1961569,2.3754,3696.2891,8780.2471
1961607,2.4018,3632.8125,8725.3467
1961644,2.4018,3603.5156,8654.9814
1961681,2.1907,3686.5234,8075.9458
1961718,2.2171,3730.4688,8270.6758
1961756,2.1643,3691.4063,7989.2134
1961793,2.1907,3627.9297,7947.5864
1961831,2.3226,3637.6953,8449.0391
1961869,2.2171,3632.8125,8054.1660
1961906,2.1907,3735.3516,8182.9121
1961944,2.2435,3603.5156,8084.3232
1961980,2.3226,3623.0469,8415.0156
1962018,2.3490,3706.0547,8705.6289
1962055,2.4018,3666.9922,8807.4404
1962093,2.4018,3613.2813,8678.4365
1962130,2.3490,3613.2813,8487.7021
1962168,2.1379,3735.3516,7985.7339
1962206,2.3226,3706.0547,8607.8125
1962243,2.4282,3652.3438,8868.6563
1962280,2.2435,3627.9297,8139.0952
1962317,2.4018,3681.6406,8842.6230
1962355,2.2962,3706.0547,8509.9971
1962392,2.2435,3657.2266,8204.8213
1962430,2.1379,3608.3984,7714.3232
1962468,2.3226,3671.8750,8528.4258
1962505,2.2962,3691.4063,8476.3604
1962543,2.3490,3671.8750,8625.3398
1962579,2.3226,3583.9844,8324.2881
1962617,2.1907,3657.2266,8011.7661
1962654,2.2698,3715.8203,8434.3467
1962692,2.1115,3720.7031,7856.2144
1962729,2.1643,3618.1641,7830.6973
1962767,2.3226,3662.1094,8505.7441
1962805,2.2962,3715.8203,8532.4209
1962842,2.3226,3730.4688,8664.5176
1962880,2.2435,3642.5781,8171.9580
1962916,2.1379,3637.6953,7776.9565
1962954,2.1643,3691.4063,7989.2134
1962991,2.3490,3701.1719,8694.1592
1963029,2.5602,3579.1016,9163.1348
1963067,2.2962,3569.3359,8196.0576
1963104,2.2962,3715.8203,8532.4209
1963142,2.1907,3759.7656,8236.3955
1963179,2.1907,3647.4609,7990.3730
1963216,2.2435,3608.3984,8095.2773
1963253,2.2435,3691.4063,8281.5020
1963291,2.3226,3710.9375,8619.1543
1963328,2.2698,3671.8750,8334.5977
1963366,2.1907,3627.9297,7947.5864
1963404,2.2171,3666.9922,8129.9448
1963441,2.3226,3715.8203,8630.4951
1963479,2.3754,3696.2891,8780.2471
1963515,2.2698,3613.2813,8201.5986
1963553,2.3754,3603.5156,8559.8711
1963590,2.4546,3696.2891,9072.9219
1963628,2.2962,3686.5234,8465.1484
1963666,2.2435,3623.0469,8128.1406
1963703,2.3226,3637.6953,8449.0391
1963741,2.3490,3701.1719,8694.1592
1963778,2.3754,3681.6406,8745.4512
1963815,2.2435,3686.5234,8270.5479
1963852,2.1907,3637.6953,7968.9795
1963890,2.0323,3754.8828,7631.0698
1963927,2.2698,3730.4688,8467.5967
1963965,2.1115,3666.9922,7742.8042
1964003,2.4018,3613.2813,8678.4365
1964040,2.2698,3681.6406,8356.7637
1964078,2.2698,3735.3516,8478.6797
1964114,2.1907,3671.8750,8043.8560
1964152,2.2171,3627.9297,8043.3408
1964189,2.2962,3759.7656,8633.3301
1964227,2.3226,3681.6406,8551.1084
