1,4038.0859,1918.4319
269391216,2.2435,3769.5313,8456.7715
269391255,2.1907,3769.5313,8257.7881
269391295,2.1115,3808.5938,8041.7939
269391335,2.0059,3774.4141,7571.1426
269391374,2.0059,3813.4766,7649.4985
269391414,2.0851,3764.6484,7849.6421
269391453,2.2171,3745.1172,8303.1523
269391493,2.2435,3769.5313,8456.7715
269391532,2.3226,3740.2344,8687.2002
269391571,2.5074,3740.2344,9378.2275
269391611,2.7185,3676.7578,9995.4082
269391650,2.7977,3706.0547,10368.5010
269391691,2.6130,3710.9375,9696.5488
269391730,2.5338,3686.5234,9340.8525
269391770,2.6130,3710.9375,9696.5488
269391810,2.4282,3642.5781,8844.9434
269391849,2.3226,3754.8828,8721.2227
269391889,2.2698,3735.3516,8478.6797
269391928,2.3754,3735.3516,8873.0371
269391968,2.2435,3745.1172,8402.0000
269392008,2.2435,3784.1797,8489.6348
269392047,2.3226,3740.2344,8687.2002
269392087,2.4018,3740.2344,8983.3545
269392125,2.3754,3754.8828,8919.4326
269392165,2.4810,3750.0000,9303.7373
269392205,2.4810,3745.1172,9291.6230
269392244,2.4546,3710.9375,9108.8779
269392284,2.4546,3706.0547,9096.8926
269392323,2.6921,3696.2891,9950.9473
269392363,2.6130,3715.8203,9709.3066
269392403,2.5602,3715.8203,9513.1592
269392442,2.5866,3681.6406,9522.8252
269392482,2.7713,3676.7578,10189.4950
269392522,2.4810,3730.4688,9255.2803
269392562,2.4018,3764.6484,9041.9922
269392602,2.2171,3769.5313,8357.2803
269392641,2.2435,3769.5313,8456.7715
269392680,2.2435,3750.0000,8412.9541
269392719,2.4018,3774.4141,9065.4473
269392759,2.2698,3750.0000,8511.9297
269392799,2.2962,3764.6484,8644.5420
269392838,2.4546,3715.8203,9120.8633
269392878,2.4282,3754.8828,9117.6426
269392917,2.2962,3725.5859,8554.8447
269392957,2.3490,3764.6484,8843.2676
269392996,2.3754,3764.6484,8942.6299
269393036,2.5074,3740.2344,9378.2275
269393076,2.5866,3706.0547,9585.9736
269393115,2.5866,3720.7031,9623.8623
269393155,2.5866,3691.4063,9548.0840
269393193,2.6658,3696.2891,9853.3887
269393233,2.6921,3696.2891,9950.9473
269393273,2.5338,3735.3516,9464.5732
269393312,2.4282,3720.7031,9034.6465
269393352,2.3226,3754.8828,8721.2227
269393391,2.4282,3706.0547,8999.0771
269393431,2.3490,3750.0000,8808.8584
269393471,2.3754,3745.1172,8896.2344
269393510,2.2435,3764.6484,8445.8174
269393550,2.3754,3706.0547,8803.4443
269393589,2.4282,3745.1172,9093.9297
269393629,2.2962,3750.0000,8610.9053
269393669,2.3226,3740.2344,8687.2002
269393708,2.5866,3730.4688,9649.1221
269393747,2.5866,3710.9375,9598.6035
269393786,2.3754,3730.4688,8861.4385
269393826,2.4018,3710.9375,8912.9883
269393866,2.4546,3730.4688,9156.8193
269393905,2.4810,3706.0547,9194.7090
269393945,2.4546,3759.7656,9228.7314
269393984,2.5602,3720.7031,9525.6602
269394024,2.5602,3740.2344,9575.6631
269394064,2.5074,3686.5234,9243.5527
269394103,2.4810,3740.2344,9279.5088
269394143,2.3754,3696.2891,8780.2471
269394182,2.3490,3750.0000,8808.8584
269394222,2.5074,3720.7031,9329.2549
269394260,2.4282,3730.4688,9058.3594
269394300,2.2698,3740.2344,8489.7627
269394340,2.2171,3793.9453,8411.4072
269394379,2.3490,3750.0000,8808.8584
269394419,2.3490,3740.2344,8785.9180
269394458,2.5338,3730.4688,9452.2012
269394498,2.4282,3735.3516,9070.2168
269394538,2.4282,3740.2344,9082.0732
269394577,2.3754,3666.9922,8710.6553
269394617,2.4282,3725.5859,9046.5029
269394656,2.4810,3735.3516,9267.3945
269394696,2.4018,3735.3516,8971.6270
269394736,2.4546,3706.0547,9096.8926
269394775,2.5074,3740.2344,9378.2275
269394814,2.2435,3730.4688,8369.1367
269394853,2.1907,3769.5313,8257.7881
269394893,2.3226,3730.4688,8664.5176
269394933,2.4282,3759.7656,9129.4990
269394972,2.3490,3730.4688,8762.9785
269395012,2.3226,3754.8828,8721.2227
269395051,2.4018,3730.4688,8959.8994
269395091,2.6130,3710.9375,9696.5488
269395131,2.5602,3696.2891,9463.1553
269395170,2.5602,3720.7031,9525.6602
269395210,2.6394,3706.0547,9781.6055
269395249,2.7713,3710.9375,10284.2180
269395290,2.7713,3662.1094,10148.8990
269395331,2.5338,3535.1563,8957.3213
269395369,2.4282,3735.3516,9070.2168
269395409,2.3490,3730.4688,8762.9785
269395448,2.3754,3750.0000,8907.8330
269395488,2.1907,3754.8828,8225.6982
269395528,2.1643,3750.0000,8116.0264
269395567,2.2962,3779.2969,8678.1787
269395607,2.3226,3735.3516,8675.8594
269395646,2.4546,3745.1172,9192.7754
269395686,2.5074,3701.1719,9280.2822
269395725,2.3490,3725.5859,8751.5088
269395765,2.3490,3725.5859,8751.5088
269395805,2.4546,3730.4688,9156.8193
269395844,2.5074,3657.2266,9170.0947
269395884,2.5866,3720.7031,9623.8623
269395922,2.6394,3691.4063,9742.9424
269395962,2.8505,3681.6406,10494.5420
269396003,2.7977,3691.4063,10327.5200
269396043,2.6921,3686.5234,9924.6572
269396083,2.5074,3725.5859,9341.4980
269396122,2.4018,3720.7031,8936.4443
269396162,2.4810,3720.7031,9231.0518
269396202,2.3490,3730.4688,8762.9785
269396241,2.2171,3769.5313,8357.2803
269396281,2.1643,3745.1172,8105.4590
269396320,2.2962,3769.5313,8655.7539
269396360,2.2171,3774.4141,8368.1055
269396400,2.1379,3784.1797,8090.1226
269396439,2.1379,3774.4141,8069.2446
269396478,2.3226,3730.4688,8664.5176
269396517,2.3490,3754.8828,8820.3281
269396557,2.4018,3730.4688,8959.8994
269396597,2.5602,3735.3516,9563.1621
269396636,2.6921,3666.9922,9872.0762
269396676,2.8769,3686.5234,10605.7610
269396716,2.7977,3657.2266,10231.8940
269396757,2.6658,3671.8750,9788.3066
269396797,2.5866,3696.2891,9560.7139
269396836,2.5602,3730.4688,9550.6611
269396876,2.3754,3735.3516,8873.0371
269396915,2.1379,3793.9453,8111.0000
269396955,2.1115,3803.7109,8031.4839
269396995,2.1379,3789.0625,8100.5610
269397033,2.2171,3769.5313,8357.2803
269397073,2.0851,3769.5313,7859.8232
269397112,2.2698,3759.7656,8534.0957
269397152,2.4282,3735.3516,9070.2168
269397192,2.6130,3715.8203,9709.3066
269397231,2.6394,3691.4063,9742.9424
269397271,2.5866,3720.7031,9623.8623
269397310,2.5866,3706.0547,9585.9736
269397350,2.6921,3681.6406,9911.5117
269397389,2.5602,3691.4063,9450.6543
269397429,2.5338,3715.8203,9415.0850
269397469,2.4282,3740.2344,9082.0732
269397508,2.3490,3725.5859,8751.5088
269397548,2.3490,3774.4141,8866.2070
269397586,2.2171,3754.8828,8324.8037
269397626,2.2698,3774.4141,8567.3457
269397666,2.2435,3754.8828,8423.9082
269397705,2.4282,3720.7031,9034.6465
269397745,2.3754,3745.1172,8896.2344
269397784,2.5338,3720.7031,9427.4570
269397824,2.5074,3730.4688,9353.7412
269397864,2.5338,3701.1719,9377.9688
269397903,2.6130,3706.0547,9683.7900
269397943,2.5338,3706.0547,9390.3408
269397982,2.3754,3774.4141,8965.8271
269398022,2.4282,3730.4688,9058.3594
269398062,2.5074,3740.2344,9378.2275
269398100,2.4282,3706.0547,8999.0771
269398140,2.4546,3764.6484,9240.7168
269398179,2.4018,3710.9375,8912.9883
269398219,2.4018,3740.2344,8983.3545
269398259,2.5074,3701.1719,9280.2822
269398298,2.4810,3740.2344,9279.5088
269398338,2.4546,3710.9375,9108.8779
269398377,2.5866,3735.3516,9661.7520
269398417,2.5866,3710.9375,9598.6035
269398457,2.4546,3745.1172,9192.7754
269398496,2.3226,3676.7578,8539.7666
269398536,2.2435,3759.7656,8434.8633
269398575,2.3226,3750.0000,8709.8818
269398615,2.4546,3750.0000,9204.7607
269398653,2.4018,3750.0000,9006.8096
269398693,2.3490,3750.0000,8808.8584
269398733,2.5074,3735.3516,9365.9844
269398772,2.5866,3706.0547,9585.9736
269398812,2.4018,3715.8203,8924.7158
269398851,2.2962,3735.3516,8577.2695
269398891,2.3226,3754.8828,8721.2227
269398931,2.2171,3735.3516,8281.5020
269398970,2.3226,3754.8828,8721.2227
269399010,2.4018,3754.8828,9018.5371
269399049,2.3754,3750.0000,8907.8330
269399089,2.5866,3701.1719,9573.3438
269399129,2.5338,3740.2344,9476.9443
269399168,2.6921,3686.5234,9924.6572
269399207,2.4546,3740.2344,9180.7900
269399246,2.5338,3691.4063,9353.2246
269399286,2.6130,3706.0547,9683.7900
269399326,2.5866,3696.2891,9560.7139
269399365,2.5074,3710.9375,9304.7686
269399405,2.4810,3706.0547,9194.7090
269399444,2.5074,3740.2344,9378.2275
269399484,2.4546,3706.0547,9096.8926
269399524,2.3226,3891.6016,9038.7705
269399563,2.1379,3750.0000,8017.0503
269399603,2.1643,3789.0625,8200.5684
269399642,2.1643,3750.0000,8116.0264
269399682,2.2435,3769.5313,8456.7715
269399721,2.1907,3750.0000,8215.0020
269399760,2.2698,3764.6484,8545.1797
269399800,2.3226,3740.2344,8687.2002
269399839,2.3490,3715.8203,8728.5693
269399879,2.4546,3745.1172,9192.7754
269399918,2.4546,3715.8203,9120.8633
269399958,2.5602,3715.8203,9513.1592
269399998,2.7449,3671.8750,10079.0490
269400038,2.6394,3691.4063,9742.9424
269400078,2.6921,3715.8203,10003.5280
269400118,2.6658,3681.6406,9814.3398
269400158,2.6130,3681.6406,9619.9971
269400198,2.5602,3730.4688,9550.6611
269400237,2.3754,3730.4688,8861.4385
269400276,2.2962,3754.8828,8622.1182
269400315,2.3226,3750.0000,8709.8818
269400355,2.3754,3710.9375,8815.0439
269400395,2.2962,3745.1172,8599.6934
269400434,2.2962,3735.3516,8577.2695
269400474,2.3754,3676.7578,8733.8525
269400513,2.4018,3706.0547,8901.2607
269400553,2.4546,3745.1172,9192.7754
269400593,2.5074,3706.0547,9292.5254
269400632,2.5338,3735.3516,9464.5732
269400672,2.5338,3701.1719,9377.9688
269400711,2.6658,3715.8203,9905.4541
269400751,2.4810,3696.2891,9170.4805
269400791,2.4018,3750.0000,9006.8096
269400829,2.3226,3720.7031,8641.8359
269400869,2.2698,3750.0000,8511.9297
269400908,2.4810,3715.8203,9218.9375
269400948,2.4546,3750.0000,9204.7607
269400988,2.2698,3745.1172,8500.8467
269401027,2.2435,3779.2969,8478.6807
269401067,2.2435,3750.0000,8412.9541
269401106,2.3226,3735.3516,8675.8594
269401146,2.4282,3730.4688,9058.3594
269401186,2.6394,3696.2891,9755.8301
269401225,2.6921,3696.2891,9950.9473
269401265,2.7713,3676.7578,10189.4950
269401305,2.6394,3696.2891,9755.8301
269401345,2.5074,3730.4688,9353.7412
269401384,2.4546,3735.3516,9168.8047
269401423,2.6130,3710.9375,9696.5488
269401463,2.5074,3735.3516,9365.9844
269401502,2.2435,3754.8828,8423.9082
269401542,2.1643,3750.0000,8116.0264
269401581,2.2962,3764.6484,8644.5420
269401621,2.3490,3740.2344,8785.9180
269401661,2.3490,3779.2969,8877.6777
269401700,2.2962,3745.1172,8599.6934
269401740,2.3754,3730.4688,8861.4385
269401779,2.5602,3710.9375,9500.6582
269401819,2.5338,3740.2344,9476.9443
269401859,2.5338,3715.8203,9415.0850
269401897,2.4810,3720.7031,9231.0518
269401937,2.5338,3706.0547,9390.3408
269401976,2.4810,3725.5859,9243.1660
269402016,2.3754,3725.5859,8849.8398
269402056,2.3490,3740.2344,8785.9180
269402095,2.5074,3730.4688,9353.7412
269402135,2.4810,3715.8203,9218.9375
269402174,2.3490,3735.3516,8774.4482
269402214,2.6130,3750.0000,9798.6172
269402254,2.4546,3730.4688,9156.8193
269402293,2.7185,3701.1719,10061.7790
269402334,2.4546,3706.0547,9096.8926
269402373,2.5074,3745.1172,9390.4707
269402413,2.4546,3710.9375,9108.8779
269402452,2.4810,3735.3516,9267.3945
269402491,2.4546,3725.5859,9144.8340
269402531,2.3754,3754.8828,8919.4326
269402570,2.2962,3735.3516,8577.2695
269402610,2.2962,3745.1172,8599.6934
269402650,2.3490,3735.3516,8774.4482
269402689,2.4018,3759.7656,9030.2646
269402729,2.2962,3745.1172,8599.6934
269402768,2.4018,3720.7031,8936.4443
269402808,2.4546,3740.2344,9180.7900
269402848,2.4810,3725.5859,9243.1660
269402887,2.3490,3750.0000,8808.8584
269402927,2.4282,3715.8203,9022.7900
269402966,2.3754,3730.4688,8861.4385
269403005,2.2698,3715.8203,8434.3467
269403044,2.2435,3759.7656,8434.8633
269403084,2.2171,3720.7031,8249.0254
269403124,2.3754,3740.2344,8884.6357
269403163,2.3754,3769.5313,8954.2285
269403203,2.4282,3730.4688,9058.3594
269403242,2.4546,3720.7031,9132.8486
269403282,2.5866,3725.5859,9636.4922
269403322,2.5074,3701.1719,9280.2822
269403361,2.4810,3730.4688,9255.2803
269403401,2.4810,3706.0547,9194.7090
269403440,2.5338,3735.3516,9464.5732
269403480,2.5338,3725.5859,9439.8291
269403520,2.4810,3720.7031,9231.0518
269403558,2.5074,3696.2891,9268.0391
269403598,2.3490,3725.5859,8751.5088
269403637,2.3490,3740.2344,8785.9180
269403677,2.3490,3759.7656,8831.7979
269403717,2.3226,3759.7656,8732.5635
269403756,2.2435,3740.2344,8391.0459
269403796,2.2171,3774.4141,8368.1055
269403835,2.2698,3720.7031,8445.4297
269403875,2.5074,3730.4688,9353.7412
269403915,2.3490,3735.3516,8774.4482
269403954,2.4282,3745.1172,9093.9297
269403994,2.4546,3720.7031,9132.8486
269404033,2.4810,3720.7031,9231.0518
269404072,2.4546,3725.5859,9144.8340
269404111,2.3490,3725.5859,8751.5088
269404151,2.4810,3696.2891,9170.4805
269404191,2.4018,3681.6406,8842.6230
269404230,2.3490,3730.4688,8762.9785
269404270,2.4018,3720.7031,8936.4443
269404309,2.4546,3715.8203,9120.8633
269404349,2.6130,3696.2891,9658.2725
269404389,2.6394,3696.2891,9755.8301
269404428,2.5338,3710.9375,9402.7129
269404468,2.5602,3686.5234,9438.1533
269404507,2.6130,3696.2891,9658.2725
269404547,2.5074,3706.0547,9292.5254
269404587,2.2698,3759.7656,8534.0957
269404625,2.2171,3730.4688,8270.6758
269404665,2.1643,3784.1797,8190.0005
269404704,2.1379,3784.1797,8090.1226
269404744,2.1115,3803.7109,8031.4839
269404784,2.0587,3769.5313,7760.3315
269404823,2.1643,3745.1172,8105.4590
269404863,2.4810,3750.0000,9303.7373
269404902,2.4810,3715.8203,9218.9375
269404942,2.6130,3710.9375,9696.5488
269404982,2.6921,3691.4063,9937.8018
269405021,2.6921,3686.5234,9924.6572
269405061,2.7977,3676.7578,10286.5370
269405101,2.6921,3696.2891,9950.9473
269405140,2.5866,3691.4063,9548.0840
269405180,2.4810,3720.7031,9231.0518
269405219,2.4546,3706.0547,9096.8926
269405259,2.3226,3754.8828,8721.2227
269405298,2.2435,3740.2344,8391.0459
269405338,2.2171,3769.5313,8357.2803
269405378,2.3226,3759.7656,8732.5635
269405417,2.3490,3725.5859,8751.5088
269405457,2.4282,3691.4063,8963.5078
269405496,2.2698,3759.7656,8534.0957
269405536,2.3226,3745.1172,8698.5410
269405575,2.5074,3735.3516,9365.9844
269405615,2.3754,3730.4688,8861.4385
269405655,2.4810,3720.7031,9231.0518
269405693,2.5338,3740.2344,9476.9443
269405733,2.5866,3701.1719,9573.3438
269405772,2.5074,3691.4063,9255.7959
269405812,2.4282,3740.2344,9082.0732
269405852,2.4810,3720.7031,9231.0518
269405891,2.4810,3730.4688,9255.2803
269405931,2.4546,3735.3516,9168.8047
269405970,2.4282,3750.0000,9105.7861
269406010,2.2698,3740.2344,8489.7627
269406050,2.3490,3725.5859,8751.5088
269406089,2.4018,3710.9375,8912.9883
269406129,2.2698,3730.4688,8467.5967
269406168,2.2698,3745.1172,8500.8467
269406208,2.2962,3706.0547,8509.9971
269406247,2.4810,3730.4688,9255.2803
269406286,2.4546,3691.4063,9060.9365
269406326,2.4018,3730.4688,8959.8994
269406365,2.4018,3715.8203,8924.7158
269406405,2.5866,3725.5859,9636.4922
269406445,2.5338,3691.4063,9353.2246
269406484,2.4282,3730.4688,9058.3594
269406524,2.5338,3706.0547,9390.3408
269406563,2.4546,3725.5859,9144.8340
269406603,2.4546,3706.0547,9096.8926
269406643,2.5338,3715.8203,9415.0850
269406682,2.4810,3706.0547,9194.7090
269406722,2.3754,3701.1719,8791.8457
269406760,2.4810,3706.0547,9194.7090
269406800,2.2962,3740.2344,8588.4814
269406839,2.2698,3735.3516,8478.6797
269406879,2.2698,3764.6484,8545.1797
269406919,2.2698,3720.7031,8445.4297
269406958,2.4018,3784.1797,9088.9033
269406998,2.3226,3706.0547,8607.8125
269407037,2.4018,3740.2344,8983.3545
269407077,2.4546,3710.9375,9108.8779
269407117,2.5602,3710.9375,9500.6582
269407156,2.6394,3686.5234,9730.0557
269407196,2.4546,3710.9375,9108.8779
269407235,2.4282,3710.9375,9010.9336
269407275,2.4282,3701.1719,8987.2207
269407314,2.4546,3706.0547,9096.8926
269407353,2.3490,3750.0000,8808.8584
269407393,2.1907,3740.2344,8193.6084
269407432,2.2435,3754.8828,8423.9082
269407472,2.2435,3759.7656,8434.8633
269407512,2.3490,3754.8828,8820.3281
269407551,2.3226,3740.2344,8687.2002
269407591,2.3754,3720.7031,8838.2412
269407630,2.3754,3740.2344,8884.6357
269407670,2.4018,3725.5859,8948.1719
269407710,2.5074,3735.3516,9365.9844
269407749,2.4810,3715.8203,9218.9375
269407789,2.4810,3808.5938,9449.1084
269407827,2.4546,3720.7031,9132.8486
269407867,2.4018,3740.2344,8983.3545
269407907,2.4282,3720.7031,9034.6465
269407946,2.3754,3725.5859,8849.8398
269407986,2.3754,3750.0000,8907.8330
269408025,2.4546,3706.0547,9096.8926
269408065,2.4018,3720.7031,8936.4443
269408104,2.2962,3769.5313,8655.7539
269408144,2.4546,3715.8203,9120.8633
269408184,2.5338,3710.9375,9402.7129
269408223,2.8505,3666.9922,10452.7860
269408264,2.7449,3662.1094,10052.2430
269408304,2.6658,3706.0547,9879.4219
269408344,2.5338,3696.2891,9365.5967
269408384,2.5338,3691.4063,9353.2246
269408422,2.5866,3720.7031,9623.8623
269408462,2.3226,3725.5859,8653.1768
269408501,2.1907,3779.2969,8279.1816
269408541,2.1907,3754.8828,8225.6982
269408581,2.2962,3750.0000,8610.9053
269408620,2.1907,3764.6484,8247.0918
269408660,2.1643,3759.7656,8137.1621
269408699,2.2171,3793.9453,8411.4072
269408739,2.4546,3852.5391,9456.4541
269408779,2.4282,3735.3516,9070.2168
269408818,2.4018,3715.8203,8924.7158
269408858,2.4282,3735.3516,9070.2168
269408897,2.4546,3730.4688,9156.8193
269408936,2.6658,3715.8203,9905.4541
269408976,2.5074,3715.8203,9317.0117
269409015,2.4810,3745.1172,9291.6230
269409055,2.5338,3715.8203,9415.0850
269409094,2.6130,3696.2891,9658.2725
269409134,2.6921,3671.8750,9885.2217
269409174,2.7449,3696.2891,10146.0630
269409214,2.6921,3706.0547,9977.2383
269409254,2.7713,3681.6406,10203.0260
269409294,2.5338,3696.2891,9365.5967
269409334,2.3490,3725.5859,8751.5088
269409374,2.2962,3745.1172,8599.6934
269409413,2.3754,3730.4688,8861.4385
269409453,2.1907,3769.5313,8257.7881
269409491,2.1379,3759.7656,8037.9282
269409531,2.1115,3793.9453,8010.8643
269409571,2.2171,3774.4141,8368.1055
269409610,2.2962,3774.4141,8666.9658
269409650,2.3226,3759.7656,8732.5635
269409689,2.4018,3735.3516,8971.6270
269409729,2.4546,3715.8203,9120.8633
269409768,2.6921,3696.2891,9950.9473
269409808,2.6394,3671.8750,9691.3926
269409848,2.6658,3715.8203,9905.4541
269409887,2.5602,3701.1719,9475.6563
269409927,2.5338,3710.9375,9402.7129
269409966,2.5602,3691.4063,9450.6543
269410006,2.5338,3715.8203,9415.0850
269410045,2.4018,3696.2891,8877.8057
269410084,2.3490,3759.7656,8831.7979
269410124,2.2435,3715.8203,8336.2734
269410163,2.2698,3764.6484,8545.1797
269410203,2.3754,3891.6016,9244.1973
269410243,2.2962,3769.5313,8655.7539
269410282,2.2698,3745.1172,8500.8467
269410322,2.2698,3740.2344,8489.7627
269410361,2.4018,3735.3516,8971.6270
269410401,2.4282,3725.5859,9046.5029
269410441,2.4018,3769.5313,9053.7197
269410480,2.4546,3701.1719,9084.9072
269410520,2.5338,3691.4063,9353.2246
269410558,2.5074,3696.2891,9268.0391
269410598,2.5866,3710.9375,9598.6035
269410638,2.7185,3686.5234,10021.9570
269410678,2.7713,3686.5234,10216.5590
269410719,2.6921,3696.2891,9950.9473
269410758,2.5866,3681.6406,9522.8252
269410798,2.4546,3715.8203,9120.8633
269410838,2.3754,3710.9375,8815.0439
269410877,2.4546,3813.4766,9360.5713
269410917,2.3490,3725.5859,8751.5088
269410956,2.2962,3764.6484,8644.5420
269410996,2.2171,3730.4688,8270.6758
269411036,2.3754,3735.3516,8873.0371
269411075,2.3754,3735.3516,8873.0371
269411115,2.1379,3774.4141,8069.2446
269411153,2.1907,3735.3516,8182.9121
269411193,2.4546,3740.2344,9180.7900
269411232,2.4282,3740.2344,9082.0732
269411272,2.4810,3710.9375,9206.8232
269411312,2.4546,3715.8203,9120.8633
269411351,2.4810,3691.4063,9158.3662
269411391,2.6394,3686.5234,9730.0557
269411430,2.6921,3696.2891,9950.9473
269411470,2.7185,3676.7578,9995.4082
269411510,2.6658,3710.9375,9892.4375
269411549,2.5866,3701.1719,9573.3438
269411589,2.4810,3735.3516,9267.3945
269411628,2.3226,3725.5859,8653.1768
269411667,2.2435,3745.1172,8402.0000
269411707,2.4018,3720.7031,8936.4443
269411746,2.2698,3764.6484,8545.1797
269411786,2.2171,3759.7656,8335.6289
269411825,2.1379,3750.0000,8017.0503
269411865,2.2435,3769.5313,8456.7715
269411905,2.4546,3588.8672,8809.2441
269411944,2.4810,3735.3516,9267.3945
269411984,2.3226,3706.0547,8607.8125
269412023,2.5074,3725.5859,9341.4980
269412063,2.5338,3686.5234,9340.8525
269412103,2.7449,3706.0547,10172.8700
269412143,2.6130,3715.8203,9709.3066
269412183,2.5338,3701.1719,9377.9688
269412221,2.5074,3730.4688,9353.7412
269412261,2.5338,3706.0547,9390.3408
269412301,2.5338,3720.7031,9427.4570
269412340,2.4546,3740.2344,9180.7900
269412380,2.2962,3740.2344,8588.4814
269412419,2.2435,3730.4688,8369.1367
269412459,2.3226,3735.3516,8675.8594
269412499,2.3754,3740.2344,8884.6357
269412538,2.2962,3725.5859,8554.8447
269412578,2.4546,3750.0000,9204.7607
269412617,2.3754,3706.0547,8803.4443
269412657,2.3490,3750.0000,8808.8584
269412696,2.5074,3696.2891,9268.0391
269412736,2.7185,3710.9375,10088.3270
269412776,2.6130,3671.8750,9594.4795
269412815,2.5602,3701.1719,9475.6563
269412855,2.3490,3725.5859,8751.5088
269412894,2.3226,3764.6484,8743.9053
269412934,2.2962,3710.9375,8521.2090
269412974,2.3490,3730.4688,8762.9785
269413013,2.2698,3730.4688,8467.5967
269413053,2.2698,3769.5313,8556.2627
269413092,2.3490,3715.8203,8728.5693
269413132,2.4546,3740.2344,9180.7900
269413172,2.4018,3730.4688,8959.8994
269413211,2.4810,3715.8203,9218.9375
269413251,2.5074,3706.0547,9292.5254
269413289,2.6130,3701.1719,9671.0313
269413329,2.5338,3681.6406,9328.4805
269413369,2.4018,3745.1172,8995.0820
269413408,2.4810,3706.0547,9194.7090
269413448,2.4546,3745.1172,9192.7754
269413487,2.4810,3696.2891,9170.4805
269413527,2.4282,3730.4688,9058.3594
269413567,2.3754,3715.8203,8826.6426
269413606,2.2698,3754.8828,8523.0127
269413646,2.5074,3691.4063,9255.7959
269413685,2.3490,3740.2344,8785.9180
269413725,2.4018,3735.3516,8971.6270
269413765,2.3490,3715.8203,8728.5693
269413804,2.4810,3701.1719,9182.5947
269413843,2.3754,3730.4688,8861.4385
269413882,2.3226,3725.5859,8653.1768
269413922,2.3754,3715.8203,8826.6426
269413961,2.5074,3730.4688,9353.7412
269414001,2.4810,3730.4688,9255.2803
269414041,2.4018,3730.4688,8959.8994
269414080,2.4282,3715.8203,9022.7900
269414120,2.3754,3745.1172,8896.2344
269414159,2.5074,3701.1719,9280.2822
269414199,2.4282,3735.3516,9070.2168
269414239,2.4282,3710.9375,9010.9336
269414278,2.4282,3750.0000,9105.7861
269414318,2.5074,3706.0547,9292.5254
269414356,2.5602,3730.4688,9550.6611
269414396,2.4810,3696.2891,9170.4805
269414436,2.4018,3740.2344,8983.3545
269414475,2.3754,3691.4063,8768.6484
269414515,2.4282,3725.5859,9046.5029
269414554,2.3226,3725.5859,8653.1768
269414594,2.2171,3774.4141,8368.1055
269414634,2.2962,3740.2344,8588.4814
269414673,2.4810,3740.2344,9279.5088
269414713,2.3226,3735.3516,8675.8594
269414752,2.3226,3730.4688,8664.5176
269414792,2.3754,3730.4688,8861.4385
269414832,2.6394,3701.1719,9768.7178
269414871,2.7449,3691.4063,10132.6610
269414912,2.7185,3696.2891,10048.5050
269414951,2.6394,3676.7578,9704.2803
269414991,2.6130,3686.5234,9632.7549
269415031,2.6921,3725.5859,10029.8190
269415071,2.5074,3676.7578,9219.0664
269415111,2.3226,3754.8828,8721.2227
269415150,2.2698,3735.3516,8478.6797
269415190,2.3490,3750.0000,8808.8584
269415230,2.2698,3735.3516,8478.6797
269415269,2.1907,3774.4141,8268.4854
269415309,2.1907,3745.1172,8204.3057
269415348,2.2962,3759.7656,8633.3301
269415388,2.3754,3735.3516,8873.0371
269415427,2.4282,3725.5859,9046.5029
269415467,2.4018,3735.3516,8971.6270
269415506,2.4018,3676.7578,8830.8955
269415545,2.5338,3730.4688,9452.2012
269415585,2.5866,3691.4063,9548.0840
269415624,2.5074,3720.7031,9329.2549
269415664,2.4282,3715.8203,9022.7900
269415704,2.5338,3730.4688,9452.2012
269415743,2.5602,3676.7578,9413.1523
269415783,2.4546,3735.3516,9168.8047
269415822,2.3754,3720.7031,8838.2412
269415862,2.3754,3750.0000,8907.8330
269415902,2.4018,3691.4063,8866.0781
269415941,2.4810,3740.2344,9279.5088
269415981,2.4282,3701.1719,8987.2207
269416019,2.4810,3876.9531,9618.7080
269416059,2.4282,3720.7031,9034.6465
269416099,2.5074,3725.5859,9341.4980
269416138,2.5602,3696.2891,9463.1553
269416178,2.6658,3706.0547,9879.4219
269416217,2.5074,3696.2891,9268.0391
269416257,2.4810,3720.7031,9231.0518
269416297,2.4018,3720.7031,8936.4443
269416336,2.2698,3769.5313,8556.2627
269416376,2.1379,3750.0000,8017.0503
269416415,2.2435,3798.8281,8522.4980
269416455,2.1907,3745.1172,8204.3057
269416495,2.1907,3750.0000,8215.0020
269416534,2.2698,3593.7500,8157.2656
269416573,2.5338,3710.9375,9402.7129
269416612,2.5602,3710.9375,9500.6582
269416652,2.6658,3691.4063,9840.3721
269416691,2.6658,3696.2891,9853.3887
269416731,2.6921,3706.0547,9977.2383
269416771,2.8505,3662.1094,10438.8670
269416811,2.5602,3613.2813,9250.6406
269416851,2.5338,3715.8203,9415.0850
269416890,2.3490,3730.4688,8762.9785
269416930,2.4282,3745.1172,9093.9297
269416970,2.3226,3730.4688,8664.5176
269417009,2.2435,3769.5313,8456.7715
269417049,2.2698,3774.4141,8567.3457
269417088,2.3226,3730.4688,8664.5176
269417127,2.2962,3750.0000,8610.9053
269417167,2.4810,3710.9375,9206.8232
269417206,2.4282,3730.4688,9058.3594
269417246,2.4810,3691.4063,9158.3662
269417285,2.4546,3730.4688,9156.8193
269417325,2.6394,3691.4063,9742.9424
269417365,2.4810,3745.1172,9291.6230
269417404,2.3490,3706.0547,8705.6289
269417444,2.3226,3759.7656,8732.5635
269417483,2.2962,3730.4688,8566.0576
269417523,2.3754,3750.0000,8907.8330
