12031,1064.506038.0859,959.2159
349439319,2.1643,3725.5859,8063.1880
349439357,2.2435,3740.2344,8391.0459
349439397,2.2171,3715.8203,8238.1992
349439436,2.0851,3779.2969,7880.1855
349439476,2.2698,3598.6328,8168.3491
349439515,2.2962,3735.3516,8577.2695
349439555,2.1907,3730.4688,8172.2153
349439595,2.2962,3710.9375,8521.2090
349439634,2.5074,3730.4688,9353.7412
349439674,2.2962,3686.5234,8465.1484
349439713,2.2962,3730.4688,8566.0576
349439753,2.3226,3720.7031,8641.8359
349439793,2.2171,3701.1719,8205.7227
349439832,2.2698,3730.4688,8467.5967
349439872,2.2171,3701.1719,8205.7227
349439910,2.3490,3740.2344,8785.9180
349439950,2.2962,3706.0547,8509.9971
349439990,2.1643,3750.0000,8116.0264
349440029,2.2171,3740.2344,8292.3271
349440069,2.1379,3740.2344,7996.1724
349440108,2.1643,3725.5859,8063.1880
349440148,2.2171,3710.9375,8227.3740
349440188,2.2435,3720.7031,8347.2275
349440227,2.2698,3715.8203,8434.3467
349440267,2.1643,3730.4688,8073.7554
349440306,2.0851,3750.0000,7819.0986
349440346,2.1379,3715.8203,7943.9780
349440386,2.1643,3750.0000,8116.0264
349440424,2.2962,3710.9375,8521.2090
349440464,2.3226,3725.5859,8653.1768
349440503,2.2698,3740.2344,8489.7627
349440543,2.2171,3725.5859,8259.8506
349440583,2.1115,3725.5859,7866.5239
349440622,2.2698,3710.9375,8423.2637
349440662,2.3754,3715.8203,8826.6426
349440701,2.4018,3701.1719,8889.5332
349440741,2.3754,3715.8203,8826.6426
349440780,2.3226,3730.4688,8664.5176
349440820,2.2171,3730.4688,8270.6758
349440860,2.3754,3720.7031,8838.2412
349440899,2.2435,3691.4063,8281.5020
349440939,2.3226,3793.9453,8811.9512
349440977,2.2435,3720.7031,8347.2275
349441017,2.1379,3735.3516,7985.7339
349441057,2.1643,3754.8828,8126.5942
349441096,2.1643,3725.5859,8063.1880
349441136,2.2698,3745.1172,8500.8467
349441175,2.2698,3710.9375,8423.2637
349441215,2.3226,3725.5859,8653.1768
349441255,2.4282,3720.7031,9034.6465
349441294,2.3226,3701.1719,8596.4717
349441334,2.2698,3725.5859,8456.5137
349441373,2.3754,3725.5859,8849.8398
349441413,2.4018,3735.3516,8971.6270
349441453,2.4018,3710.9375,8912.9883
349441491,2.1907,3745.1172,8204.3057
349441531,2.1379,3740.2344,7996.1724
349441570,2.1115,3710.9375,7835.5942
349441610,2.3490,3750.0000,8808.8584
349441650,2.2698,3691.4063,8378.9307
349441689,2.2698,3735.3516,8478.6797
349441729,2.2698,3720.7031,8445.4297
349441768,2.1643,3740.2344,8094.8911
349441808,2.1907,3730.4688,8172.2153
349441848,2.1907,3740.2344,8193.6084
349441887,2.2171,3740.2344,8292.3271
349441927,2.2435,3720.7031,8347.2275
349441966,2.0851,3745.1172,7808.9175
349442006,2.1115,3823.2422,8072.7241
349442044,2.2171,3735.3516,8281.5020
349442084,2.3490,3745.1172,8797.3887
349442124,2.3754,3696.2891,8780.2471
349442163,2.2171,3725.5859,8259.8506
349442203,2.2171,3715.8203,8238.1992
349442242,2.3754,3730.4688,8861.4385
349442282,2.3490,3720.7031,8740.0391
349442322,2.2962,3701.1719,8498.7842
349442361,2.3490,3710.9375,8717.0996
349442401,2.2698,3706.0547,8412.1807
349442440,2.0851,3750.0000,7819.0986
349442480,2.2435,3730.4688,8369.1367
349442520,2.1379,3740.2344,7996.1724
349442558,2.2435,3750.0000,8412.9541
349442598,2.2962,3701.1719,8498.7842
349442637,2.3226,3710.9375,8619.1543
349442677,2.3226,3715.8203,8630.4951
349442717,2.2698,3740.2344,8489.7627
349442756,2.2435,3706.0547,8314.3652
349442796,2.1379,3710.9375,7933.5396
349442835,2.2435,3750.0000,8412.9541
349442875,2.2698,3706.0547,8412.1807
349442915,2.3490,3725.5859,8751.5088
349442954,2.3226,3715.8203,8630.4951
349442994,2.1907,3710.9375,8129.4287
349443033,2.1907,3730.4688,8172.2153
349443073,2.2435,3706.0547,8314.3652
349443112,2.2435,3720.7031,8347.2275
349443151,2.2435,3720.7031,8347.2275
349443191,2.3490,3715.8203,8728.5693
349443230,2.3490,3740.2344,8785.9180
349443270,2.1115,3720.7031,7856.2144
349443309,2.1379,3759.7656,8037.9282
349443349,2.1907,3725.5859,8161.5186
349443389,2.2698,3730.4688,8467.5967
349443428,2.1643,3740.2344,8094.8911
349443468,2.1643,3583.9844,7756.7231
349443507,2.2435,3745.1172,8402.0000
349443547,2.2962,3715.8203,8532.4209
349443587,2.3490,3710.9375,8717.0996
349443625,2.3754,3715.8203,8826.6426
349443665,2.3490,3720.7031,8740.0391
349443704,2.2435,3715.8203,8336.2734
349443744,2.2171,3730.4688,8270.6758
349443784,2.1907,3735.3516,8182.9121
349443823,2.3490,3701.1719,8694.1592
349443863,2.4018,3730.4688,8959.8994
349443902,2.2962,3735.3516,8577.2695
349443942,2.3490,3730.4688,8762.9785
349443982,2.1907,3745.1172,8204.3057
349444021,2.2171,3720.7031,8249.0254
349444061,2.3226,3740.2344,8687.2002
349444100,2.1643,3715.8203,8042.0522
349444140,2.1907,3740.2344,8193.6084
349444179,2.1643,3754.8828,8126.5942
349444218,2.1115,3740.2344,7897.4541
349444258,2.1379,3745.1172,8006.6113
349444297,2.3226,3701.1719,8596.4717
349444337,2.2698,3710.9375,8423.2637
349444377,2.4018,3735.3516,8971.6270
349444416,2.2698,3720.7031,8445.4297
349444456,2.2962,3730.4688,8566.0576
349444495,2.2698,3696.2891,8390.0137
349444535,2.3490,3725.5859,8751.5088
349444574,2.2962,3706.0547,8509.9971
349444614,2.2962,3730.4688,8566.0576
349444654,2.1379,3745.1172,8006.6113
349444692,2.1907,3730.4688,8172.2153
349444732,2.1907,3740.2344,8193.6084
349444771,2.2171,3686.5234,8173.2466
349444811,2.2962,3730.4688,8566.0576
349444851,2.3490,3715.8203,8728.5693
349444890,2.1643,3715.8203,8042.0522
349444930,2.1379,3754.8828,8027.4893
349444969,2.2171,3710.9375,8227.3740
349445009,2.3226,3735.3516,8675.8594
349445049,2.3226,3715.8203,8630.4951
349445088,2.2698,3730.4688,8467.5967
349445128,2.1379,3725.5859,7964.8560
349445167,2.2171,3735.3516,8281.5020
349445207,2.2435,3730.4688,8369.1367
349445246,2.4018,3710.9375,8912.9883
349445285,2.3490,3852.5391,9049.7256
349445325,2.2435,3706.0547,8314.3652
349445364,2.2962,3735.3516,8577.2695
349445404,2.2962,3740.2344,8588.4814
349445444,2.2435,3706.0547,8314.3652
349445483,2.2698,3750.0000,8511.9297
349445523,2.2698,3740.2344,8489.7627
349445562,2.1379,3740.2344,7996.1724
349445602,2.2435,3730.4688,8369.1367
349445642,2.2698,3720.7031,8445.4297
349445681,2.1907,3745.1172,8204.3057
349445721,2.4018,3701.1719,8889.5332
349445760,2.2435,3745.1172,8402.0000
349445799,2.1643,3720.7031,8052.6201
349445838,2.1907,3740.2344,8193.6084
349445878,2.2435,3720.7031,8347.2275
349445918,2.2698,3696.2891,8390.0137
349445957,2.3490,3730.4688,8762.9785
349445997,2.3490,3676.7578,8636.8105
349446036,2.3226,3710.9375,8619.1543
349446076,2.2698,3715.8203,8434.3467
349446116,2.2962,3710.9375,8521.2090
349446155,2.2171,3725.5859,8259.8506
349446195,2.2171,3715.8203,8238.1992
349446234,2.1907,3759.7656,8236.3955
349446274,2.1643,3710.9375,8031.4844
349446313,2.1643,3730.4688,8073.7554
349446352,2.0851,3745.1172,7808.9175
349446392,2.2962,3681.6406,8453.9365
349446431,2.3226,3696.2891,8585.1309
349446471,2.2435,3706.0547,8314.3652
349446511,2.2435,3745.1172,8402.0000
349446550,2.2698,3730.4688,8467.5967
349446590,2.2171,3735.3516,8281.5020
349446629,2.2171,3735.3516,8281.5020
349446669,2.2171,3691.4063,8184.0723
349446709,2.3754,3740.2344,8884.6357
349446748,2.2435,3691.4063,8281.5020
349446788,2.1115,3754.8828,7928.3843
349446827,2.1643,3745.1172,8105.4590
349446866,2.3490,3691.4063,8671.2197
349446906,2.2962,3710.9375,8521.2090
349446945,2.1643,3710.9375,8031.4844
349446985,2.2171,3720.7031,8249.0254
349447024,2.1907,3735.3516,8182.9121
349447064,2.2698,3725.5859,8456.5137
349447103,2.2698,3720.7031,8445.4297
349447143,2.3226,3706.0547,8607.8125
349447183,2.2435,3745.1172,8402.0000
349447222,2.1643,3735.3516,8084.3232
349447262,2.2435,3725.5859,8358.1826
349447301,2.1907,3652.3438,8001.0693
349447341,2.2962,3686.5234,8465.1484
349447380,2.2962,3740.2344,8588.4814
349447419,2.2698,3701.1719,8401.0967
349447459,2.2435,3750.0000,8412.9541
349447498,2.1643,3735.3516,8084.3232
349447538,2.1379,3710.9375,7933.5396
349447578,2.2435,3715.8203,8336.2734
349447617,2.1907,3696.2891,8097.3389
349447657,2.2962,3735.3516,8577.2695
349447696,2.4282,3710.9375,9010.9336
349447736,2.3226,3701.1719,8596.4717
349447776,2.3490,3715.8203,8728.5693
349447815,2.3226,3691.4063,8573.7900
349447855,2.5074,3691.4063,9255.7959
349447894,2.3226,3696.2891,8585.1309
349447933,2.2698,3730.4688,8467.5967
349447973,2.1907,3701.1719,8108.0356
349448012,2.2962,3754.8828,8622.1182
349448052,2.2171,3691.4063,8184.0723
349448091,2.2435,3710.9375,8325.3193
349448131,2.2435,3720.7031,8347.2275
349448171,2.1907,3730.4688,8172.2153
349448210,2.1379,3754.8828,8027.4893
349448250,2.1379,3715.8203,7943.9780
349448289,2.1907,3730.4688,8172.2153
349448329,2.1643,3730.4688,8073.7554
349448368,2.1907,3710.9375,8129.4287
349448408,2.1115,3745.1172,7907.7642
349448448,2.1907,3730.4688,8172.2153
349448486,2.2435,3715.8203,8336.2734
349448526,2.3226,3710.9375,8619.1543
349448565,2.4282,3666.9922,8904.2256
349448605,2.4546,3696.2891,9072.9219
349448645,2.3754,3676.7578,8733.8525
349448684,2.3490,3715.8203,8728.5693
349448724,2.2171,3696.2891,8194.8975
349448763,2.2698,3740.2344,8489.7627
349448803,2.3490,3696.2891,8682.6895
349448843,2.2435,3720.7031,8347.2275
349448882,2.2962,3735.3516,8577.2695
349448922,2.1115,3710.9375,7835.5942
349448961,2.1907,3725.5859,8161.5186
349449000,2.2698,3720.7031,8445.4297
349449040,2.2962,3725.5859,8554.8447
349449079,2.3490,3730.4688,8762.9785
349449119,2.2698,3720.7031,8445.4297
349449158,2.1907,3750.0000,8215.0020
349449198,2.1379,3710.9375,7933.5396
349449238,2.2698,3740.2344,8489.7627
349449277,2.2962,3681.6406,8453.9365
349449317,2.2962,3691.4063,8476.3604
349449356,2.2435,3715.8203,8336.2734
349449396,2.1643,3701.1719,8010.3491
349449436,2.1643,3710.9375,8031.4844
349449475,2.2435,3715.8203,8336.2734
349449515,2.2962,3715.8203,8532.4209
349449553,2.4018,3706.0547,8901.2607
349449593,2.1907,3715.8203,8140.1255
349449632,2.1379,3750.0000,8017.0503
349449672,2.1907,3725.5859,8161.5186
349449712,2.1643,3750.0000,8116.0264
349449751,2.2962,3710.9375,8521.2090
349449791,2.2171,3730.4688,8270.6758
349449830,2.2698,3720.7031,8445.4297
349449870,2.2171,3701.1719,8205.7227
349449910,2.2698,3754.8828,8523.0127
349449949,2.3490,3696.2891,8682.6895
349449989,2.3490,3710.9375,8717.0996
349450028,2.3754,3681.6406,8745.4512
349450067,2.2435,3730.4688,8369.1367
349450107,2.1643,3730.4688,8073.7554
349450146,2.1643,3725.5859,8063.1880
349450186,2.1907,3750.0000,8215.0020
349450225,2.3490,3720.7031,8740.0391
349450265,2.3490,3706.0547,8705.6289
349450305,2.3754,3701.1719,8791.8457
349450344,2.2698,3735.3516,8478.6797
349450384,2.1643,3725.5859,8063.1880
349450423,2.1643,3735.3516,8084.3232
349450463,2.3490,3730.4688,8762.9785
349450503,2.3226,3735.3516,8675.8594
349450542,2.1907,3759.7656,8236.3955
349450582,2.0587,3793.9453,7810.5928
349450620,2.0587,3759.7656,7740.2271
349450660,2.1379,3740.2344,7996.1724
349450700,2.3754,3720.7031,8838.2412
349450739,2.3754,3730.4688,8861.4385
349450779,2.2962,3701.1719,8498.7842
349450818,2.2698,3715.8203,8434.3467
349450858,2.3226,3706.0547,8607.8125
349450897,2.2962,3730.4688,8566.0576
349450937,2.4546,3696.2891,9072.9219
349450977,2.4018,3706.0547,8901.2607
349451016,2.2171,3715.8203,8238.1992
349451056,2.1643,3735.3516,8084.3232
349451095,2.1115,3750.0000,7918.0742
349451134,2.2171,3710.9375,8227.3740
349451174,2.2435,3735.3516,8380.0908
349451213,2.2698,3710.9375,8423.2637
349451253,2.2698,3740.2344,8489.7627
349451292,2.1907,3735.3516,8182.9121
349451332,2.1643,3837.8906,8306.2461
349451372,2.2435,3740.2344,8391.0459
349451411,2.2962,3691.4063,8476.3604
349451451,2.1907,3750.0000,8215.0020
349451490,2.2962,3740.2344,8588.4814
349451530,2.2698,3735.3516,8478.6797
349451570,2.0851,3750.0000,7819.0986
349451609,2.2171,3706.0547,8216.5488
349451649,2.3226,3715.8203,8630.4951
349451687,2.3490,3686.5234,8659.7500
349451727,2.2435,3730.4688,8369.1367
349451767,2.1643,3730.4688,8073.7554
349451806,2.3226,3715.8203,8630.4951
349451846,2.3490,3730.4688,8762.9785
349451885,2.3226,3691.4063,8573.7900
349451925,2.3754,3715.8203,8826.6426
349451965,2.2698,3725.5859,8456.5137
349452004,2.2435,3745.1172,8402.0000
349452044,2.0851,3730.4688,7778.3745
349452083,2.1907,3769.5313,8257.7881
349452123,2.2435,3730.4688,8369.1367
349452162,2.3490,3706.0547,8705.6289
349452201,2.1643,3750.0000,8116.0264
349452241,2.2171,3710.9375,8227.3740
349452280,2.1643,3730.4688,8073.7554
349452320,2.2171,3725.5859,8259.8506
349452359,2.2698,3710.9375,8423.2637
349452399,2.3490,3715.8203,8728.5693
349452439,2.2962,3701.1719,8498.7842
349452478,2.2435,3735.3516,8380.0908
349452518,2.3226,3715.8203,8630.4951
349452557,2.2171,3706.0547,8216.5488
349452597,2.2962,3715.8203,8532.4209
349452637,2.3226,3710.9375,8619.1543
349452676,2.3490,3715.8203,8728.5693
349452716,2.2962,3710.9375,8521.2090
349452754,2.2698,3706.0547,8412.1807
349452794,2.3226,3740.2344,8687.2002
349452834,2.3490,3725.5859,8751.5088
349452873,2.3490,3710.9375,8717.0996
349452913,2.2698,3725.5859,8456.5137
349452952,2.1907,3706.0547,8118.7324
349452992,2.1379,3730.4688,7975.2949
349453032,2.1115,3745.1172,7907.7642
349453071,2.2698,3710.9375,8423.2637
349453111,2.2962,3720.7031,8543.6328
349453150,2.4018,3701.1719,8889.5332
349453190,2.1907,3735.3516,8182.9121
349453230,2.1643,3754.8828,8126.5942
349453268,2.3226,3715.8203,8630.4951
349453308,2.2435,3735.3516,8380.0908
349453347,2.2171,3706.0547,8216.5488
349453387,2.2171,3735.3516,8281.5020
349453426,2.1115,3735.3516,7887.1440
349453466,2.1379,3730.4688,7975.2949
349453506,2.2962,3730.4688,8566.0576
349453545,2.4810,3681.6406,9134.1377
349453585,2.4546,3706.0547,9096.8926
349453624,2.4282,3691.4063,8963.5078
349453664,2.3226,3706.0547,8607.8125
349453704,2.3226,3696.2891,8585.1309
349453743,2.1379,3735.3516,7985.7339
349453783,2.2698,3725.5859,8456.5137
349453821,2.2171,3720.7031,8249.0254
349453861,2.2962,3701.1719,8498.7842
349453901,2.1907,3706.0547,8118.7324
349453940,2.1379,3750.0000,8017.0503
349453980,2.2171,3720.7031,8249.0254
349454019,2.2171,3710.9375,8227.3740
349454059,2.2698,3720.7031,8445.4297
349454099,2.3226,3710.9375,8619.1543
349454138,2.3490,3710.9375,8717.0996
349454178,2.1907,3710.9375,8129.4287
349454217,2.2171,3740.2344,8292.3271
349454257,2.1907,3696.2891,8097.3389
349454297,2.3226,3730.4688,8664.5176
349454336,2.2962,3720.7031,8543.6328
349454375,2.2962,3715.8203,8532.4209
349454414,2.2435,3735.3516,8380.0908
349454454,2.1643,3706.0547,8020.9170
349454494,2.1907,3715.8203,8140.1255
349454533,2.2962,3696.2891,8487.5723
349454573,2.2962,3745.1172,8599.6934
349454612,2.1907,3593.7500,7872.7100
349454652,2.2171,3720.7031,8249.0254
349454691,2.3490,3750.0000,8808.8584
349454731,2.4018,3691.4063,8866.0781
349454771,2.4282,3715.8203,9022.7900
349454810,2.3226,3701.1719,8596.4717
349454850,2.1907,3745.1172,8204.3057
349454888,2.1115,3730.4688,7876.8340
349454928,2.1115,3750.0000,7918.0742
349454968,2.2698,3740.2344,8489.7627
349455007,2.2171,3691.4063,8184.0723
349455047,2.2698,3715.8203,8434.3467
349455086,2.2962,3701.1719,8498.7842
349455126,2.1907,3740.2344,8193.6084
349455166,2.1379,3730.4688,7975.2949
349455205,2.2171,3740.2344,8292.3271
349455245,2.2698,3715.8203,8434.3467
349455284,2.2962,3725.5859,8554.8447
349455324,2.1907,3740.2344,8193.6084
349455364,2.0851,3710.9375,7737.6499
349455403,2.2435,3735.3516,8380.0908
349455442,2.2171,3725.5859,8259.8506
349455481,2.3226,3701.1719,8596.4717
349455521,2.3754,3720.7031,8838.2412
349455561,2.3490,3686.5234,8659.7500
349455600,2.3226,3730.4688,8664.5176
349455640,2.2962,3701.1719,8498.7842
349455679,2.2171,3750.0000,8313.9775
349455719,2.2962,3706.0547,8509.9971
349455759,2.3226,3696.2891,8585.1309
349455798,2.1907,3720.7031,8150.8223
349455838,2.0851,3710.9375,7737.6499
349455877,2.0323,3754.8828,7631.0698
349455917,2.1643,3691.4063,7989.2134
349455955,2.2435,3730.4688,8369.1367
349455995,2.2435,3720.7031,8347.2275
349456035,2.2698,3715.8203,8434.3467
349456074,2.1907,3759.7656,8236.3955
349456114,2.2171,3657.2266,8108.2935
349456153,2.3226,3715.8203,8630.4951
349456193,2.4018,3662.1094,8795.7129
349456233,2.4810,3706.0547,9194.7090
349456272,2.3490,3686.5234,8659.7500
349456312,2.3490,3725.5859,8751.5088
349456351,2.2698,3706.0547,8412.1807
349456391,2.1907,3735.3516,8182.9121
349456431,2.2435,3706.0547,8314.3652
349456470,2.2171,3706.0547,8216.5488
349456509,2.1907,3740.2344,8193.6084
349456548,2.2171,3715.8203,8238.1992
349456588,2.1379,3735.3516,7985.7339
349456628,2.1643,3720.7031,8052.6201
349456667,2.2698,3710.9375,8423.2637
349456707,2.2698,3720.7031,8445.4297
349456746,2.4018,3666.9922,8807.4404
349456786,2.2171,3725.5859,8259.8506
349456826,2.1379,3701.1719,7912.6616
349456865,2.2435,3745.1172,8402.0000
349456905,2.2962,3710.9375,8521.2090
349456944,2.3754,3710.9375,8815.0439
349456984,2.2962,3710.9375,8521.2090
349457024,2.4282,3686.5234,8951.6514
349457062,2.3490,3720.7031,8740.0391
349457102,2.2962,3691.4063,8476.3604
349457141,2.2962,3754.8828,8622.1182
349457181,2.3226,3706.0547,8607.8125
349457220,2.3490,3720.7031,8740.0391
349457260,2.2698,3715.8203,8434.3467
349457300,2.2962,3715.8203,8532.4209
349457339,2.2698,3710.9375,8423.2637
349457379,2.2698,3710.9375,8423.2637
349457418,2.3226,3735.3516,8675.8594
349457458,2.2171,3720.7031,8249.0254
349457498,2.2171,3720.7031,8249.0254
349457537,2.1643,3725.5859,8063.1880
349457576,2.1379,3750.0000,8017.0503
349457615,2.1907,3759.7656,8236.3955
349457655,2.1115,3720.7031,7856.2144
349457695,2.0587,3745.1172,7710.0703
349457734,2.2698,3706.0547,8412.1807
349457774,2.2435,3715.8203,8336.2734
349457813,2.1907,3710.9375,8129.4287
349457853,2.2962,3710.9375,8521.2090
349457893,2.3754,3657.2266,8687.4570
349457932,2.3490,3710.9375,8717.0996
349457972,2.4546,3696.2891,9072.9219
349458011,2.5074,3681.6406,9231.3096
349458051,2.5602,3691.4063,9450.6543
349458091,2.3754,3696.2891,8780.2471
349458129,2.2435,3730.4688,8369.1367
349458169,2.2171,3745.1172,8303.1523
349458208,2.2171,3710.9375,8227.3740
349458248,2.2698,3715.8203,8434.3467
349458288,2.1907,3750.0000,8215.0020
349458327,2.1115,3735.3516,7887.1440
349458367,2.2698,3730.4688,8467.5967
349458406,2.1115,3720.7031,7856.2144
349458446,2.1115,3745.1172,7907.7642
349458485,2.1907,3720.7031,8150.8223
349458525,2.3490,3710.9375,8717.0996
349458565,2.1379,3750.0000,8017.0503
349458604,2.2698,3808.5938,8644.9287
349458643,2.1643,3730.4688,8073.7554
349458682,2.3226,3715.8203,8630.4951
349458722,2.3490,3715.8203,8728.5693
349458762,2.3754,3696.2891,8780.2471
349458801,2.2698,3681.6406,8356.7637
349458841,2.2962,3730.4688,8566.0576
349458880,2.2698,3706.0547,8412.1807
349458920,2.1643,3725.5859,8063.1880
349458960,2.2171,3720.7031,8249.0254
349458999,2.2171,3701.1719,8205.7227
349459039,2.3226,3730.4688,8664.5176
349459078,2.2435,3735.3516,8380.0908
349459118,2.2435,3754.8828,8423.9082
349459158,2.1643,3725.5859,8063.1880
349459196,2.2171,3730.4688,8270.6758
349459236,2.1907,3745.1172,8204.3057
349459275,2.1115,3730.4688,7876.8340
349459315,2.1379,3745.1172,8006.6113
349459355,2.2171,3696.2891,8194.8975
349459394,2.0851,3657.2266,7625.6577
349459434,2.1907,3754.8828,8225.6982
349459473,2.2962,3720.7031,8543.6328
349459513,2.3226,3725.5859,8653.1768
349459553,2.3754,3720.7031,8838.2412
349459592,2.2962,3701.1719,8498.7842
349459632,2.3754,3720.7031,8838.2412
349459671,2.2435,3691.4063,8281.5020
349459710,2.4282,3710.9375,9010.9336
349459749,2.4018,3686.5234,8854.3506
349459789,2.3754,3720.7031,8838.2412
349459829,2.2962,3701.1719,8498.7842
349459868,2.2435,3715.8203,8336.2734
349459908,2.1115,3754.8828,7928.3843
349459947,2.0851,3730.4688,7778.3745
349459987,2.1379,3759.7656,8037.9282
349460027,2.2435,3730.4688,8369.1367
349460066,2.1115,3730.4688,7876.8340
349460106,2.0851,3789.0625,7900.5479
349460145,2.1115,3784.1797,7990.2441
349460185,2.2435,3730.4688,8369.1367
349460225,2.3490,3710.9375,8717.0996
349460263,2.4810,3681.6406,9134.1377
349460303,2.5074,3696.2891,9268.0391
349460342,2.3226,3701.1719,8596.4717
349460382,2.2435,3735.3516,8380.0908
349460422,2.2171,3706.0547,8216.5488
349460461,2.2698,3750.0000,8511.9297
349460501,2.2171,3715.8203,8238.1992
349460540,2.2698,3730.4688,8467.5967
349460580,2.2962,3740.2344,8588.4814
349460620,2.2171,3706.0547,8216.5488
349460659,2.0851,3759.7656,7839.4609
349460699,2.1379,3735.3516,7985.7339
349460738,2.1907,3740.2344,8193.6084
349460777,2.2962,3710.9375,8521.2090
349460817,2.1907,3720.7031,8150.8223
349460856,2.1643,3759.7656,8137.1621
349460896,2.2962,3715.8203,8532.4209
349460935,2.2698,3735.3516,8478.6797
349460975,2.4546,3701.1719,9084.9072
349461014,2.2962,3701.1719,8498.7842
349461054,2.3226,3730.4688,8664.5176
349461094,2.2435,3706.0547,8314.3652
349461133,2.2698,3730.4688,8467.5967
349461173,2.3490,3715.8203,8728.5693
349461212,2.3226,3730.4688,8664.5176
349461252,2.2435,3706.0547,8314.3652
349461292,2.1907,3710.9375,8129.4287
349461330,2.2171,3750.0000,8313.9775
349461370,2.0587,3740.2344,7700.0181
349461409,2.1907,3735.3516,8182.9121
349461449,2.2171,3701.1719,8205.7227
349461489,2.2435,3740.2344,8391.0459
349461528,2.2698,3725.5859,8456.5137
349461568,2.2435,3715.8203,8336.2734
349461607,2.4018,3710.9375,8912.9883
349461647,2.3226,3691.4063,8573.7900
349461687,2.4546,3710.9375,9108.8779
349461726,2.3754,3671.8750,8722.2539
349461766,2.1907,3735.3516,8182.9121
349461805,2.1643,3706.0547,8020.9170
349461844,2.2171,3735.3516,8281.5020
349461884,2.2171,3730.4688,8270.6758
349461923,2.3226,3764.6484,8743.9053
349461963,2.4018,3706.0547,8901.2607
349462002,2.2962,3686.5234,8465.1484
349462042,2.4018,3730.4688,8959.8994
349462082,2.3226,3725.5859,8653.1768
349462121,2.2698,3735.3516,8478.6797
349462161,2.1115,3710.9375,7835.5942
349462200,2.1379,3750.0000,8017.0503
349462240,2.3226,3750.0000,8709.8818
349462279,2.0851,3740.2344,7798.7368
349462319,2.0059,3745.1172,7512.3760
349462359,2.1379,3725.5859,7964.8560
349462397,2.2171,3730.4688,8270.6758
349462437,2.1907,3720.7031,8150.8223
349462476,2.3754,3701.1719,8791.8457
349462516,2.3226,3686.5234,8562.4492
349462556,2.3226,3686.5234,8562.4492
349462595,2.4018,3715.8203,8924.7158
349462635,2.4018,3750.0000,9006.8096
349462674,2.4546,3784.1797,9288.6582
349462714,2.3490,3681.6406,8648.2803
349462754,2.3490,3706.0547,8705.6289
349462793,2.2435,3701.1719,8303.4102
349462833,2.0851,3745.1172,7808.9175
349462872,2.2435,3745.1172,8402.0000
349462912,2.1115,3754.8828,7928.3843
349462951,2.0587,3754.8828,7730.1748
349462990,2.0323,3735.3516,7591.3765
349463030,2.0323,3764.6484,7650.9165
349463069,2.0323,3730.4688,7581.4531
349463109,2.1379,3745.1172,8006.6113
349463149,2.2698,3725.5859,8456.5137
349463188,2.3226,3701.1719,8596.4717
349463228,2.3754,3710.9375,8815.0439
349463267,2.3490,3686.5234,8659.7500
349463307,2.3490,3720.7031,8740.0391
349463347,2.4018,3710.9375,8912.9883
349463386,2.4018,3754.8828,9018.5371
349463426,2.4018,3593.7500,8631.5254
349463464,2.3490,3725.5859,8751.5088
349463504,2.2698,3706.0547,8412.1807
349463543,2.2962,3725.5859,8554.8447
349463583,2.3226,3696.2891,8585.1309
349463623,2.2962,3706.0547,8509.9971
349463662,2.2435,3710.9375,8325.3193
349463702,2.1643,3710.9375,8031.4844
349463741,2.3490,3750.0000,8808.8584
349463781,2.2171,3730.4688,8270.6758
349463821,2.2171,3725.5859,8259.8506
349463860,2.2962,3725.5859,8554.8447
349463900,2.2171,3715.8203,8238.1992
349463939,2.2171,3715.8203,8238.1992
349463979,2.1907,3710.9375,8129.4287
349464018,2.2962,3735.3516,8577.2695
349464057,2.1907,3706.0547,8118.7324
349464097,2.4018,3706.0547,8901.2607
349464136,2.2962,3735.3516,8577.2695
349464176,2.2171,3735.3516,8281.5020
349464216,2.2435,3730.4688,8369.1367
349464255,2.2435,3701.1719,8303.4102
349464295,2.1907,3735.3516,8182.9121
349464334,2.1643,3706.0547,8020.9170
349464374,2.2435,3720.7031,8347.2275
349464414,2.2962,3706.0547,8509.9971
349464453,2.2698,3691.4063,8378.9307
349464493,2.1379,3740.2344,7996.1724
349464531,2.2962,3706.0547,8509.9971
349464571,2.2698,3730.4688,8467.5967
349464611,2.3226,3735.3516,8675.8594
349464650,2.2698,3715.8203,8434.3467
349464690,2.2962,3720.7031,8543.6328
349464729,2.3226,3706.0547,8607.8125
349464769,2.3490,3725.5859,8751.5088
349464808,2.2962,3681.6406,8453.9365
349464848,2.2962,3725.5859,8554.8447
349464888,2.1907,3725.5859,8161.5186
349464927,2.1907,3750.0000,8215.0020
349464967,2.0851,3745.1172,7808.9175
349465006,2.1907,3715.8203,8140.1255
349465046,2.2435,3730.4688,8369.1367
349465085,2.2171,3710.9375,8227.3740
349465124,2.1907,3745.1172,8204.3057
349465164,2.1379,3720.7031,7954.4170
349465203,2.1115,3715.8203,7845.9043
349465243,2.2698,3720.7031,8445.4297
349465283,2.4546,3696.2891,9072.9219
349465322,2.2962,3730.4688,8566.0576
349465362,2.3490,3691.4063,8671.2197
349465401,2.2962,3691.4063,8476.3604
349465441,2.3490,3696.2891,8682.6895
349465481,2.2698,3735.3516,8478.6797
349465520,2.2171,3725.5859,8259.8506
349465560,2.2698,3710.9375,8423.2637
