24
269MM8&b0.487,4047.8516,1816.2341
269584445,2.5074,3740.2344,9378.2275
269584484,2.5074,3735.3516,9365.9844
269584524,2.3754,3774.4141,8965.8271
269584564,2.3226,3745.1172,8698.5410
269584603,2.5602,3750.0000,9600.6650
269584643,2.4282,3720.7031,9034.6465
269584681,2.3754,3725.5859,8849.8398
269584721,2.4546,3725.5859,9144.8340
269584761,2.4810,3750.0000,9303.7373
269584800,2.6130,3720.7031,9722.0654
269584840,2.4546,3750.0000,9204.7607
269584879,2.3754,3759.7656,8931.0313
269584919,2.4282,3730.4688,9058.3594
269584959,2.4810,3735.3516,9267.3945
269584998,2.4282,3735.3516,9070.2168
269585038,2.4282,3745.1172,9093.9297
269585077,2.3754,3740.2344,8884.6357
269585117,2.2698,3764.6484,8545.1797
269585157,2.3754,3769.5313,8954.2285
269585196,2.1643,3793.9453,8211.1357
269585235,2.1643,3750.0000,8116.0264
269585274,2.4546,3769.5313,9252.7021
269585314,2.4546,3730.4688,9156.8193
269585353,2.3754,3764.6484,8942.6299
269585393,2.4282,3750.0000,9105.7861
269585433,2.5338,3706.0547,9390.3408
269585472,2.6130,3720.7031,9722.0654
269585512,2.5338,3725.5859,9439.8291
269585551,2.4810,3725.5859,9243.1660
269585591,2.5074,3735.3516,9365.9844
269585631,2.5074,3769.5313,9451.6855
269585670,2.4282,3730.4688,9058.3594
269585710,2.3490,3759.7656,8831.7979
269585748,2.2435,3745.1172,8402.0000
269585788,2.3754,3779.2969,8977.4258
269585828,2.4546,3720.7031,9132.8486
269585867,2.5338,3735.3516,9464.5732
269585907,2.6130,3706.0547,9683.7900
269585946,2.5602,3715.8203,9513.1592
269585986,2.7977,3671.8750,10272.8760
269586027,2.5866,3730.4688,9649.1221
269586066,2.5866,3706.0547,9585.9736
269586106,2.4018,3706.0547,8901.2607
269586145,2.4810,3735.3516,9267.3945
269586185,2.2171,3789.0625,8400.5820
269586225,2.2435,3769.5313,8456.7715
269586264,2.1643,3803.7109,8232.2715
269586304,2.2435,3759.7656,8434.8633
269586342,2.3226,3754.8828,8721.2227
269586382,2.3754,3735.3516,8873.0371
269586422,2.4282,3745.1172,9093.9297
269586461,2.5866,3730.4688,9649.1221
269586501,2.5866,3715.8203,9611.2334
269586540,2.6658,3701.1719,9866.4053
269586580,2.6394,3735.3516,9858.9307
269586619,2.4546,3745.1172,9192.7754
269586659,2.4810,3740.2344,9279.5088
269586699,2.5338,3715.8203,9415.0850
269586738,2.5074,3745.1172,9390.4707
269586778,2.4018,3735.3516,8971.6270
269586817,2.3754,3740.2344,8884.6357
269586856,2.4282,3745.1172,9093.9297
269586896,2.4546,3730.4688,9156.8193
269586935,2.3754,3842.7734,9128.2100
269586975,2.5074,3730.4688,9353.7412
269587014,2.5602,3750.0000,9600.6650
269587054,2.3490,3735.3516,8774.4482
269587094,2.2698,3789.0625,8600.5957
269587133,2.2962,3759.7656,8633.3301
269587173,2.4546,3745.1172,9192.7754
269587212,2.5338,3740.2344,9476.9443
269587252,2.2435,3750.0000,8412.9541
269587292,2.2698,3779.2969,8578.4287
269587331,2.4282,3720.7031,9034.6465
269587371,2.6394,3745.1172,9884.7051
269587409,2.4810,3715.8203,9218.9375
269587449,2.4546,3793.9453,9312.6289
269587489,2.5338,3720.7031,9427.4570
269587528,2.5338,3750.0000,9501.6885
269587568,2.6394,3696.2891,9755.8301
269587607,2.5866,3715.8203,9611.2334
269587647,2.7449,3701.1719,10159.4670
269587688,2.5866,3710.9375,9598.6035
269587727,2.6394,3725.5859,9833.1553
269587767,2.6130,3715.8203,9709.3066
269587806,2.4810,3740.2344,9279.5088
269587846,2.2962,3759.7656,8633.3301
269587886,2.4018,3745.1172,8995.0820
269587924,2.1907,3696.2891,8097.3389
269587964,2.2171,3779.2969,8378.9307
269588003,2.2435,3779.2969,8478.6807
269588043,2.2698,3754.8828,8523.0127
269588082,2.5602,3754.8828,9613.1660
269588122,2.5074,3720.7031,9329.2549
269588162,2.4810,3754.8828,9315.8516
269588201,2.5338,3691.4063,9353.2246
269588241,2.5338,3725.5859,9439.8291
269588280,2.5866,3686.5234,9535.4541
269588320,2.5338,3740.2344,9476.9443
269588360,2.4018,3715.8203,8924.7158
269588399,2.4282,3745.1172,9093.9297
269588439,2.3754,3715.8203,8826.6426
269588477,2.3226,3754.8828,8721.2227
269588517,2.2171,3754.8828,8324.8037
269588557,2.1115,3779.2969,7979.9341
269588596,2.2435,3745.1172,8402.0000
269588636,2.2962,3754.8828,8622.1182
269588675,2.4810,3774.4141,9364.3086
269588715,2.6394,3701.1719,9768.7178
269588755,2.8241,3662.1094,10342.2110
269588795,2.6921,3696.2891,9950.9473
269588835,2.6658,3730.4688,9944.5029
269588874,2.4282,3735.3516,9070.2168
269588914,2.3226,3754.8828,8721.2227
269588954,2.2698,3759.7656,8534.0957
269588993,2.2962,3730.4688,8566.0576
269589032,2.2698,3789.0625,8600.5957
269589071,2.2171,3750.0000,8313.9775
269589111,2.2435,3784.1797,8489.6348
269589151,2.5074,3715.8203,9317.0117
269589190,2.5074,3750.0000,9402.7139
269589230,2.4282,3750.0000,9105.7861
269589269,2.6394,3730.4688,9846.0430
269589309,2.6658,3676.7578,9801.3232
269589349,2.7449,3671.8750,10079.0490
269589389,2.6658,3696.2891,9853.3887
269589429,2.5338,3735.3516,9464.5732
269589468,2.4282,3710.9375,9010.9336
269589508,2.4810,3750.0000,9303.7373
269589547,2.2698,3745.1172,8500.8467
269589586,2.0851,3793.9453,7910.7290
269589626,2.1907,3759.7656,8236.3955
269589665,2.3754,3759.7656,8931.0313
269589705,2.3490,3759.7656,8831.7979
269589744,2.3754,3745.1172,8896.2344
269589784,2.4018,3754.8828,9018.5371
269589824,2.5338,3715.8203,9415.0850
269589863,2.5338,3740.2344,9476.9443
269589903,2.4282,3720.7031,9034.6465
269589942,2.5866,3745.1172,9687.0117
269589982,2.4810,3720.7031,9231.0518
269590022,2.4810,3759.7656,9327.9658
269590061,2.3490,3745.1172,8797.3887
269590100,2.2962,3769.5313,8655.7539
269590139,2.3226,3769.5313,8755.2461
269590179,2.6394,3740.2344,9871.8174
269590219,2.5602,3706.0547,9488.1572
269590258,2.5866,3735.3516,9661.7520
269590298,2.5602,3696.2891,9463.1553
269590337,2.5602,3720.7031,9525.6602
269590377,2.6130,3701.1719,9671.0313
269590417,2.5866,3745.1172,9687.0117
269590456,2.3754,3725.5859,8849.8398
269590496,2.5074,3754.8828,9414.9570
269590535,2.4546,3710.9375,9108.8779
269590575,2.3226,3774.4141,8766.5869
269590615,2.1907,3793.9453,8311.2715
269590653,2.2962,3735.3516,8577.2695
269590693,2.2962,3759.7656,8633.3301
269590732,2.4282,3740.2344,9082.0732
269590772,2.2435,3769.5313,8456.7715
269590811,2.2171,3745.1172,8303.1523
269590851,2.3754,3759.7656,8931.0313
269590891,2.4810,3730.4688,9255.2803
269590930,2.4546,3754.8828,9216.7461
269590970,2.5338,3706.0547,9390.3408
269591009,2.6921,3720.7031,10016.6740
269591050,2.6921,3691.4063,9937.8018
269591090,2.6658,3701.1719,9866.4053
269591129,2.5338,3637.6953,9217.1328
269591169,2.5074,3735.3516,9365.9844
269591207,2.3754,3740.2344,8884.6357
269591247,2.3754,3764.6484,8942.6299
269591287,2.2698,3750.0000,8511.9297
269591326,2.1379,3793.9453,8111.0000
269591366,2.1907,3730.4688,8172.2153
269591405,2.1907,3774.4141,8268.4854
269591445,2.1907,3769.5313,8257.7881
269591485,2.1643,3789.0625,8200.5684
269591524,2.2435,3764.6484,8445.8174
269591564,2.5602,3720.7031,9525.6602
269591603,2.4810,3730.4688,9255.2803
269591643,2.5602,3706.0547,9488.1572
269591683,2.7185,3720.7031,10114.8760
269591723,2.8241,3681.6406,10397.3700
269591763,2.7977,3676.7578,10286.5370
269591803,2.7449,3701.1719,10159.4670
269591844,2.7185,3735.3516,10154.6980
269591885,2.6130,3720.7031,9722.0654
269591924,2.4282,3740.2344,9082.0732
269591964,2.2962,3764.6484,8644.5420
269592003,2.2171,3823.2422,8476.3604
269592043,2.2171,3754.8828,8324.8037
269592083,2.2962,3769.5313,8655.7539
269592122,2.3490,3759.7656,8831.7979
269592162,2.2698,3764.6484,8545.1797
269592201,2.3490,3764.6484,8843.2676
269592241,2.3490,3740.2344,8785.9180
269592281,2.4546,3735.3516,9168.8047
269592320,2.5074,3715.8203,9317.0117
269592359,2.6658,3710.9375,9892.4375
269592398,2.5866,3715.8203,9611.2334
269592438,2.6394,3686.5234,9730.0557
269592478,2.4546,3710.9375,9108.8779
269592517,2.5866,3725.5859,9636.4922
269592557,2.4018,3740.2344,8983.3545
269592596,2.3490,3715.8203,8728.5693
269592636,2.2435,3750.0000,8412.9541
269592675,2.2171,3779.2969,8378.9307
269592715,2.2698,3696.2891,8390.0137
269592755,2.4018,3750.0000,9006.8096
269592794,2.4546,3715.8203,9120.8633
269592834,2.2962,3769.5313,8655.7539
269592872,2.4546,3745.1172,9192.7754
269592912,2.5338,3725.5859,9439.8291
269592952,2.5074,3730.4688,9353.7412
269592991,2.4018,3730.4688,8959.8994
269593031,2.4810,3754.8828,9315.8516
269593070,2.4546,3725.5859,9144.8340
269593110,2.4282,3740.2344,9082.0732
269593150,2.5338,3710.9375,9402.7129
269593189,2.5602,3740.2344,9575.6631
269593229,2.5866,3583.9844,9270.2295
269593268,2.6394,3710.9375,9794.4932
269593308,2.7185,3706.0547,10075.0540
269593349,2.5338,3720.7031,9427.4570
269593388,2.4546,3735.3516,9168.8047
269593427,2.3754,3740.2344,8884.6357
269593466,2.4810,3730.4688,9255.2803
269593506,2.2435,3779.2969,8478.6807
269593546,2.1907,3754.8828,8225.6982
269593585,2.2435,3784.1797,8489.6348
269593625,2.4282,3745.1172,9093.9297
269593664,2.5866,3725.5859,9636.4922
269593704,2.4018,3750.0000,9006.8096
269593744,2.4546,3725.5859,9144.8340
269593783,2.6130,3710.9375,9696.5488
269593823,2.7713,3701.1719,10257.1540
269593863,2.5602,3710.9375,9500.6582
269593903,2.5074,3720.7031,9329.2549
269593943,2.5602,3745.1172,9588.1641
269593981,2.4810,3735.3516,9267.3945
269594021,2.4018,3740.2344,8983.3545
269594060,2.4282,3735.3516,9070.2168
269594100,2.2962,3784.1797,8689.3906
269594139,2.1379,3833.0078,8194.5107
269594179,2.2962,3784.1797,8689.3906
269594219,2.3490,3754.8828,8820.3281
269594258,2.4018,3745.1172,8995.0820
269594298,2.3226,3774.4141,8766.5869
269594337,2.3490,3740.2344,8785.9180
269594377,2.4018,3754.8828,9018.5371
269594417,2.6130,3691.4063,9645.5137
269594456,2.5338,3740.2344,9476.9443
269594496,2.5602,3701.1719,9475.6563
269594534,2.6658,3725.5859,9931.4873
269594574,2.6394,3696.2891,9755.8301
269594614,2.4810,3740.2344,9279.5088
269594653,2.4810,3715.8203,9218.9375
269594693,2.3754,3764.6484,8942.6299
269594732,2.3754,3740.2344,8884.6357
269594772,2.2698,3750.0000,8511.9297
269594812,2.2435,3759.7656,8434.8633
269594851,2.2435,3764.6484,8445.8174
269594891,2.4018,3754.8828,9018.5371
269594930,2.3754,3710.9375,8815.0439
269594970,2.5074,3740.2344,9378.2275
269595010,2.4546,3740.2344,9180.7900
269595048,2.6130,3715.8203,9709.3066
269595088,2.6921,3706.0547,9977.2383
269595127,2.6394,3730.4688,9846.0430
269595167,2.6394,3686.5234,9730.0557
269595207,2.5338,3706.0547,9390.3408
269595246,2.4810,3706.0547,9194.7090
269595286,2.5602,3740.2344,9575.6631
269595325,2.5866,3710.9375,9598.6035
269595365,2.4018,3735.3516,8971.6270
269595404,2.2435,3735.3516,8380.0908
269595444,2.2962,3750.0000,8610.9053
269595484,2.4282,3754.8828,9117.6426
269595523,2.3226,3750.0000,8709.8818
269595563,2.2171,3769.5313,8357.2803
269595601,2.2435,3754.8828,8423.9082
269595641,2.4810,3745.1172,9291.6230
269595681,2.4018,3740.2344,8983.3545
269595720,2.2698,3750.0000,8511.9297
269595760,2.2435,3759.7656,8434.8633
269595799,2.4018,3730.4688,8959.8994
269595839,2.5338,3745.1172,9489.3164
269595879,2.4546,3691.4063,9060.9365
269595918,2.4546,3715.8203,9120.8633
269595958,2.5338,3720.7031,9427.4570
269595997,2.5602,3710.9375,9500.6582
269596037,2.5866,3706.0547,9585.9736
269596077,2.5602,3720.7031,9525.6602
269596115,2.4810,3730.4688,9255.2803
269596155,2.4810,3730.4688,9255.2803
269596194,2.5602,3750.0000,9600.6650
269596234,2.5338,3730.4688,9452.2012
269596274,2.5602,3735.3516,9563.1621
269596313,2.3226,3750.0000,8709.8818
269596353,2.2171,3759.7656,8335.6289
269596392,2.2962,3735.3516,8577.2695
269596432,2.2435,3769.5313,8456.7715
269596472,2.2435,3779.2969,8478.6807
269596511,2.4018,3750.0000,9006.8096
269596551,2.5074,3715.8203,9317.0117
269596590,2.6658,3715.8203,9905.4541
269596630,2.4810,3740.2344,9279.5088
269596668,2.4546,3730.4688,9156.8193
269596708,2.4810,3730.4688,9255.2803
269596748,2.5074,3715.8203,9317.0117
269596787,2.2698,3769.5313,8556.2627
269596827,2.4018,3735.3516,8971.6270
269596866,2.3226,3769.5313,8755.2461
269596906,2.3226,3759.7656,8732.5635
269596946,2.3226,3813.4766,8857.3145
269596985,2.4018,3754.8828,9018.5371
269597025,2.3754,3725.5859,8849.8398
269597064,2.5074,3740.2344,9378.2275
269597104,2.4546,3710.9375,9108.8779
269597144,2.5074,3764.6484,9439.4424
269597182,2.5338,3701.1719,9377.9688
269597222,2.5866,3720.7031,9623.8623
269597261,2.6921,3745.1172,10082.3990
269597302,2.7185,3701.1719,10061.7790
269597343,2.6394,3710.9375,9794.4932
269597382,2.6658,3710.9375,9892.4375
269597422,2.5074,3735.3516,9365.9844
269597461,2.6130,3745.1172,9785.8584
269597501,2.3490,3740.2344,8785.9180
269597541,2.2435,3764.6484,8445.8174
269597580,2.2698,3750.0000,8511.9297
269597620,2.4018,3759.7656,9030.2646
269597659,2.3226,3735.3516,8675.8594
269597699,2.1907,3730.4688,8172.2153
269597739,2.5338,3750.0000,9501.6885
269597777,2.4018,3730.4688,8959.8994
269597817,2.3490,3754.8828,8820.3281
269597856,2.4546,3725.5859,9144.8340
269597896,2.4546,3759.7656,9228.7314
269597936,2.4546,3745.1172,9192.7754
269597975,2.5338,3750.0000,9501.6885
269598015,2.5602,3701.1719,9475.6563
269598054,2.6130,3740.2344,9773.1006
269598094,2.5602,3696.2891,9463.1553
269598133,2.7449,3715.8203,10199.6760
269598174,2.5338,3798.8281,9625.4082
269598214,2.4810,3754.8828,9315.8516
269598253,2.4018,3720.7031,8936.4443
269598292,2.3226,3750.0000,8709.8818
269598331,2.3226,3735.3516,8675.8594
269598371,2.2435,3784.1797,8489.6348
269598411,2.1643,3774.4141,8168.8652
269598450,2.1643,3769.5313,8158.2974
269598490,2.3490,3750.0000,8808.8584
269598529,2.3754,3745.1172,8896.2344
269598569,2.4546,3735.3516,9168.8047
269598609,2.5074,3715.8203,9317.0117
269598648,2.5866,3730.4688,9649.1221
269598688,2.6394,3686.5234,9730.0557
269598727,2.4810,3730.4688,9255.2803
269598767,2.4546,3720.7031,9132.8486
269598807,2.4546,3750.0000,9204.7607
269598845,2.6130,3715.8203,9709.3066
269598885,2.4282,3754.8828,9117.6426
269598924,2.4546,3710.9375,9108.8779
269598964,2.4810,3730.4688,9255.2803
269599004,2.6130,3715.8203,9709.3066
269599043,2.4018,3745.1172,8995.0820
269599083,2.4282,3750.0000,9105.7861
269599122,2.2962,3720.7031,8543.6328
269599162,2.3490,3750.0000,8808.8584
269599202,2.2698,3740.2344,8489.7627
269599241,2.3226,3769.5313,8755.2461
269599281,2.3226,3740.2344,8687.2002
269599320,2.3754,3740.2344,8884.6357
269599360,2.5074,3730.4688,9353.7412
269599398,2.4018,3715.8203,8924.7158
269599438,2.3490,3769.5313,8854.7373
269599478,2.5338,3710.9375,9402.7129
269599517,2.5602,3701.1719,9475.6563
269599557,2.6921,3701.1719,9964.0928
269599596,2.6394,3691.4063,9742.9424
269599636,2.7185,3725.5859,10128.1490
269599677,2.6130,3706.0547,9683.7900
269599716,2.5338,3740.2344,9476.9443
269599756,2.4018,3725.5859,8948.1719
269599795,2.3490,3740.2344,8785.9180
269599835,2.3754,3735.3516,8873.0371
269599875,2.3226,3774.4141,8766.5869
269599913,2.2962,3759.7656,8633.3301
269599953,2.3490,3735.3516,8774.4482
269599992,2.4282,3735.3516,9070.2168
269600032,2.4018,3720.7031,8936.4443
269600072,2.4546,3740.2344,9180.7900
269600111,2.4282,3686.5234,8951.6514
269600151,2.3226,3759.7656,8732.5635
269600190,2.4546,3759.7656,9228.7314
269600230,2.6921,3720.7031,10016.6740
269600271,2.6921,3671.8750,9885.2217
269600310,2.5866,3735.3516,9661.7520
269600350,2.5338,3701.1719,9377.9688
269600389,2.5338,3696.2891,9365.5967
269600429,2.4810,3710.9375,9206.8232
269600468,2.4810,3740.2344,9279.5088
269600507,2.2171,3740.2344,8292.3271
269600547,2.3226,3779.2969,8777.9277
269600586,2.2435,3769.5313,8456.7715
269600626,2.2962,3759.7656,8633.3301
269600666,2.3226,3764.6484,8743.9053
269600705,2.1643,3759.7656,8137.1621
269600745,2.3226,3764.6484,8743.9053
269600784,2.5602,3720.7031,9525.6602
269600824,2.5074,3740.2344,9378.2275
269600863,2.5074,3740.2344,9378.2275
269600903,2.6658,3710.9375,9892.4375
269600943,2.6921,3696.2891,9950.9473
269600982,2.7185,3691.4063,10035.2310
269601022,2.7185,3706.0547,10075.0540
269601062,2.6921,3715.8203,10003.5280
269601103,2.7185,3696.2891,10048.5050
269601144,2.6130,3720.7031,9722.0654
269601183,2.4546,3730.4688,9156.8193
269601223,2.3754,3750.0000,8907.8330
269601262,2.3490,3754.8828,8820.3281
269601302,2.3226,3750.0000,8709.8818
269601342,2.2962,3769.5313,8655.7539
269601381,2.2171,3740.2344,8292.3271
269601421,2.2171,3784.1797,8389.7568
269601460,2.3490,3745.1172,8797.3887
269601500,2.3754,3725.5859,8849.8398
269601540,2.4018,3745.1172,8995.0820
269601579,2.3226,3725.5859,8653.1768
269601618,2.4810,3750.0000,9303.7373
269601657,2.5866,3701.1719,9573.3438
269601697,2.6658,3720.7031,9918.4707
269601737,2.6130,3701.1719,9671.0313
269601776,2.5338,3710.9375,9402.7129
269601816,2.6658,3715.8203,9905.4541
269601855,2.4810,3740.2344,9279.5088
269601895,2.5074,3710.9375,9304.7686
269601935,2.4018,3745.1172,8995.0820
269601974,2.5074,3715.8203,9317.0117
269602014,2.4282,3750.0000,9105.7861
269602053,2.3226,3745.1172,8698.5410
269602093,2.4810,3759.7656,9327.9658
269602132,2.3754,3715.8203,8826.6426
269602171,2.4546,3759.7656,9228.7314
269602211,2.3490,3759.7656,8831.7979
269602250,2.3226,3750.0000,8709.8818
269602290,2.2962,3764.6484,8644.5420
269602330,2.3490,3701.1719,8694.1592
269602369,2.4810,3759.7656,9327.9658
269602409,2.4282,3696.2891,8975.3643
269602448,2.5074,3745.1172,9390.4707
269602488,2.6658,3671.8750,9788.3066
269602527,2.6130,3867.1875,10104.8240
269602568,2.5338,3710.9375,9402.7129
269602608,2.5602,3720.7031,9525.6602
269602647,2.4810,3720.7031,9231.0518
269602686,2.6921,3715.8203,10003.5280
269602726,2.5074,3720.7031,9329.2549
269602766,2.3226,3735.3516,8675.8594
269602806,2.2962,3759.7656,8633.3301
269602845,2.3754,3754.8828,8919.4326
269602885,2.4546,3725.5859,9144.8340
269602924,2.4810,3745.1172,9291.6230
269602964,2.4018,3666.9922,8807.4404
269603004,2.4018,3750.0000,9006.8096
269603043,2.4546,3735.3516,9168.8047
269603083,2.3226,3769.5313,8755.2461
269603122,2.2962,3740.2344,8588.4814
269603162,2.4282,3740.2344,9082.0732
269603202,2.6130,3730.4688,9747.5830
269603240,2.4546,3696.2891,9072.9219
269603280,2.5602,3701.1719,9475.6563
269603319,2.5602,3735.3516,9563.1621
269603359,2.6658,3696.2891,9853.3887
269603399,2.5602,3730.4688,9550.6611
269603438,2.4810,3701.1719,9182.5947
269603478,2.3754,3774.4141,8965.8271
269603517,2.3490,3750.0000,8808.8584
269603557,2.4282,3720.7031,9034.6465
269603597,2.5074,3750.0000,9402.7139
269603636,2.3490,3740.2344,8785.9180
269603676,2.2962,3774.4141,8666.9658
269603715,2.3490,3740.2344,8785.9180
269603755,2.4282,3735.3516,9070.2168
269603794,2.3490,3706.0547,8705.6289
269603833,2.3226,3759.7656,8732.5635
269603873,2.3754,3740.2344,8884.6357
269603912,2.5074,3730.4688,9353.7412
269603952,2.4810,3730.4688,9255.2803
269603992,2.4282,3745.1172,9093.9297
269604031,2.4810,3735.3516,9267.3945
269604071,2.5338,3715.8203,9415.0850
269604110,2.5338,3745.1172,9489.3164
269604150,2.5074,3706.0547,9292.5254
269604189,2.5602,3735.3516,9563.1621
269604229,2.4810,3710.9375,9206.8232
269604269,2.4018,3745.1172,8995.0820
269604307,2.4546,3730.4688,9156.8193
269604347,2.2698,3779.2969,8578.4287
269604386,2.2171,3754.8828,8324.8037
269604426,2.3226,3754.8828,8721.2227
269604466,2.4018,3740.2344,8983.3545
269604505,2.3490,3745.1172,8797.3887
269604545,2.3226,3745.1172,8698.5410
269604584,2.5866,3710.9375,9598.6035
269604624,2.5338,3725.5859,9439.8291
269604664,2.6130,3691.4063,9645.5137
269604703,2.6130,3715.8203,9709.3066
269604743,2.4810,3720.7031,9231.0518
269604782,2.5074,3735.3516,9365.9844
269604822,2.5074,3735.3516,9365.9844
269604861,2.3490,3740.2344,8785.9180
269604900,2.3226,3750.0000,8709.8818
269604940,2.3226,3774.4141,8766.5869
269604979,2.4018,3740.2344,8983.3545
269605019,2.3226,3837.8906,8914.0195
269605059,2.1907,3754.8828,8225.6982
269605098,2.2698,3764.6484,8545.1797
269605138,2.4018,3754.8828,9018.5371
269605177,2.4282,3706.0547,8999.0771
269605217,2.5074,3725.5859,9341.4980
269605256,2.6394,3750.0000,9897.5928
269605296,2.6394,3710.9375,9794.4932
269605336,2.6394,3701.1719,9768.7178
269605374,2.6394,3691.4063,9742.9424
269605414,2.4546,3750.0000,9204.7607
269605453,2.3226,3745.1172,8698.5410
269605493,2.2962,3750.0000,8610.9053
269605533,2.2171,3774.4141,8368.1055
269605572,2.1907,3750.0000,8215.0020
269605612,2.1907,3769.5313,8257.7881
269605651,2.4282,3745.1172,9093.9297
269605691,2.4282,3759.7656,9129.4990
269605731,2.5074,3696.2891,9268.0391
269605770,2.5074,3715.8203,9317.0117
269605810,2.4810,3715.8203,9218.9375
269605849,2.5074,3730.4688,9353.7412
269605889,2.5866,3715.8203,9611.2334
269605928,2.6658,3720.7031,9918.4707
269605967,2.4546,3730.4688,9156.8193
269606007,2.4018,3735.3516,8971.6270
269606046,2.4282,3735.3516,9070.2168
269606086,2.5338,3706.0547,9390.3408
269606126,2.4018,3750.0000,9006.8096
269606165,2.2698,3745.1172,8500.8467
269606205,2.1907,3793.9453,8311.2715
269606244,2.1907,3754.8828,8225.6982
269606284,2.2435,3759.7656,8434.8633
269606324,2.1907,3779.2969,8279.1816
269606363,2.1379,3774.4141,8069.2446
269606403,2.2698,3754.8828,8523.0127
269606441,2.4546,3710.9375,9108.8779
269606481,2.5866,3715.8203,9611.2334
269606520,2.4810,3750.0000,9303.7373
269606560,2.5866,3730.4688,9649.1221
269606600,2.7449,3676.7578,10092.4520
269606640,2.8505,3657.2266,10424.9490
269606681,2.7713,3686.5234,10216.5590
269606722,2.7449,3676.7578,10092.4520
269606762,2.6130,3691.4063,9645.5137
269606802,2.6130,3706.0547,9683.7900
269606841,2.5074,3750.0000,9402.7139
269606881,2.3226,3745.1172,8698.5410
269606920,2.2698,3764.6484,8545.1797
269606960,2.2171,3774.4141,8368.1055
269607000,2.0587,3769.5313,7760.3315
269607038,2.1115,3798.8281,8021.1738
269607078,2.2435,3754.8828,8423.9082
269607117,2.3754,3759.7656,8931.0313
269607157,2.4282,3735.3516,9070.2168
269607197,2.5602,3725.5859,9538.1602
269607236,2.4018,3730.4688,8959.8994
269607276,2.4282,3710.9375,9010.9336
269607315,2.6130,3735.3516,9760.3418
269607355,2.4546,3720.7031,9132.8486
269607395,2.4018,3754.8828,9018.5371
269607434,2.4546,3715.8203,9120.8633
269607474,2.6130,3725.5859,9734.8242
269607513,2.7185,3691.4063,10035.2310
269607554,2.5074,3735.3516,9365.9844
269607593,2.4546,3823.2422,9384.5420
269607632,2.4810,3735.3516,9267.3945
269607672,2.5074,3701.1719,9280.2822
269607711,2.3754,3745.1172,8896.2344
269607751,2.2171,3745.1172,8303.1523
269607791,2.2698,3774.4141,8567.3457
269607830,2.4018,3715.8203,8924.7158
269607870,2.4546,3735.3516,9168.8047
269607909,2.4282,3735.3516,9070.2168
269607949,2.4282,3735.3516,9070.2168
269607989,2.5866,3720.7031,9623.8623
269608028,2.6921,3706.0547,9977.2383
269608068,2.4282,3725.5859,9046.5029
269608107,2.4282,3725.5859,9046.5029
269608146,2.4282,3725.5859,9046.5029
269608186,2.3754,3740.2344,8884.6357
269608225,2.5338,3735.3516,9464.5732
269608265,2.4282,3706.0547,8999.0771
269608304,2.5338,3735.3516,9464.5732
269608344,2.5338,3706.0547,9390.3408
269608383,2.5866,3706.0547,9585.9736
269608423,2.5074,3715.8203,9317.0117
269608463,2.4018,3754.8828,9018.5371
269608502,2.4282,3730.4688,9058.3594
269608542,2.4282,3750.0000,9105.7861
269608581,2.3490,3725.5859,8751.5088
269608621,2.2435,3764.6484,8445.8174
269608660,2.2435,3779.2969,8478.6807
269608699,2.3754,3740.2344,8884.6357
269608739,2.5074,3740.2344,9378.2275
269608778,2.5338,3710.9375,9402.7129
269608818,2.4546,3750.0000,9204.7607
269608858,2.5074,3710.9375,9304.7686
269608897,2.6394,3696.2891,9755.8301
269608937,2.7449,3681.6406,10105.8540
269608977,2.7185,3691.4063,10035.2310
269609018,2.5866,3710.9375,9598.6035
269609058,2.5074,3720.7031,9329.2549
269609097,2.5602,3740.2344,9575.6631
269609137,2.4546,3696.2891,9072.9219
269609176,2.3226,3725.5859,8653.1768
269609216,2.2698,3750.0000,8511.9297
269609255,2.3490,3745.1172,8797.3887
269609294,2.4282,3750.0000,9105.7861
269609334,2.4546,3725.5859,9144.8340
269609373,2.3490,3745.1172,8797.3887
269609413,2.4546,3710.9375,9108.8779
269609453,2.5602,3750.0000,9600.6650
269609492,2.3226,3730.4688,8664.5176
269609532,2.2962,3754.8828,8622.1182
269609571,2.3226,3764.6484,8743.9053
269609611,2.2698,3764.6484,8545.1797
269609651,2.3226,3754.8828,8721.2227
269609690,2.4810,3720.7031,9231.0518
269609730,2.4018,3750.0000,9006.8096
269609768,2.4282,3720.7031,9034.6465
269609808,2.5602,3740.2344,9575.6631
269609847,2.6394,3676.7578,9704.2803
269609887,2.6658,3701.1719,9866.4053
269609927,2.6394,3706.0547,9781.6055
269609966,2.5602,3706.0547,9488.1572
269610006,2.5338,3725.5859,9439.8291
269610045,2.4810,3730.4688,9255.2803
269610085,2.3226,3745.1172,8698.5410
269610125,2.2962,3730.4688,8566.0576
269610164,2.3226,3740.2344,8687.2002
269610204,2.2435,3754.8828,8423.9082
269610243,2.2962,3735.3516,8577.2695
269610283,2.2435,3774.4141,8467.7256
269610322,2.4282,3676.7578,8927.9385
269610361,2.4018,3754.8828,9018.5371
269610401,2.4018,3720.7031,8936.4443
269610440,2.4018,3730.4688,8959.8994
269610480,2.4810,3730.4688,9255.2803
269610520,2.5338,3691.4063,9353.2246
269610559,2.6130,3720.7031,9722.0654
269610599,2.6394,3706.0547,9781.6055
269610638,2.4546,3735.3516,9168.8047
269610678,2.5602,3725.5859,9538.1602
269610718,2.5074,3750.0000,9402.7139
