,4121.0938,1631.5563
343631655,2.3490,3842.7734,9026.7852
343631695,2.3226,3818.3594,8868.6563
343631734,2.3754,3813.4766,9058.6172
343631774,2.3490,3808.5938,8946.4961
343631813,2.3754,3813.4766,9058.6172
343631853,2.4018,3803.7109,9135.8135
343631893,2.4546,3793.9453,9312.6289
343631932,2.4018,3818.3594,9170.9961
343631972,2.3490,3793.9453,8912.0869
343632011,2.3226,3818.3594,8868.6563
343632051,2.2435,3798.8281,8522.4980
343632090,2.2171,3793.9453,8411.4072
343632130,2.2435,3808.5938,8544.4063
343632169,2.1907,3842.7734,8418.2373
343632208,2.4018,3784.1797,9088.9033
343632248,2.3754,3803.7109,9035.4199
343632287,2.2698,3798.8281,8622.7617
343632327,2.4282,3808.5938,9248.0635
343632367,2.4546,3793.9453,9312.6289
343632406,2.2962,3789.0625,8700.6025
343632446,2.3754,3847.6563,9139.8086
343632485,2.5074,3652.3438,9157.8516
343632525,2.4282,3818.3594,9271.7764
343632565,2.4282,3789.0625,9200.6377
343632604,2.2962,3823.2422,8779.0879
343632644,2.2171,3803.7109,8433.0586
343632683,2.2962,3808.5938,8745.4512
343632722,2.3754,3789.0625,9000.6230
343632762,2.3490,3808.5938,8946.4961
343632801,2.3226,3789.0625,8800.6094
343632841,2.3226,3808.5938,8845.9736
343632880,2.2698,3803.7109,8633.8447
343632920,2.3490,3793.9453,8912.0869
343632960,2.3226,3808.5938,8845.9736
343632999,2.3754,3774.4141,8965.8271
343633039,2.3226,3828.1250,8891.3379
343633078,2.3490,3798.8281,8923.5566
343633118,2.1115,3852.5391,8134.5840
343633158,2.2171,3803.7109,8433.0586
343633197,2.2698,3833.0078,8700.3447
343633236,2.4282,3779.2969,9176.9248
343633275,2.3226,3789.0625,8800.6094
343633315,2.3226,3793.9453,8811.9512
343633354,2.2962,3823.2422,8779.0879
343633394,2.4018,3793.9453,9112.3584
343633434,2.3226,3803.7109,8834.6328
343633473,2.3754,3823.2422,9081.8145
343633513,2.4810,3754.8828,9315.8516
343633552,2.3226,3823.2422,8879.9971
343633592,2.3226,3793.9453,8811.9512
343633632,2.2435,3828.1250,8588.2236
343633671,2.3226,3784.1797,8789.2686
343633711,2.3754,3808.5938,9047.0186
343633750,2.3490,3784.1797,8889.1475
343633789,2.3226,3808.5938,8845.9736
343633829,2.4282,3798.8281,9224.3506
343633868,2.4282,3803.7109,9236.2070
343633908,2.3490,3803.7109,8935.0264
343633947,2.4546,3789.0625,9300.6436
343633987,2.3226,3793.9453,8811.9512
343634027,2.3754,3798.8281,9023.8213
343634066,2.1907,3837.8906,8407.5410
343634106,2.2171,3793.9453,8411.4072
343634145,2.2962,3813.4766,8756.6631
343634185,2.2962,3789.0625,8700.6025
343634225,2.3226,3818.3594,8868.6563
343634264,2.2962,3852.5391,8846.3604
343634304,2.2698,3808.5938,8644.9287
343634342,2.3754,3798.8281,9023.8213
343634382,2.4546,3793.9453,9312.6289
343634422,2.5338,3784.1797,9588.2930
343634461,2.4282,3793.9453,9212.4941
343634501,2.3226,3813.4766,8857.3145
343634540,2.4018,3750.0000,9006.8096
343634580,2.2435,3818.3594,8566.3154
343634619,2.2962,3813.4766,8756.6631
343634659,2.3490,3798.8281,8923.5566
343634699,2.3754,3774.4141,8965.8271
343634738,2.2962,3808.5938,8745.4512
343634778,2.4018,3793.9453,9112.3584
343634817,2.4018,3789.0625,9100.6309
343634856,2.3226,3818.3594,8868.6563
343634896,2.3754,3798.8281,9023.8213
343634935,2.3226,3798.8281,8823.2920
343634975,2.3754,3784.1797,8989.0244
343635014,2.4546,3833.0078,9408.5127
343635054,2.2698,3784.1797,8589.5117
343635094,2.2435,3828.1250,8588.2236
343635133,2.4018,3784.1797,9088.9033
343635173,2.5074,3793.9453,9512.9014
343635212,2.4546,3769.5313,9252.7021
343635252,2.3226,3798.8281,8823.2920
343635292,2.3226,3774.4141,8766.5869
343635331,2.3754,3798.8281,9023.8213
343635371,2.4282,3784.1797,9188.7813
343635409,2.5074,3769.5313,9451.6855
343635449,2.4546,3803.7109,9336.6006
343635489,2.4810,3789.0625,9400.6514
343635528,2.2962,3813.4766,8756.6631
343635568,2.1907,3793.9453,8311.2715
343635607,2.1907,3833.0078,8396.8447
343635647,2.3490,3779.2969,8877.6777
343635687,2.2698,3818.3594,8667.0947
343635726,2.4546,3793.9453,9312.6289
343635766,2.3490,3896.4844,9152.9541
343635805,2.3226,3789.0625,8800.6094
343635845,2.4018,3784.1797,9088.9033
343635884,2.4018,3779.2969,9077.1748
343635923,2.3226,3813.4766,8857.3145
343635963,2.3754,3798.8281,9023.8213
343636002,2.4018,3789.0625,9100.6309
343636042,2.3226,3818.3594,8868.6563
343636081,2.3490,3789.0625,8900.6172
343636121,2.4810,3808.5938,9449.1084
343636161,2.2435,3813.4766,8555.3613
343636200,2.2962,3833.0078,8801.5117
343636240,2.2698,3793.9453,8611.6787
343636279,2.3226,3818.3594,8868.6563
343636319,2.3226,3769.5313,8755.2461
343636359,2.4018,3793.9453,9112.3584
343636398,2.4282,3774.4141,9165.0684
343636438,2.4810,3808.5938,9449.1084
343636476,2.4282,3779.2969,9176.9248
343636516,2.3490,3789.0625,8900.6172
343636556,2.4282,3793.9453,9212.4941
343636595,2.4018,3789.0625,9100.6309
343636635,2.3490,3803.7109,8935.0264
343636674,2.4282,3789.0625,9200.6377
343636714,2.3754,3818.3594,9070.2158
343636754,2.4018,3789.0625,9100.6309
343636793,2.3490,3710.9375,8717.0996
343636833,2.5074,3740.2344,9378.2275
343636872,2.4810,3823.2422,9485.4512
343636912,2.4018,3789.0625,9100.6309
343636952,2.2698,3833.0078,8700.3447
343636990,2.2171,3798.8281,8422.2334
343637030,2.2171,3813.4766,8454.7090
343637069,2.4018,3798.8281,9124.0859
343637109,2.3754,3813.4766,9058.6172
343637148,2.3226,3779.2969,8777.9277
343637188,2.4546,3779.2969,9276.6729
343637228,2.2698,3813.4766,8656.0117
343637267,2.4282,3803.7109,9236.2070
343637307,2.4546,3808.5938,9348.5859
343637346,2.6130,3759.7656,9824.1348
343637386,2.4546,3803.7109,9336.6006
343637426,2.3754,3784.1797,8989.0244
343637465,2.3226,3813.4766,8857.3145
343637505,2.3754,3793.9453,9012.2217
343637543,2.2962,3818.3594,8767.8750
343637583,2.4282,3793.9453,9212.4941
343637623,2.4018,3779.2969,9077.1748
343637662,2.3226,3813.4766,8857.3145
343637702,2.2962,3808.5938,8745.4512
343637741,2.4546,3833.0078,9408.5127
343637781,2.4546,3774.4141,9264.6875
343637821,2.3754,3867.1875,9186.2031
343637860,2.4546,3691.4063,9060.9365
343637900,2.2435,3833.0078,8599.1787
343637939,2.2698,3784.1797,8589.5117
343637979,2.3226,3808.5938,8845.9736
343638019,2.3754,3793.9453,9012.2217
343638057,2.3754,3808.5938,9047.0186
343638097,2.3754,3789.0625,9000.6230
343638136,2.3490,3808.5938,8946.4961
343638176,2.3226,3808.5938,8845.9736
343638216,2.3226,3784.1797,8789.2686
343638255,2.3226,3808.5938,8845.9736
343638295,2.4546,3798.8281,9324.6152
343638334,2.3226,3813.4766,8857.3145
343638374,2.2698,3784.1797,8589.5117
343638413,2.2698,3789.0625,8600.5957
343638453,2.3754,3793.9453,9012.2217
343638493,2.3754,3813.4766,9058.6172
343638532,2.4282,3779.2969,9176.9248
343638572,2.4018,3798.8281,9124.0859
343638610,2.3226,3793.9453,8811.9512
343638650,2.2962,3808.5938,8745.4512
343638690,2.4546,3774.4141,9264.6875
343638729,2.4018,3789.0625,9100.6309
343638769,2.3754,3808.5938,9047.0186
343638808,2.3490,3774.4141,8866.2070
343638848,2.3754,3813.4766,9058.6172
343638888,2.3226,3730.4688,8664.5176
343638927,2.3490,3803.7109,8935.0264
343638967,2.3754,3784.1797,8989.0244
343639006,2.3226,3818.3594,8868.6563
343639046,2.2435,3789.0625,8500.5889
343639086,2.2698,3813.4766,8656.0117
343639124,2.2435,3813.4766,8555.3613
343639164,2.4018,3808.5938,9147.5410
343639203,2.5074,3784.1797,9488.4150
343639243,2.3226,3789.0625,8800.6094
343639283,2.3754,3813.4766,9058.6172
343639322,2.2698,3803.7109,8633.8447
343639362,2.3226,3710.9375,8619.1543
343639401,2.2698,3803.7109,8633.8447
343639441,2.4018,3798.8281,9124.0859
343639481,2.3490,3779.2969,8877.6777
343639520,2.4282,3798.8281,9224.3506
343639560,2.4282,3774.4141,9165.0684
343639599,2.3754,3808.5938,9047.0186
343639639,2.2962,3784.1797,8689.3906
343639677,2.4282,3808.5938,9248.0635
343639717,2.4810,3789.0625,9400.6514
343639757,2.6394,3764.6484,9936.2549
343639796,2.4018,3808.5938,9147.5410
343639836,2.3490,3789.0625,8900.6172
343639875,2.2962,3823.2422,8779.0879
343639915,2.2962,3852.5391,8846.3604
343639955,2.4282,3813.4766,9259.9199
343639994,2.3490,3779.2969,8877.6777
343640034,2.3754,3803.7109,9035.4199
343640073,2.4018,3769.5313,9053.7197
343640113,2.5602,3784.1797,9688.1709
343640153,2.4546,3784.1797,9288.6582
343640192,2.3490,3779.2969,8877.6777
343640231,2.3490,3803.7109,8935.0264
343640270,2.3754,3793.9453,9012.2217
343640310,2.1907,3828.1250,8386.1475
343640350,2.2171,3793.9453,8411.4072
343640389,2.2698,3818.3594,8667.0947
343640429,2.3754,3779.2969,8977.4258
343640468,2.4282,3793.9453,9212.4941
343640508,2.5602,3759.7656,9625.6670
343640548,2.5074,3784.1797,9488.4150
343640587,2.4810,3784.1797,9388.5371
343640627,2.3754,3789.0625,9000.6230
343640666,2.2962,3833.0078,8801.5117
343640706,2.2171,3784.1797,8389.7568
343640745,2.3226,3808.5938,8845.9736
343640784,2.3226,3779.2969,8777.9277
343640824,2.3226,3813.4766,8857.3145
343640863,2.2962,3789.0625,8700.6025
343640903,2.3490,3813.4766,8957.9668
343640942,2.4018,3779.2969,9077.1748
343640982,2.5074,3784.1797,9488.4150
343641022,2.3226,3793.9453,8811.9512
343641061,2.3226,3779.2969,8777.9277
343641101,2.3226,3813.4766,8857.3145
343641140,2.2698,3823.2422,8678.1777
343641180,2.3754,3881.8359,9220.9990
343641220,2.3490,3769.5313,8854.7373
343641259,2.5338,3793.9453,9613.0371
343641298,2.4018,3784.1797,9088.9033
343641337,2.4018,3813.4766,9159.2686
343641377,2.3226,3793.9453,8811.9512
343641417,2.2698,3808.5938,8644.9287
343641456,2.3754,3769.5313,8954.2285
343641496,2.3754,3798.8281,9023.8213
343641535,2.3226,3789.0625,8800.6094
343641575,2.3490,3798.8281,8923.5566
343641615,2.2962,3823.2422,8779.0879
343641654,2.3754,3784.1797,8989.0244
343641694,2.3754,3789.0625,9000.6230
343641733,2.4018,3764.6484,9041.9922
343641773,2.4018,3803.7109,9135.8135
343641812,2.3226,3779.2969,8777.9277
343641851,2.2962,3818.3594,8767.8750
343641891,2.2698,3793.9453,8611.6787
343641930,2.3226,3789.0625,8800.6094
343641970,2.5074,3789.0625,9500.6582
343642010,2.3754,3793.9453,9012.2217
343642049,2.4282,3803.7109,9236.2070
343642089,2.3226,3793.9453,8811.9512
343642128,2.3490,3803.7109,8935.0264
343642168,2.4282,3920.8984,9520.7627
343642207,2.5074,3735.3516,9365.9844
343642247,2.4282,3769.5313,9153.2119
343642287,2.2698,3803.7109,8633.8447
343642326,2.1907,3803.7109,8332.6650
343642365,2.2435,3818.3594,8566.3154
343642404,2.3226,3789.0625,8800.6094
343642444,2.4282,3784.1797,9188.7813
343642484,2.3226,3813.4766,8857.3145
343642523,2.1907,3798.8281,8321.9678
343642563,2.2698,3813.4766,8656.0117
343642602,2.2698,3793.9453,8611.6787
343642642,2.4810,3803.7109,9436.9941
343642682,2.5074,3750.0000,9402.7139
343642721,2.5338,3789.0625,9600.6650
343642761,2.4546,3764.6484,9240.7168
343642800,2.4810,3793.9453,9412.7656
343642840,2.3490,3798.8281,8923.5566
343642880,2.3226,3808.5938,8845.9736
343642918,2.3754,3818.3594,9070.2158
343642958,2.2962,3784.1797,8689.3906
343642997,2.3490,3798.8281,8923.5566
343643037,2.3226,3779.2969,8777.9277
343643077,2.2698,3808.5938,8644.9287
343643116,2.3490,3779.2969,8877.6777
343643156,2.4018,3803.7109,9135.8135
343643195,2.5074,3764.6484,9439.4424
343643235,2.4018,3852.5391,9253.0898
343643275,2.3490,3779.2969,8877.6777
343643314,2.2962,3813.4766,8756.6631
343643354,2.4018,3808.5938,9147.5410
343643393,2.4282,3793.9453,9212.4941
343643432,2.3754,3798.8281,9023.8213
343643472,2.4018,3798.8281,9124.0859
343643511,2.3754,3798.8281,9023.8213
343643551,2.4018,3784.1797,9088.9033
343643590,2.4546,3808.5938,9348.5859
343643630,2.3754,3769.5313,8954.2285
343643669,2.3754,3808.5938,9047.0186
343643709,2.4810,3750.0000,9303.7373
343643749,2.2962,3813.4766,8756.6631
343643788,2.1907,3823.2422,8375.4512
343643828,2.1643,3823.2422,8274.5430
343643867,2.1907,3808.5938,8343.3613
343643907,2.3490,3784.1797,8889.1475
343643947,2.2962,3769.5313,8655.7539
343643985,2.3226,3779.2969,8777.9277
343644025,2.3490,3808.5938,8946.4961
343644064,2.3226,3789.0625,8800.6094
343644104,2.3754,3808.5938,9047.0186
343644144,2.5602,3764.6484,9638.1680
343644183,2.5074,3793.9453,9512.9014
343644223,2.4018,3784.1797,9088.9033
343644262,2.2171,3754.8828,8324.8037
343644302,2.2698,3784.1797,8589.5117
343644342,2.2962,3793.9453,8711.8145
343644381,2.4282,3798.8281,9224.3506
343644421,2.4018,3779.2969,9077.1748
343644460,2.4282,3803.7109,9236.2070
343644499,2.2435,3793.9453,8511.5439
343644539,2.2698,3823.2422,8678.1777
343644578,2.3754,3784.1797,8989.0244
343644618,2.4810,3808.5938,9449.1084
343644657,2.3754,3774.4141,8965.8271
343644697,2.4282,3789.0625,9200.6377
343644736,2.4282,3784.1797,9188.7813
343644776,2.2962,3803.7109,8734.2393
343644816,2.3490,3798.8281,8923.5566
343644855,2.4282,3784.1797,9188.7813
343644895,2.5338,3784.1797,9588.2930
343644934,2.3754,3793.9453,9012.2217
343644974,2.3490,3798.8281,8923.5566
343645014,2.2962,3793.9453,8711.8145
343645052,2.2435,3808.5938,8544.4063
343645092,2.3754,3779.2969,8977.4258
343645131,2.3754,3798.8281,9023.8213
343645171,2.4018,3764.6484,9041.9922
343645211,2.2698,3813.4766,8656.0117
343645250,2.3226,3774.4141,8766.5869
343645290,2.3754,3808.5938,9047.0186
343645329,2.4546,3779.2969,9276.6729
343645369,2.3490,3803.7109,8935.0264
343645409,2.2171,3793.9453,8411.4072
343645448,2.2962,3813.4766,8756.6631
343645488,2.1643,3872.0703,8380.2197
343645527,2.2698,3793.9453,8611.6787
343645566,2.4546,3803.7109,9336.6006
343645606,2.5074,3764.6484,9439.4424
343645645,2.5074,3803.7109,9537.3877
343645685,2.3754,3779.2969,8977.4258
343645724,2.3226,3818.3594,8868.6563
343645764,2.2962,3750.0000,8610.9053
343645804,2.4546,3793.9453,9312.6289
343645843,2.4282,3774.4141,9165.0684
343645883,2.5338,3769.5313,9551.1768
343645922,2.4810,3784.1797,9388.5371
343645962,2.3226,3784.1797,8789.2686
343646002,2.2698,3769.5313,8556.2627
343646041,2.2698,3842.7734,8722.5107
343646081,2.3490,3808.5938,8946.4961
343646119,2.2962,3779.2969,8678.1787
343646159,2.4018,3818.3594,9170.9961
343646198,2.3490,3789.0625,8900.6172
343646238,2.4018,3818.3594,9170.9961
343646278,2.3754,3779.2969,8977.4258
343646317,2.4282,3784.1797,9188.7813
343646357,2.4810,3779.2969,9376.4229
343646396,2.4282,3774.4141,9165.0684
343646436,2.5866,3789.0625,9800.6787
343646476,2.4018,3779.2969,9077.1748
343646515,2.2962,3798.8281,8723.0273
343646555,2.4810,3686.5234,9146.2520
343646594,2.3754,3808.5938,9047.0186
343646633,2.2698,3769.5313,8556.2627
343646673,2.3490,3818.3594,8969.4365
343646712,2.4018,3779.2969,9077.1748
343646752,2.4810,3798.8281,9424.8799
343646791,2.5338,3745.1172,9489.3164
343646831,2.5866,3769.5313,9750.1602
343646871,2.3490,3784.1797,8889.1475
343646910,2.2962,3793.9453,8711.8145
343646950,2.2962,3818.3594,8767.8750
343646989,2.2698,3803.7109,8633.8447
343647029,2.2435,3833.0078,8599.1787
343647069,2.3490,3774.4141,8866.2070
343647108,2.4018,3793.9453,9112.3584
343647148,2.2962,3759.7656,8633.3301
343647186,2.2962,3813.4766,8756.6631
343647226,2.3754,3784.1797,8989.0244
343647265,2.4018,3793.9453,9112.3584
343647305,2.4810,3745.1172,9291.6230
343647345,2.4546,3764.6484,9240.7168
343647384,2.4018,3784.1797,9088.9033
343647424,2.3490,3779.2969,8877.6777
343647463,2.3490,3813.4766,8957.9668
343647503,2.4810,3774.4141,9364.3086
343647543,2.4018,3808.5938,9147.5410
343647582,2.3226,3901.3672,9061.4531
343647622,2.1907,3803.7109,8332.6650
343647661,2.2171,3793.9453,8411.4072
343647700,2.2435,3828.1250,8588.2236
343647740,2.3490,3789.0625,8900.6172
343647779,2.4018,3793.9453,9112.3584
343647819,2.5338,3769.5313,9551.1768
343647858,2.4546,3784.1797,9288.6582
343647898,2.3754,3798.8281,9023.8213
343647938,2.4546,3779.2969,9276.6729
343647977,2.4810,3793.9453,9412.7656
343648017,2.4546,3764.6484,9240.7168
343648056,2.4546,3808.5938,9348.5859
343648096,2.3226,3779.2969,8777.9277
343648136,2.3226,3842.7734,8925.3604
343648175,2.2962,3789.0625,8700.6025
343648215,2.3490,3803.7109,8935.0264
343648253,2.3226,3774.4141,8766.5869
343648293,2.3754,3793.9453,9012.2217
343648333,2.3754,3784.1797,8989.0244
343648372,2.2962,3789.0625,8700.6025
343648412,2.2962,3823.2422,8779.0879
343648451,2.2962,3793.9453,8711.8145
343648491,2.2962,3823.2422,8779.0879
343648530,2.2698,3818.3594,8667.0947
343648570,2.3490,3818.3594,8969.4365
343648610,2.2962,3862.3047,8868.7842
343648649,2.3490,3808.5938,8946.4961
343648689,2.3754,3774.4141,8965.8271
343648728,2.4018,3793.9453,9112.3584
343648768,2.4018,3769.5313,9053.7197
343648807,2.5338,3779.2969,9575.9209
343648846,2.4810,3779.2969,9376.4229
343648886,2.4546,3759.7656,9228.7314
343648925,2.3490,3793.9453,8912.0869
343648965,2.3226,3798.8281,8823.2920
343649005,2.3226,3798.8281,8823.2920
343649044,2.2962,3784.1797,8689.3906
343649084,2.3226,3823.2422,8879.9971
343649123,2.3490,3803.7109,8935.0264
343649163,2.3490,3813.4766,8957.9668
343649203,2.3226,3784.1797,8789.2686
343649242,2.3226,3803.7109,8834.6328
343649282,2.2962,3784.1797,8689.3906
343649320,2.3490,3813.4766,8957.9668
343649360,2.4810,3730.4688,9255.2803
343649400,2.5074,3793.9453,9512.9014
343649439,2.5074,3759.7656,9427.2002
343649479,2.4810,3774.4141,9364.3086
343649518,2.3754,3798.8281,9023.8213
343649558,2.2962,3803.7109,8734.2393
343649598,2.2962,3813.4766,8756.6631
343649637,2.1643,3925.7813,8496.4648
343649677,2.1115,3828.1250,8083.0342
343649716,2.4018,3808.5938,9147.5410
343649756,2.4018,3813.4766,9159.2686
343649795,2.4018,3803.7109,9135.8135
343649835,2.4810,3764.6484,9340.0801
343649874,2.7449,3745.1172,10280.0940
343649914,2.5338,3779.2969,9575.9209
343649954,2.4546,3764.6484,9240.7168
343649993,2.4546,3779.2969,9276.6729
343650033,2.3490,3784.1797,8889.1475
343650073,2.2435,3808.5938,8544.4063
343650112,2.2962,3813.4766,8756.6631
343650152,2.2962,3793.9453,8711.8145
343650191,2.3226,3798.8281,8823.2920
343650231,2.2698,3789.0625,8600.5957
343650271,2.3226,3818.3594,8868.6563
343650310,2.2435,3798.8281,8522.4980
343650350,2.2698,3881.8359,8811.1768
343650388,2.3490,3779.2969,8877.6777
343650428,2.4282,3798.8281,9224.3506
343650468,2.3226,3779.2969,8777.9277
343650507,2.3754,3813.4766,9058.6172
343650547,2.2698,3774.4141,8567.3457
343650586,2.3226,3808.5938,8845.9736
343650626,2.3226,3779.2969,8777.9277
343650666,2.4282,3784.1797,9188.7813
343650705,2.4018,3784.1797,9088.9033
343650745,2.2962,3793.9453,8711.8145
343650784,2.2698,3813.4766,8656.0117
343650824,2.2698,3803.7109,8633.8447
343650864,2.3226,3808.5938,8845.9736
343650903,2.4546,3779.2969,9276.6729
343650942,2.3226,3813.4766,8857.3145
343650981,2.3490,3779.2969,8877.6777
343651021,2.3490,3818.3594,8969.4365
343651061,2.2962,3808.5938,8745.4512
343651100,2.3226,3798.8281,8823.2920
343651140,2.4546,3793.9453,9312.6289
343651179,2.3490,3789.0625,8900.6172
343651219,2.4018,3784.1797,9088.9033
343651258,2.3490,3808.5938,8946.4961
343651298,2.2962,3793.9453,8711.8145
343651338,2.4810,3886.7188,9642.9365
343651377,2.4546,3657.2266,8977.0391
343651417,2.5074,3784.1797,9488.4150
343651456,2.3754,3789.0625,9000.6230
343651495,2.4018,3774.4141,9065.4473
343651535,2.3754,3808.5938,9047.0186
343651574,2.4018,3764.6484,9041.9922
343651614,2.4282,3798.8281,9224.3506
343651653,2.3490,3769.5313,8854.7373
343651693,2.3226,3798.8281,8823.2920
343651733,2.2435,3774.4141,8467.7256
343651772,2.2698,3823.2422,8678.1777
343651812,2.3490,3774.4141,8866.2070
343651851,2.3754,3784.1797,8989.0244
343651891,2.3226,3808.5938,8845.9736
343651931,2.2698,3793.9453,8611.6787
343651970,2.2962,3808.5938,8745.4512
343652009,2.3226,3808.5938,8845.9736
343652048,2.2962,3813.4766,8756.6631
343652088,2.4546,3774.4141,9264.6875
343652128,2.4282,3808.5938,9248.0635
343652167,2.2698,3789.0625,8600.5957
343652207,2.3226,3818.3594,8868.6563
343652246,2.3226,3774.4141,8766.5869
343652286,2.3754,3789.0625,9000.6230
343652326,2.4546,3779.2969,9276.6729
343652365,2.3490,3769.5313,8854.7373
343652405,2.4546,3852.5391,9456.4541
343652444,2.3490,3793.9453,8912.0869
343652484,2.2435,3808.5938,8544.4063
343652523,2.2962,3793.9453,8711.8145
343652562,2.3490,3784.1797,8889.1475
343652602,2.2698,3789.0625,8600.5957
343652641,2.2698,3828.1250,8689.2617
343652681,2.1907,3793.9453,8311.2715
343652720,2.2435,3808.5938,8544.4063
343652760,2.3226,3769.5313,8755.2461
343652800,2.5074,3779.2969,9476.1719
343652839,2.5866,3750.0000,9699.6416
343652879,2.5338,3803.7109,9637.7803
343652918,2.4282,3779.2969,9176.9248
343652958,2.2962,3798.8281,8723.0273
343652998,2.3754,3823.2422,9081.8145
343653037,2.4018,3779.2969,9077.1748
343653076,2.2962,3808.5938,8745.4512
343653115,2.2698,3813.4766,8656.0117
343653155,2.2171,3842.7734,8519.6621
343653195,2.2435,3784.1797,8489.6348
343653234,2.3226,3823.2422,8879.9971
343653274,2.3226,3774.4141,8766.5869
343653313,2.5074,3803.7109,9537.3877
343653353,2.4810,3759.7656,9327.9658
343653393,2.2962,3793.9453,8711.8145
343653432,2.2698,3750.0000,8511.9297
343653472,2.4018,3798.8281,9124.0859
343653511,2.3490,3793.9453,8912.0869
343653551,2.4018,3798.8281,9124.0859
343653591,2.4282,3774.4141,9165.0684
343653629,2.4282,3779.2969,9176.9248
343653669,2.4282,3808.5938,9248.0635
343653708,2.3754,3779.2969,8977.4258
343653748,2.5338,3769.5313,9551.1768
343653787,2.4546,3764.6484,9240.7168
343653827,2.3754,3808.5938,9047.0186
343653867,2.3226,3774.4141,8766.5869
343653906,2.3226,3803.7109,8834.6328
343653946,2.2962,3789.0625,8700.6025
343653985,2.3226,3813.4766,8857.3145
343654025,2.5074,3784.1797,9488.4150
343654065,2.4282,3789.0625,9200.6377
343654104,2.2962,3813.4766,8756.6631
343654144,2.2962,3803.7109,8734.2393
343654182,2.1907,3793.9453,8311.2715
343654222,2.3226,3789.0625,8800.6094
343654262,2.3490,3793.9453,8912.0869
343654301,2.4810,3769.5313,9352.1943
343654341,2.4282,3789.0625,9200.6377
343654380,2.4018,3784.1797,9088.9033
343654420,2.3490,3808.5938,8946.4961
343654460,2.3754,3784.1797,8989.0244
343654499,2.4018,3784.1797,9088.9033
343654539,2.3754,3784.1797,8989.0244
343654578,2.4282,3784.1797,9188.7813
343654618,2.3754,3789.0625,9000.6230
343654658,2.2962,3789.0625,8700.6025
343654696,2.2962,3818.3594,8767.8750
343654736,2.3226,3793.9453,8811.9512
343654775,2.3490,3784.1797,8889.1475
343654815,2.4282,3789.0625,9200.6377
343654855,2.2435,3793.9453,8511.5439
343654894,2.2435,3784.1797,8489.6348
343654934,2.2962,3828.1250,8790.2998
343654973,2.3226,3779.2969,8777.9277
343655013,2.2962,3813.4766,8756.6631
343655052,2.3754,3769.5313,8954.2285
343655092,2.4282,3808.5938,9248.0635
343655132,2.2698,3789.0625,8600.5957
343655171,2.1907,3808.5938,8343.3613
343655211,2.4546,3784.1797,9288.6582
343655249,2.4018,3789.0625,9100.6309
343655289,2.2962,3798.8281,8723.0273
343655329,2.3754,3798.8281,9023.8213
343655368,2.2962,3779.2969,8678.1787
343655408,2.4546,3901.3672,9576.3076
343655447,2.5338,3779.2969,9575.9209
343655487,2.5866,3754.8828,9712.2705
343655527,2.5338,3769.5313,9551.1768
343655566,2.2962,3774.4141,8666.9658
343655606,2.3490,3813.4766,8957.9668
343655645,2.3490,3798.8281,8923.5566
343655685,2.3490,3784.1797,8889.1475
343655725,2.3226,3779.2969,8777.9277
343655763,2.3226,3808.5938,8845.9736
343655803,2.3754,3779.2969,8977.4258
343655842,2.2435,3813.4766,8555.3613
343655882,2.3490,3803.7109,8935.0264
343655922,2.2435,3793.9453,8511.5439
343655961,2.3754,3798.8281,9023.8213
343656001,2.3226,3793.9453,8811.9512
343656040,2.2962,3793.9453,8711.8145
343656080,2.4018,3793.9453,9112.3584
343656120,2.3754,3769.5313,8954.2285
343656159,2.4282,3779.2969,9176.9248
343656199,2.5074,3769.5313,9451.6855
343656238,2.5338,3750.0000,9501.6885
343656278,2.5074,3793.9453,9512.9014
343656316,2.5338,3764.6484,9538.8047
343656356,2.3490,3798.8281,8923.5566
343656396,2.2962,3764.6484,8644.5420
343656435,2.4810,3798.8281,9424.8799
343656475,2.3490,3769.5313,8854.7373
343656514,2.2435,3808.5938,8544.4063
343656554,2.2171,3808.5938,8443.8838
343656594,2.2435,3818.3594,8566.3154
343656633,2.2698,3808.5938,8644.9287
343656673,2.3754,3784.1797,8989.0244
343656712,2.3490,3623.0469,8510.6416
343656752,2.3754,3754.8828,8919.4326
343656792,2.2962,3798.8281,8723.0273
343656830,2.3490,3789.0625,8900.6172
343656870,2.3226,3789.0625,8800.6094
343656909,2.4018,3793.9453,9112.3584
343656949,2.4282,3798.8281,9224.3506
343656989,2.3754,3774.4141,8965.8271
343657028,2.4018,3813.4766,9159.2686
343657068,2.2698,3779.2969,8578.4287
343657107,2.3226,3798.8281,8823.2920
343657147,2.2962,3784.1797,8689.3906
343657187,2.5338,3784.1797,9588.2930
343657226,2.4810,3789.0625,9400.6514
343657266,2.4282,3789.0625,9200.6377
343657305,2.3754,3784.1797,8989.0244
343657345,2.3226,3798.8281,8823.2920
343657384,2.4018,3764.6484,9041.9922
343657423,2.5602,3759.7656,9625.6670
343657463,2.3226,3730.4688,8664.5176
343657502,2.2435,3789.0625,8500.5889
343657542,2.2435,3828.1250,8588.2236
343657581,2.2698,3798.8281,8622.7617
343657621,2.2435,3803.7109,8533.4521
343657661,2.2962,3774.4141,8666.9658
343657700,2.3490,3808.5938,8946.4961
343657740,2.3754,3774.4141,8965.8271
343657779,2.3754,3798.8281,9023.8213
343657819,2.4018,3779.2969,9077.1748
343657859,2.3226,3803.7109,8834.6328
343657897,2.2962,3769.5313,8655.7539
343657937,2.3226,3813.4766,8857.3145
