007,0.2LL???8.891,846.4504
101570824,2.1115,3750.0000,7918.0742
101570864,2.1379,3735.3516,7985.7339
101570903,2.1379,3764.6484,8048.3667
101570942,2.2698,3784.1797,8589.5117
101570981,2.3490,3720.7031,8740.0391
101571021,2.3226,3715.8203,8630.4951
101571061,2.4810,3715.8203,9218.9375
101571100,2.4810,3740.2344,9279.5088
101571140,2.5602,3740.2344,9575.6631
101571179,2.2698,3720.7031,8445.4297
101571219,2.1643,3750.0000,8116.0264
101571259,2.1643,3793.9453,8211.1357
101571298,1.9267,3803.7109,7328.7295
101571338,1.9267,3774.4141,7272.2822
101571377,1.9795,3793.9453,7510.1851
101571417,1.9795,3798.8281,7519.8506
101571457,2.1115,3759.7656,7938.6943
101571495,2.2171,3740.2344,8292.3271
101571535,2.2698,3750.0000,8511.9297
101571574,2.3226,3754.8828,8721.2227
101571614,2.4546,3715.8203,9120.8633
101571654,2.4018,3710.9375,8912.9883
101571693,2.3754,3740.2344,8884.6357
101571733,2.2698,3750.0000,8511.9297
101571772,2.2171,3759.7656,8335.6289
101571812,2.1643,3735.3516,8084.3232
101571851,2.0587,3769.5313,7760.3315
101571891,2.2171,3779.2969,8378.9307
101571931,2.2698,3745.1172,8500.8467
101571970,2.3226,3735.3516,8675.8594
101572009,2.3226,3740.2344,8687.2002
101572048,2.2698,3759.7656,8534.0957
101572088,2.1643,3735.3516,8084.3232
101572128,2.2698,3735.3516,8478.6797
101572167,2.2171,3759.7656,8335.6289
101572207,2.2435,3769.5313,8456.7715
101572246,2.1643,3740.2344,8094.8911
101572286,2.0587,3769.5313,7760.3315
101572326,2.0851,3774.4141,7870.0044
101572365,2.0587,3779.2969,7780.4360
101572405,2.1115,3740.2344,7897.4541
101572444,2.1907,3754.8828,8225.6982
101572484,2.2962,3764.6484,8644.5420
101572524,2.3754,3735.3516,8873.0371
101572562,2.2962,3706.0547,8509.9971
101572602,2.2962,3754.8828,8622.1182
101572641,2.3226,3774.4141,8766.5869
101572681,2.2171,3740.2344,8292.3271
101572721,2.1379,3745.1172,8006.6113
101572760,2.2962,3769.5313,8655.7539
101572800,2.2171,3764.6484,8346.4541
101572839,2.3226,3730.4688,8664.5176
101572879,2.3226,3720.7031,8641.8359
101572919,2.3226,3750.0000,8709.8818
101572958,2.2698,3745.1172,8500.8467
101572998,2.2962,3725.5859,8554.8447
101573037,2.1643,3745.1172,8105.4590
101573076,2.2171,3769.5313,8357.2803
101573115,2.1115,3769.5313,7959.3140
101573155,2.1643,3745.1172,8105.4590
101573195,2.1643,3750.0000,8116.0264
101573234,2.2435,3764.6484,8445.8174
101573274,2.1115,3750.0000,7918.0742
101573313,2.1643,3745.1172,8105.4590
101573353,2.1643,3754.8828,8126.5942
101573393,2.2171,3759.7656,8335.6289
101573432,2.3754,3735.3516,8873.0371
101573472,2.3490,3745.1172,8797.3887
101573511,2.2435,3769.5313,8456.7715
101573551,2.2435,3759.7656,8434.8633
101573591,2.2962,3715.8203,8532.4209
101573629,2.2435,3750.0000,8412.9541
101573669,2.3490,3759.7656,8831.7979
101573708,2.3754,3759.7656,8931.0313
101573748,2.2171,3706.0547,8216.5488
101573788,2.1379,3745.1172,8006.6113
101573827,2.1907,3764.6484,8247.0918
101573867,2.1907,3769.5313,8257.7881
101573906,2.2171,3715.8203,8238.1992
101573946,2.2435,3754.8828,8423.9082
101573986,2.1115,3784.1797,7990.2441
101574025,2.1379,3769.5313,8058.8057
101574065,2.2435,3750.0000,8412.9541
101574104,2.2171,3759.7656,8335.6289
101574144,2.1643,3774.4141,8168.8652
101574183,2.1115,3745.1172,7907.7642
101574222,2.1379,3759.7656,8037.9282
101574262,2.1907,3769.5313,8257.7881
101574301,2.1643,3754.8828,8126.5942
101574341,2.3490,3720.7031,8740.0391
101574380,2.2962,3740.2344,8588.4814
101574420,2.2435,3750.0000,8412.9541
101574460,2.1907,3730.4688,8172.2153
101574499,2.1907,3735.3516,8182.9121
101574539,2.1907,3745.1172,8204.3057
101574578,2.2698,3754.8828,8523.0127
101574618,2.2171,3730.4688,8270.6758
101574658,2.2435,3745.1172,8402.0000
101574696,2.1907,3779.2969,8279.1816
101574736,2.0851,3769.5313,7859.8232
101574775,2.0851,3745.1172,7808.9175
101574815,2.1643,3754.8828,8126.5942
101574855,2.2698,3779.2969,8578.4287
101574894,2.1643,3730.4688,8073.7554
101574934,2.1907,3735.3516,8182.9121
101574973,2.2962,3759.7656,8633.3301
101575013,2.2962,3730.4688,8566.0576
101575053,2.2435,3725.5859,8358.1826
101575092,2.1907,3745.1172,8204.3057
101575132,2.2698,3759.7656,8534.0957
101575171,2.3226,3735.3516,8675.8594
101575211,2.1907,3730.4688,8172.2153
101575250,2.2962,3750.0000,8610.9053
101575289,2.2698,3759.7656,8534.0957
101575329,2.2435,3740.2344,8391.0459
101575368,2.1379,3754.8828,8027.4893
101575408,2.1379,3779.2969,8079.6836
101575448,2.1379,3759.7656,8037.9282
101575487,2.1115,3730.4688,7876.8340
101575527,2.1379,3745.1172,8006.6113
101575566,2.2435,3769.5313,8456.7715
101575606,2.2171,3735.3516,8281.5020
101575645,2.2962,3745.1172,8599.6934
101575685,2.2698,3754.8828,8523.0127
101575725,2.2698,3754.8828,8523.0127
101575763,2.2962,3725.5859,8554.8447
101575803,2.3226,3740.2344,8687.2002
101575842,2.3490,3759.7656,8831.7979
101575882,2.2698,3754.8828,8523.0127
101575922,2.1643,3720.7031,8052.6201
101575961,2.2171,3745.1172,8303.1523
101576001,2.2962,3779.2969,8678.1787
101576040,2.1643,3750.0000,8116.0264
101576080,2.2171,3735.3516,8281.5020
101576120,2.2171,3754.8828,8324.8037
101576159,2.2171,3774.4141,8368.1055
101576199,2.0851,3720.7031,7758.0122
101576238,2.2171,3745.1172,8303.1523
101576278,2.1907,3774.4141,8268.4854
101576317,2.1643,3779.2969,8179.4331
101576356,2.2698,3730.4688,8467.5967
101576396,2.2698,3750.0000,8511.9297
101576435,2.1907,3759.7656,8236.3955
101576475,2.2171,3750.0000,8313.9775
101576515,2.2962,3725.5859,8554.8447
101576554,2.2435,3730.4688,8369.1367
101576594,2.2171,3754.8828,8324.8037
101576633,2.1907,3730.4688,8172.2153
101576673,2.2171,3740.2344,8292.3271
101576713,2.1643,3759.7656,8137.1621
101576752,2.1115,3774.4141,7969.6240
101576792,2.1379,3735.3516,7985.7339
101576830,2.1907,3754.8828,8225.6982
101576870,2.2171,3754.8828,8324.8037
101576909,2.2962,3750.0000,8610.9053
101576949,2.2435,3720.7031,8347.2275
101576989,2.2698,3745.1172,8500.8467
101577028,2.2962,3750.0000,8610.9053
101577068,2.3226,3740.2344,8687.2002
101577107,2.2698,3715.8203,8434.3467
101577147,2.2962,3759.7656,8633.3301
101577187,2.1907,3769.5313,8257.7881
101577226,2.1379,3740.2344,7996.1724
101577266,2.1379,3740.2344,7996.1724
101577305,2.0587,3769.5313,7760.3315
101577345,2.0851,3784.1797,7890.3667
101577384,2.1907,3735.3516,8182.9121
101577423,2.1379,3750.0000,8017.0503
101577463,2.1379,3759.7656,8037.9282
101577502,2.3226,3750.0000,8709.8818
101577542,2.3490,3730.4688,8762.9785
101577582,2.2962,3750.0000,8610.9053
101577621,2.3226,3750.0000,8709.8818
101577661,2.2962,3725.5859,8554.8447
101577700,2.3226,3706.0547,8607.8125
101577740,2.2962,3725.5859,8554.8447
101577780,2.3226,3759.7656,8732.5635
101577819,2.4018,3740.2344,8983.3545
101577859,2.2171,3720.7031,8249.0254
101577897,2.1907,3754.8828,8225.6982
101577937,2.1643,3784.1797,8190.0005
101577977,2.0851,3740.2344,7798.7368
101578016,2.1643,3754.8828,8126.5942
101578056,2.2698,3769.5313,8556.2627
101578095,2.2171,3759.7656,8335.6289
101578135,2.2171,3735.3516,8281.5020
101578174,2.2698,3764.6484,8545.1797
101578214,2.1379,3774.4141,8069.2446
101578254,2.1643,3740.2344,8094.8911
101578293,2.2698,3735.3516,8478.6797
101578333,2.2698,3740.2344,8489.7627
101578372,2.3226,3750.0000,8709.8818
101578412,2.3226,3715.8203,8630.4951
101578451,2.3490,3730.4688,8762.9785
101578490,2.4546,3745.1172,9192.7754
101578530,2.2698,3750.0000,8511.9297
101578569,2.1907,3710.9375,8129.4287
101578609,2.0851,3745.1172,7808.9175
101578649,2.1115,3784.1797,7990.2441
101578688,2.1907,3754.8828,8225.6982
101578728,2.0587,3740.2344,7700.0181
101578767,2.0851,3774.4141,7870.0044
101578807,2.1115,3769.5313,7959.3140
101578847,2.1907,3730.4688,8172.2153
101578886,2.1115,3754.8828,7928.3843
101578926,2.1907,3774.4141,8268.4854
101578964,2.2435,3754.8828,8423.9082
101579004,2.2962,3730.4688,8566.0576
101579044,2.2435,3754.8828,8423.9082
101579083,2.2698,3759.7656,8534.0957
101579123,2.3490,3730.4688,8762.9785
101579162,2.2435,3730.4688,8369.1367
101579202,2.3490,3740.2344,8785.9180
101579242,2.3490,3745.1172,8797.3887
101579281,2.3226,3720.7031,8641.8359
101579321,2.4018,3725.5859,8948.1719
101579360,2.2962,3745.1172,8599.6934
101579400,2.2962,3745.1172,8599.6934
101579439,2.2962,3710.9375,8521.2090
101579479,2.2698,3735.3516,8478.6797
101579518,2.2171,3759.7656,8335.6289
101579557,2.2698,3759.7656,8534.0957
101579597,2.2698,3710.9375,8423.2637
101579636,2.2171,3750.0000,8313.9775
101579676,2.2435,3759.7656,8434.8633
101579716,2.1643,3745.1172,8105.4590
101579755,2.2171,3740.2344,8292.3271
101579795,2.1379,3759.7656,8037.9282
101579834,2.2435,3769.5313,8456.7715
101579874,2.1643,3730.4688,8073.7554
101579914,2.2435,3754.8828,8423.9082
101579953,2.1643,3774.4141,8168.8652
101579993,2.2435,3740.2344,8391.0459
101580032,2.2171,3740.2344,8292.3271
101580071,2.2698,3750.0000,8511.9297
101580111,2.3226,3759.7656,8732.5635
101580150,2.2962,3710.9375,8521.2090
101580190,2.3226,3730.4688,8664.5176
101580229,2.3226,3750.0000,8709.8818
101580269,2.3226,3745.1172,8698.5410
101580309,2.2962,3720.7031,8543.6328
101580348,2.2435,3759.7656,8434.8633
101580388,2.1379,3764.6484,8048.3667
101580427,2.1643,3745.1172,8105.4590
101580467,2.1643,3740.2344,8094.8911
101580507,2.0587,3784.1797,7790.4883
101580546,2.1907,3764.6484,8247.0918
101580585,2.2171,3730.4688,8270.6758
101580624,2.2171,3759.7656,8335.6289
101580664,2.2962,3754.8828,8622.1182
101580703,2.2962,3730.4688,8566.0576
101580743,2.2962,3725.5859,8554.8447
101580783,2.3490,3735.3516,8774.4482
101580822,2.3754,3750.0000,8907.8330
101580862,2.3226,3735.3516,8675.8594
101580901,2.3754,3740.2344,8884.6357
101580941,2.2435,3740.2344,8391.0459
101580981,2.2171,3759.7656,8335.6289
101581020,2.2435,3725.5859,8358.1826
101581060,2.1907,3745.1172,8204.3057
101581099,2.1115,3764.6484,7949.0039
101581138,2.0851,3754.8828,7829.2798
101581178,2.1643,3735.3516,8084.3232
101581217,2.1379,3754.8828,8027.4893
101581257,2.1379,3779.2969,8079.6836
101581296,2.3226,3740.2344,8687.2002
101581336,2.4018,3730.4688,8959.8994
101581376,2.2435,3754.8828,8423.9082
101581415,2.2435,3740.2344,8391.0459
101581455,2.3754,3720.7031,8838.2412
101581494,2.2962,3725.5859,8554.8447
101581534,2.2698,3754.8828,8523.0127
101581574,2.3226,3754.8828,8721.2227
101581613,2.3226,3730.4688,8664.5176
101581652,2.2962,3725.5859,8554.8447
101581691,2.1907,3754.8828,8225.6982
101581731,2.0587,3759.7656,7740.2271
101581771,2.1643,3735.3516,8084.3232
101581810,2.1643,3764.6484,8147.7300
101581850,2.1379,3769.5313,8058.8057
101581889,2.2171,3750.0000,8313.9775
101581929,2.2171,3740.2344,8292.3271
101581968,2.2171,3754.8828,8324.8037
101582008,2.2698,3754.8828,8523.0127
101582048,2.2962,3740.2344,8588.4814
101582087,2.3226,3730.4688,8664.5176
101582127,2.3226,3759.7656,8732.5635
101582166,2.3490,3754.8828,8820.3281
101582205,2.2698,3725.5859,8456.5137
101582245,2.2435,3750.0000,8412.9541
101582284,2.1643,3779.2969,8179.4331
101582324,2.2435,3730.4688,8369.1367
101582363,2.2171,3735.3516,8281.5020
101582403,2.1379,3779.2969,8079.6836
101582443,2.1379,3769.5313,8058.8057
101582482,2.2962,3735.3516,8577.2695
101582522,2.1643,3750.0000,8116.0264
101582561,2.1115,3769.5313,7959.3140
101582601,2.1643,3745.1172,8105.4590
101582641,2.1907,3735.3516,8182.9121
101582680,2.1643,3774.4141,8168.8652
101582720,2.1643,3769.5313,8158.2974
101582758,2.1643,3720.7031,8052.6201
101582798,2.2962,3740.2344,8588.4814
101582838,2.2962,3745.1172,8599.6934
101582877,2.3226,3735.3516,8675.8594
101582917,2.3754,3706.0547,8803.4443
101582956,2.2698,3735.3516,8478.6797
101582996,2.2698,3759.7656,8534.0957
101583036,2.2698,3750.0000,8511.9297
101583075,2.2698,3735.3516,8478.6797
101583115,2.0851,3754.8828,7829.2798
101583154,2.0587,3779.2969,7780.4360
101583194,2.0587,3750.0000,7720.1226
101583233,2.0851,3730.4688,7778.3745
101583272,2.1115,3769.5313,7959.3140
101583312,2.1379,3759.7656,8037.9282
101583351,2.2698,3720.7031,8445.4297
101583391,2.2962,3759.7656,8633.3301
101583430,2.2171,3754.8828,8324.8037
101583470,2.2435,3759.7656,8434.8633
101583510,2.2435,3720.7031,8347.2275
101583549,2.3490,3725.5859,8751.5088
101583589,2.2698,3750.0000,8511.9297
101583628,2.2962,3745.1172,8599.6934
101583668,2.3226,3701.1719,8596.4717
101583708,2.3226,3740.2344,8687.2002
101583747,2.2698,3764.6484,8545.1797
101583787,2.2171,3750.0000,8313.9775
101583825,2.2698,3720.7031,8445.4297
101583865,2.1643,3754.8828,8126.5942
101583905,2.2698,3779.2969,8578.4287
101583944,2.0851,3735.3516,7788.5557
101583984,2.2435,3750.0000,8412.9541
101584023,2.2435,3759.7656,8434.8633
101584063,2.2171,3750.0000,8313.9775
101584103,2.1907,3730.4688,8172.2153
101584142,2.2962,3735.3516,8577.2695
101584182,2.2698,3740.2344,8489.7627
101584221,2.3754,3740.2344,8884.6357
101584261,2.2962,3725.5859,8554.8447
101584301,2.2698,3745.1172,8500.8467
101584339,2.2698,3750.0000,8511.9297
101584379,2.2698,3730.4688,8467.5967
101584418,2.2435,3725.5859,8358.1826
101584458,2.2962,3750.0000,8610.9053
101584497,2.1907,3754.8828,8225.6982
101584537,2.1379,3735.3516,7985.7339
101584577,2.2171,3754.8828,8324.8037
101584616,2.2171,3764.6484,8346.4541
101584656,2.2435,3750.0000,8412.9541
101584695,2.1907,3725.5859,8161.5186
101584735,2.1907,3745.1172,8204.3057
101584775,2.1379,3769.5313,8058.8057
101584814,2.1907,3720.7031,8150.8223
101584854,2.2171,3735.3516,8281.5020
101584892,2.2962,3750.0000,8610.9053
101584932,2.2698,3745.1172,8500.8467
101584972,2.2698,3735.3516,8478.6797
101585011,2.2171,3750.0000,8313.9775
101585051,2.3226,3764.6484,8743.9053
101585090,2.3226,3706.0547,8607.8125
101585130,2.1907,3725.5859,8161.5186
101585170,2.2435,3745.1172,8402.0000
101585209,2.2962,3745.1172,8599.6934
101585249,2.1643,3725.5859,8063.1880
101585288,2.1643,3745.1172,8105.4590
101585328,2.0851,3779.2969,7880.1855
101585368,2.0851,3764.6484,7849.6421
101585406,2.0323,3759.7656,7640.9932
101585446,2.1115,3774.4141,7969.6240
101585485,2.2171,3764.6484,8346.4541
101585525,2.1643,3730.4688,8073.7554
101585565,2.1643,3759.7656,8137.1621
101585604,2.2698,3769.5313,8556.2627
101585644,2.2698,3730.4688,8467.5967
101585683,2.3490,3715.8203,8728.5693
101585723,2.2698,3745.1172,8500.8467
101585762,2.2962,3745.1172,8599.6934
101585802,2.3226,3730.4688,8664.5176
101585842,2.2962,3730.4688,8566.0576
101585881,2.2435,3740.2344,8391.0459
101585921,2.2171,3769.5313,8357.2803
101585959,2.2171,3740.2344,8292.3271
101585999,2.3754,3720.7031,8838.2412
101586039,2.1907,3754.8828,8225.6982
101586078,2.1643,3754.8828,8126.5942
101586118,2.3226,3730.4688,8664.5176
101586157,2.1907,3735.3516,8182.9121
101586197,2.1907,3769.5313,8257.7881
101586237,2.1643,3750.0000,8116.0264
101586276,2.1907,3725.5859,8161.5186
101586316,2.1907,3754.8828,8225.6982
101586355,2.1115,3774.4141,7969.6240
101586395,2.1643,3740.2344,8094.8911
101586435,2.1907,3754.8828,8225.6982
101586473,2.0851,3784.1797,7890.3667
101586513,2.1907,3750.0000,8215.0020
101586552,2.2171,3715.8203,8238.1992
101586592,2.2962,3735.3516,8577.2695
101586632,2.4018,3745.1172,8995.0820
101586671,2.4810,3730.4688,9255.2803
101586711,2.4810,3710.9375,9206.8232
101586750,2.4018,3730.4688,8959.8994
101586790,2.3490,3730.4688,8762.9785
101586830,2.2962,3740.2344,8588.4814
101586869,2.2171,3715.8203,8238.1992
101586909,2.2698,3745.1172,8500.8467
101586948,2.1115,3769.5313,7959.3140
101586988,2.1115,3769.5313,7959.3140
101587026,2.0851,3720.7031,7758.0122
101587066,2.1115,3754.8828,7928.3843
101587106,2.1907,3774.4141,8268.4854
101587145,2.2962,3750.0000,8610.9053
101587185,2.2171,3715.8203,8238.1992
101587224,2.2698,3750.0000,8511.9297
101587264,2.3490,3750.0000,8808.8584
101587304,2.4282,3720.7031,9034.6465
101587343,2.3226,3715.8203,8630.4951
101587383,2.4282,3725.5859,9046.5029
101587422,2.5074,3754.8828,9414.9570
101587462,2.4282,3745.1172,9093.9297
101587502,2.2435,3706.0547,8314.3652
101587540,2.3754,3725.5859,8849.8398
101587580,2.2698,3759.7656,8534.0957
101587619,2.2171,3750.0000,8313.9775
101587659,2.2698,3715.8203,8434.3467
101587699,2.2435,3740.2344,8391.0459
101587738,2.1643,3769.5313,8158.2974
101587778,2.1907,3750.0000,8215.0020
101587817,2.2698,3720.7031,8445.4297
101587857,2.1643,3750.0000,8116.0264
101587897,2.2698,3745.1172,8500.8467
101587936,2.2962,3725.5859,8554.8447
101587976,2.2435,3735.3516,8380.0908
101588015,2.2435,3754.8828,8423.9082
101588055,2.2698,3759.7656,8534.0957
101588094,2.2171,3725.5859,8259.8506
101588133,2.3754,3730.4688,8861.4385
101588173,2.2962,3750.0000,8610.9053
101588212,2.2435,3735.3516,8380.0908
101588252,2.3754,3710.9375,8815.0439
101588291,2.2698,3720.7031,8445.4297
101588331,2.4282,3750.0000,9105.7861
101588371,2.2698,3725.5859,8456.5137
101588410,2.2435,3740.2344,8391.0459
101588450,2.2171,3754.8828,8324.8037
101588489,2.2698,3769.5313,8556.2627
101588529,2.1643,3720.7031,8052.6201
101588569,2.2171,3754.8828,8324.8037
101588608,2.1907,3764.6484,8247.0918
101588647,2.2171,3715.8203,8238.1992
101588686,2.2698,3730.4688,8467.5967
101588726,2.2435,3759.7656,8434.8633
101588766,2.2698,3730.4688,8467.5967
101588805,2.2962,3725.5859,8554.8447
101588845,2.2435,3740.2344,8391.0459
101588884,2.2435,3754.8828,8423.9082
101588924,2.2698,3715.8203,8434.3467
101588964,2.3754,3735.3516,8873.0371
101589003,2.2698,3764.6484,8545.1797
101589043,2.2435,3740.2344,8391.0459
101589082,2.1379,3725.5859,7964.8560
101589122,2.1379,3759.7656,8037.9282
101589161,2.1379,3754.8828,8027.4893
101589200,2.1643,3740.2344,8094.8911
101589240,2.1907,3754.8828,8225.6982
101589279,2.2962,3754.8828,8622.1182
101589319,2.3226,3715.8203,8630.4951
101589359,2.2962,3735.3516,8577.2695
101589398,2.2962,3750.0000,8610.9053
101589438,2.2698,3725.5859,8456.5137
101589477,2.2171,3720.7031,8249.0254
101589517,2.2698,3745.1172,8500.8467
101589556,2.1907,3764.6484,8247.0918
101589596,2.2171,3710.9375,8227.3740
101589636,2.2171,3740.2344,8292.3271
101589675,2.2435,3764.6484,8445.8174
101589714,2.2171,3735.3516,8281.5020
101589753,2.3226,3720.7031,8641.8359
101589793,2.2435,3740.2344,8391.0459
101589833,2.2435,3754.8828,8423.9082
101589872,2.2698,3710.9375,8423.2637
101589912,2.3754,3740.2344,8884.6357
101589951,2.3490,3735.3516,8774.4482
101589991,2.3226,3764.6484,8743.9053
101590031,2.3226,3730.4688,8664.5176
101590070,2.2962,3730.4688,8566.0576
101590110,2.2171,3769.5313,8357.2803
101590149,2.1379,3735.3516,7985.7339
101590189,2.1643,3735.3516,8084.3232
101590228,2.1643,3764.6484,8147.7300
101590267,2.3226,3759.7656,8732.5635
101590307,2.1907,3710.9375,8129.4287
101590346,2.3754,3735.3516,8873.0371
101590386,2.2962,3754.8828,8622.1182
101590426,2.2962,3730.4688,8566.0576
101590465,2.4018,3730.4688,8959.8994
101590505,2.3490,3740.2344,8785.9180
101590544,2.3226,3745.1172,8698.5410
101590584,2.2698,3715.8203,8434.3467
101590624,2.2698,3735.3516,8478.6797
101590663,2.3754,3759.7656,8931.0313
101590703,2.1643,3745.1172,8105.4590
101590742,2.3226,3720.7031,8641.8359
101590781,2.2435,3740.2344,8391.0459
101590820,2.2698,3754.8828,8523.0127
101590860,2.2698,3725.5859,8456.5137
101590900,2.2698,3735.3516,8478.6797
101590939,2.2698,3754.8828,8523.0127
101590979,2.2171,3735.3516,8281.5020
101591018,2.2698,3725.5859,8456.5137
101591058,2.1907,3750.0000,8215.0020
101591098,2.2435,3759.7656,8434.8633
101591137,2.2171,3710.9375,8227.3740
101591177,2.1907,3735.3516,8182.9121
101591216,2.2171,3759.7656,8335.6289
101591256,2.2962,3750.0000,8610.9053
101591296,2.2435,3740.2344,8391.0459
101591334,2.1643,3759.7656,8137.1621
101591374,2.1643,3769.5313,8158.2974
101591413,2.2171,3740.2344,8292.3271
101591453,2.2435,3759.7656,8434.8633
101591493,2.1907,3759.7656,8236.3955
101591532,2.2962,3740.2344,8588.4814
101591572,2.1907,3754.8828,8225.6982
101591611,2.1907,3759.7656,8236.3955
101591651,2.2435,3759.7656,8434.8633
101591691,2.2171,3720.7031,8249.0254
101591730,2.2962,3740.2344,8588.4814
101591770,2.2435,3764.6484,8445.8174
101591809,2.3226,3720.7031,8641.8359
101591848,2.3226,3725.5859,8653.1768
101591888,2.2962,3750.0000,8610.9053
101591927,2.1907,3735.3516,8182.9121
101591967,2.2698,3715.8203,8434.3467
101592006,2.2435,3740.2344,8391.0459
101592046,2.2171,3759.7656,8335.6289
101592085,2.1907,3730.4688,8172.2153
101592125,2.1379,3740.2344,7996.1724
101592165,2.1379,3769.5313,8058.8057
101592204,2.2171,3779.2969,8378.9307
101592244,2.0851,3725.5859,7768.1934
101592283,2.1643,3754.8828,8126.5942
101592323,2.2171,3769.5313,8357.2803
101592363,2.2435,3730.4688,8369.1367
101592401,2.1643,3730.4688,8073.7554
101592441,2.2698,3745.1172,8500.8467
101592480,2.2962,3754.8828,8622.1182
101592520,2.3754,3720.7031,8838.2412
101592560,2.4546,3725.5859,9144.8340
101592599,2.3754,3735.3516,8873.0371
101592639,2.4018,3745.1172,8995.0820
101592678,2.3490,3706.0547,8705.6289
101592718,2.2962,3710.9375,8521.2090
101592758,2.1907,3759.7656,8236.3955
101592797,2.1907,3754.8828,8225.6982
101592837,2.1115,3745.1172,7907.7642
101592876,2.0323,3764.6484,7650.9165
101592915,2.0587,3779.2969,7780.4360
101592955,2.0587,3740.2344,7700.0181
101592994,2.1115,3750.0000,7918.0742
101593034,2.2171,3764.6484,8346.4541
101593073,2.2435,3745.1172,8402.0000
101593113,2.3226,3725.5859,8653.1768
101593153,2.3226,3725.5859,8653.1768
101593192,2.4810,3750.0000,9303.7373
101593232,2.3226,3730.4688,8664.5176
101593271,2.1907,3730.4688,8172.2153
101593311,2.1379,3754.8828,8027.4893
101593350,2.2435,3769.5313,8456.7715
101593390,2.1643,3735.3516,8084.3232
101593430,2.2171,3754.8828,8324.8037
101593468,2.2435,3759.7656,8434.8633
101593508,2.1907,3720.7031,8150.8223
101593547,2.2435,3735.3516,8380.0908
101593587,2.2698,3750.0000,8511.9297
101593627,2.3226,3735.3516,8675.8594
101593666,2.3226,3710.9375,8619.1543
101593706,2.3754,3730.4688,8861.4385
101593745,2.3754,3740.2344,8884.6357
101593785,2.3226,3725.5859,8653.1768
101593825,2.2171,3730.4688,8270.6758
101593864,2.2435,3745.1172,8402.0000
101593904,2.3226,3754.8828,8721.2227
101593943,2.2698,3730.4688,8467.5967
101593982,2.2435,3735.3516,8380.0908
101594022,2.2698,3764.6484,8545.1797
101594061,2.2962,3745.1172,8599.6934
101594101,2.3226,3725.5859,8653.1768
101594140,2.2435,3740.2344,8391.0459
101594180,2.3226,3754.8828,8721.2227
101594220,2.2171,3706.0547,8216.5488
101594259,2.4018,3725.5859,8948.1719
101594299,2.3754,3745.1172,8896.2344
101594338,2.3226,3740.2344,8687.2002
101594378,2.3754,3720.7031,8838.2412
101594418,2.3490,3745.1172,8797.3887
101594457,2.2698,3754.8828,8523.0127
101594497,2.1907,3725.5859,8161.5186
101594535,2.2435,3740.2344,8391.0459
101594575,2.1907,3754.8828,8225.6982
101594614,2.0323,3754.8828,7631.0698
101594654,2.1379,3720.7031,7954.4170
101594694,2.1907,3745.1172,8204.3057
101594733,2.1643,3774.4141,8168.8652
101594773,2.2435,3715.8203,8336.2734
101594812,2.3226,3730.4688,8664.5176
101594852,2.4018,3740.2344,8983.3545
101594892,2.3754,3735.3516,8873.0371
101594931,2.3754,3706.0547,8803.4443
101594971,2.4810,3706.0547,9194.7090
101595010,2.4018,3725.5859,8948.1719
101595049,2.4810,3740.2344,9279.5088
101595089,2.3490,3715.8203,8728.5693
101595128,2.2435,3735.3516,8380.0908
101595168,2.1379,3754.8828,8027.4893
101595207,2.1115,3764.6484,7949.0039
101595247,2.1115,3750.0000,7918.0742
101595287,2.0851,3769.5313,7859.8232
101595326,2.1907,3759.7656,8236.3955
101595366,2.2435,3730.4688,8369.1367
101595405,2.2962,3735.3516,8577.2695
101595445,2.4282,3730.4688,9058.3594
101595485,2.4546,3715.8203,9120.8633
101595524,2.4810,3701.1719,9182.5947
101595564,2.4282,3730.4688,9058.3594
101595602,2.3490,3750.0000,8808.8584
101595642,2.2698,3725.5859,8456.5137
101595682,2.2171,3740.2344,8292.3271
101595721,2.1379,3754.8828,8027.4893
101595761,2.1643,3754.8828,8126.5942
101595800,2.2698,3715.8203,8434.3467
101595840,2.2698,3745.1172,8500.8467
101595879,2.2962,3745.1172,8599.6934
101595919,2.2962,3715.8203,8532.4209
101595959,2.2962,3745.1172,8599.6934
101595998,2.2435,3759.7656,8434.8633
101596038,2.2698,3745.1172,8500.8467
101596077,2.1379,3710.9375,7933.5396
101596116,2.2171,3730.4688,8270.6758
101596156,2.2962,3745.1172,8599.6934
101596195,2.3226,3725.5859,8653.1768
101596235,2.3490,3730.4688,8762.9785
101596274,2.2962,3745.1172,8599.6934
101596314,2.2698,3725.5859,8456.5137
101596354,2.4018,3706.0547,8901.2607
101596393,2.3226,3730.4688,8664.5176
101596433,2.2171,3750.0000,8313.9775
101596472,2.2698,3730.4688,8467.5967
101596512,2.2435,3720.7031,8347.2275
101596552,2.2435,3769.5313,8456.7715
101596591,2.1907,3754.8828,8225.6982
101596631,2.3490,3730.4688,8762.9785
101596669,2.3490,3754.8828,8820.3281
101596709,2.3490,3754.8828,8820.3281
101596749,2.2698,3730.4688,8467.5967
101596788,2.2435,3730.4688,8369.1367
101596828,2.2962,3750.0000,8610.9053
101596867,2.3226,3740.2344,8687.2002
101596907,2.2698,3710.9375,8423.2637
101596947,2.3490,3735.3516,8774.4482
101596986,2.2698,3745.1172,8500.8467
101597026,2.3490,3725.5859,8751.5088
101597065,2.2435,3725.5859,8358.1826
