76,0.21LL??.059,852.6364
100629483,2.1907,3779.2969,8279.1816
100629523,2.2171,3774.4141,8368.1055
100629563,2.2435,3798.8281,8522.4980
100629602,2.3226,3813.4766,8857.3145
100629642,2.1115,3798.8281,8021.1738
100629681,2.1907,3769.5313,8257.7881
100629721,2.2171,3784.1797,8389.7568
100629760,2.2698,3808.5938,8644.9287
100629799,2.2962,3789.0625,8700.6025
100629839,2.1643,3774.4141,8168.8652
100629878,2.1643,3769.5313,8158.2974
100629918,2.3226,3779.2969,8777.9277
100629957,2.2698,3789.0625,8600.5957
100629997,2.2698,3779.2969,8578.4287
100630037,2.3226,3754.8828,8721.2227
100630076,2.2962,3759.7656,8633.3301
100630116,2.4018,3774.4141,9065.4473
100630155,2.3226,3798.8281,8823.2920
100630195,2.3754,3779.2969,8977.4258
100630235,2.3226,3759.7656,8732.5635
100630274,2.2435,3784.1797,8489.6348
100630313,2.1907,3798.8281,8321.9678
100630352,2.1379,3769.5313,8058.8057
100630392,2.1115,3789.0625,8000.5542
100630432,2.2698,3769.5313,8556.2627
100630471,2.1907,3793.9453,8311.2715
100630511,2.2171,3798.8281,8422.2334
100630550,2.2962,3774.4141,8666.9658
100630590,2.2435,3759.7656,8434.8633
100630630,2.1907,3779.2969,8279.1816
100630669,2.2698,3784.1797,8589.5117
100630709,2.3490,3774.4141,8866.2070
100630748,2.2962,3754.8828,8622.1182
100630788,2.2698,3745.1172,8500.8467
100630828,2.4018,3774.4141,9065.4473
100630866,2.2698,3803.7109,8633.8447
100630906,2.3754,3779.2969,8977.4258
100630945,2.2962,3745.1172,8599.6934
100630985,2.2698,3769.5313,8556.2627
100631024,2.2171,3784.1797,8389.7568
100631064,2.2435,3808.5938,8544.4063
100631104,2.1907,3793.9453,8311.2715
100631143,2.3226,3750.0000,8709.8818
100631183,2.2435,3789.0625,8500.5889
100631222,2.2171,3793.9453,8411.4072
100631262,2.2435,3803.7109,8533.4521
100631302,2.3490,3759.7656,8831.7979
100631341,2.5074,3759.7656,9427.2002
100631380,2.3226,3774.4141,8766.5869
100631419,2.4546,3793.9453,9312.6289
100631459,2.3226,3779.2969,8777.9277
100631499,2.3490,3754.8828,8820.3281
100631538,2.2171,3769.5313,8357.2803
100631578,2.2962,3793.9453,8711.8145
100631617,2.2698,3759.7656,8534.0957
100631657,2.3226,3769.5313,8755.2461
100631697,2.2962,3769.5313,8655.7539
100631736,2.2698,3789.0625,8600.5957
100631776,2.2698,3779.2969,8578.4287
100631815,2.2962,3774.4141,8666.9658
100631855,2.3490,3754.8828,8820.3281
100631895,2.1643,3759.7656,8137.1621
100631933,2.1379,3793.9453,8111.0000
100631973,2.2698,3793.9453,8611.6787
100632012,2.3490,3764.6484,8843.2676
100632052,2.3226,3754.8828,8721.2227
100632092,2.2698,3784.1797,8589.5117
100632131,2.2698,3798.8281,8622.7617
100632171,2.2435,3779.2969,8478.6807
100632210,2.1907,3759.7656,8236.3955
100632250,2.2435,3784.1797,8489.6348
100632289,2.2698,3789.0625,8600.5957
100632329,2.2698,3798.8281,8622.7617
100632369,2.2171,3754.8828,8324.8037
100632408,2.3226,3779.2969,8777.9277
100632448,2.2962,3793.9453,8711.8145
100632486,2.2698,3784.1797,8589.5117
100632526,2.1907,3774.4141,8268.4854
100632566,2.1907,3754.8828,8225.6982
100632605,2.2171,3779.2969,8378.9307
100632645,2.2171,3813.4766,8454.7090
100632684,2.1379,3789.0625,8100.5610
100632724,2.1907,3774.4141,8268.4854
100632764,2.1907,3789.0625,8300.5752
100632803,2.2171,3808.5938,8443.8838
100632843,2.2435,3784.1797,8489.6348
100632882,2.3226,3774.4141,8766.5869
100632922,2.2962,3769.5313,8655.7539
100632962,2.3490,3784.1797,8889.1475
100633000,2.2698,3793.9453,8611.6787
100633040,2.3490,3764.6484,8843.2676
100633079,2.2435,3754.8828,8423.9082
100633119,2.2698,3779.2969,8578.4287
100633159,2.2698,3798.8281,8622.7617
100633198,2.2171,3793.9453,8411.4072
100633238,2.2962,3759.7656,8633.3301
100633277,2.2171,3764.6484,8346.4541
100633317,2.2698,3789.0625,8600.5957
100633357,2.1643,3789.0625,8200.5684
100633396,2.2435,3774.4141,8467.7256
100633436,2.1115,3779.2969,7979.9341
100633475,2.0851,3813.4766,7951.4531
100633515,2.1115,3808.5938,8041.7939
100633553,2.1379,3784.1797,8090.1226
100633593,2.2698,3769.5313,8556.2627
100633633,2.1907,3793.9453,8311.2715
100633672,2.3226,3803.7109,8834.6328
100633712,2.2171,3789.0625,8400.5820
100633751,2.2698,3759.7656,8534.0957
100633791,2.3226,3784.1797,8789.2686
100633831,2.2962,3779.2969,8678.1787
100633870,2.2171,3798.8281,8422.2334
100633910,2.4018,3774.4141,9065.4473
100633949,2.3226,3754.8828,8721.2227
100633989,2.3490,3769.5313,8854.7373
100634029,2.3226,3789.0625,8800.6094
100634067,2.4018,3793.9453,9112.3584
100634107,2.2698,3754.8828,8523.0127
100634146,2.2171,3793.9453,8411.4072
100634186,2.1907,3784.1797,8289.8779
100634226,2.2171,3808.5938,8443.8838
100634265,2.2435,3789.0625,8500.5889
100634305,2.1907,3774.4141,8268.4854
100634344,2.1115,3789.0625,8000.5542
100634384,2.0851,3808.5938,7941.2725
100634424,2.1115,3803.7109,8031.4839
100634463,2.1379,3764.6484,8048.3667
100634503,2.2171,3779.2969,8378.9307
100634542,2.3754,3798.8281,9023.8213
100634582,2.2698,3793.9453,8611.6787
100634621,2.3226,3764.6484,8743.9053
100634660,2.4018,3750.0000,9006.8096
100634700,2.2698,3779.2969,8578.4287
100634739,2.2962,3793.9453,8711.8145
100634779,2.3490,3789.0625,8900.6172
100634818,2.2698,3759.7656,8534.0957
100634858,2.2171,3779.2969,8378.9307
100634898,2.1907,3803.7109,8332.6650
100634937,2.1115,3808.5938,8041.7939
100634977,2.2171,3774.4141,8368.1055
100635016,2.2171,3769.5313,8357.2803
100635056,2.2171,3798.8281,8422.2334
100635096,2.2962,3808.5938,8745.4512
100635134,2.1643,3793.9453,8211.1357
100635174,2.1907,3754.8828,8225.6982
100635213,2.2698,3774.4141,8567.3457
100635253,2.1907,3793.9453,8311.2715
100635293,2.3226,3789.0625,8800.6094
100635332,2.2435,3764.6484,8445.8174
100635372,2.2962,3764.6484,8644.5420
100635411,2.2698,3789.0625,8600.5957
100635451,2.2698,3789.0625,8600.5957
100635491,2.2962,3774.4141,8666.9658
100635530,2.2962,3754.8828,8622.1182
100635570,2.2435,3769.5313,8456.7715
100635609,2.3490,3784.1797,8889.1475
100635649,2.1907,3789.0625,8300.5752
100635688,2.2435,3759.7656,8434.8633
100635727,2.1115,3759.7656,7938.6943
100635767,2.1643,3789.0625,8200.5684
100635806,2.1907,3803.7109,8332.6650
100635846,2.1643,3779.2969,8179.4331
100635886,2.1907,3764.6484,8247.0918
100635925,2.1115,3789.0625,8000.5542
100635965,2.2171,3813.4766,8454.7090
100636004,2.1115,3798.8281,8021.1738
100636044,2.0323,3774.4141,7670.7632
100636083,2.2435,3793.9453,8511.5439
100636123,2.1115,3808.5938,8041.7939
100636163,2.0587,3808.5938,7840.7495
100636201,2.1907,3774.4141,8268.4854
100636241,2.2171,3789.0625,8400.5820
100636280,2.2171,3798.8281,8422.2334
100636320,2.2698,3798.8281,8622.7617
100636360,2.2435,3745.1172,8402.0000
100636399,2.2698,3769.5313,8556.2627
100636439,2.2435,3793.9453,8511.5439
100636478,2.3490,3803.7109,8935.0264
100636518,2.1643,3774.4141,8168.8652
100636558,2.1643,3769.5313,8158.2974
100636597,2.2171,3798.8281,8422.2334
100636637,2.2171,3808.5938,8443.8838
100636676,2.1907,3774.4141,8268.4854
100636716,2.2171,3759.7656,8335.6289
100636755,2.1907,3784.1797,8289.8779
100636794,2.2962,3793.9453,8711.8145
100636834,2.1643,3759.7656,8137.1621
100636873,2.2435,3769.5313,8456.7715
100636913,2.1643,3774.4141,8168.8652
100636953,2.1643,3813.4766,8253.4072
100636992,2.1643,3808.5938,8242.8398
100637032,2.1379,3764.6484,8048.3667
100637071,2.1379,3789.0625,8100.5610
100637111,2.1907,3803.7109,8332.6650
100637151,2.1379,3803.7109,8131.8779
100637190,2.2171,3769.5313,8357.2803
100637230,2.1115,3759.7656,7938.6943
100637268,2.3754,3784.1797,8989.0244
100637308,2.2962,3803.7109,8734.2393
100637347,2.2698,3779.2969,8578.4287
100637387,2.2698,3759.7656,8534.0957
100637427,2.2171,3769.5313,8357.2803
100637466,2.2171,3803.7109,8433.0586
100637506,2.1379,3813.4766,8152.7554
100637545,2.2435,3784.1797,8489.6348
100637585,2.1907,3779.2969,8279.1816
100637625,2.2435,3793.9453,8511.5439
100637664,2.2435,3789.0625,8500.5889
100637704,2.1643,3784.1797,8190.0005
100637743,2.1907,3769.5313,8257.7881
100637783,2.1907,3774.4141,8268.4854
100637822,2.1907,3798.8281,8321.9678
100637861,2.2435,3789.0625,8500.5889
100637901,2.1379,3779.2969,8079.6836
100637940,2.1643,3808.5938,8242.8398
100637980,2.1907,3808.5938,8343.3613
100638020,2.1643,3798.8281,8221.7041
100638059,2.2698,3759.7656,8534.0957
100638099,2.3490,3764.6484,8843.2676
100638138,2.2698,3779.2969,8578.4287
100638178,2.2962,3793.9453,8711.8145
100638218,2.2435,3759.7656,8434.8633
100638257,2.2171,3764.6484,8346.4541
100638297,2.2698,3779.2969,8578.4287
100638336,2.2171,3798.8281,8422.2334
100638375,2.1643,3774.4141,8168.8652
100638415,2.1643,3769.5313,8158.2974
100638454,2.1379,3793.9453,8111.0000
100638494,2.1379,3813.4766,8152.7554
100638533,2.0587,3813.4766,7850.8018
100638573,2.1907,3789.0625,8300.5752
100638612,2.1379,3779.2969,8079.6836
100638652,2.2962,3789.0625,8700.6025
100638692,2.2171,3784.1797,8389.7568
100638731,2.2698,3759.7656,8534.0957
100638771,2.2698,3764.6484,8545.1797
100638810,2.2698,3784.1797,8589.5117
100638850,2.2435,3784.1797,8489.6348
100638889,2.2962,3774.4141,8666.9658
100638928,2.2171,3769.5313,8357.2803
100638968,2.1379,3789.0625,8100.5610
100639007,2.2435,3808.5938,8544.4063
100639047,2.1907,3793.9453,8311.2715
100639087,2.1907,3774.4141,8268.4854
100639126,2.1907,3789.0625,8300.5752
100639166,2.1643,3803.7109,8232.2715
100639205,2.1379,3774.4141,8069.2446
100639245,2.2698,3774.4141,8567.3457
100639285,2.1115,3769.5313,7959.3140
100639324,2.1907,3798.8281,8321.9678
100639364,2.2435,3803.7109,8533.4521
100639403,2.1379,3789.0625,8100.5610
100639442,2.1643,3774.4141,8168.8652
100639482,2.2962,3769.5313,8655.7539
100639521,2.2962,3789.0625,8700.6025
100639561,2.4018,3774.4141,9065.4473
100639600,2.3226,3750.0000,8709.8818
100639640,2.2698,3769.5313,8556.2627
100639680,2.2171,3789.0625,8400.5820
100639719,2.1907,3798.8281,8321.9678
100639759,2.2171,3779.2969,8378.9307
100639798,2.2435,3764.6484,8445.8174
100639838,2.1379,3793.9453,8111.0000
100639877,2.1115,3813.4766,8052.1040
100639917,2.1379,3798.8281,8121.4390
100639956,2.1379,3769.5313,8058.8057
100639995,2.1643,3789.0625,8200.5684
100640035,2.2435,3798.8281,8522.4980
100640074,2.2435,3798.8281,8522.4980
100640114,2.3490,3779.2969,8877.6777
100640154,2.2698,3774.4141,8567.3457
100640193,2.2698,3779.2969,8578.4287
100640233,2.2962,3793.9453,8711.8145
100640272,2.2962,3784.1797,8689.3906
100640312,2.2171,3754.8828,8324.8037
100640352,2.1907,3779.2969,8279.1816
100640391,2.2171,3793.9453,8411.4072
100640431,2.1643,3808.5938,8242.8398
100640470,2.2171,3784.1797,8389.7568
100640509,2.1115,3774.4141,7969.6240
100640549,2.1643,3808.5938,8242.8398
100640588,2.0851,3818.3594,7961.6343
100640628,2.1907,3798.8281,8321.9678
100640667,2.2962,3754.8828,8622.1182
100640707,2.3490,3764.6484,8843.2676
100640747,2.4282,3779.2969,9176.9248
100640786,2.3754,3779.2969,8977.4258
100640826,2.2698,3779.2969,8578.4287
100640865,2.1643,3754.8828,8126.5942
100640905,2.1907,3789.0625,8300.5752
100640945,2.0851,3818.3594,7961.6343
100640984,2.1643,3798.8281,8221.7041
100641024,2.0587,3769.5313,7760.3315
100641062,2.1643,3784.1797,8190.0005
100641102,2.2962,3793.9453,8711.8145
100641141,2.2435,3789.0625,8500.5889
100641181,2.2962,3735.3516,8577.2695
100641221,2.2962,3759.7656,8633.3301
100641260,2.2962,3789.0625,8700.6025
100641300,2.2435,3798.8281,8522.4980
100641339,2.1643,3789.0625,8200.5684
100641379,2.2171,3759.7656,8335.6289
100641419,2.2171,3798.8281,8422.2334
100641458,2.1643,3798.8281,8221.7041
100641498,2.1379,3803.7109,8131.8779
100641537,2.1379,3774.4141,8069.2446
100641576,2.1643,3784.1797,8190.0005
100641616,2.1907,3808.5938,8343.3613
100641655,2.1379,3803.7109,8131.8779
100641695,2.2171,3764.6484,8346.4541
100641734,2.2962,3798.8281,8723.0273
100641774,2.3226,3784.1797,8789.2686
100641814,2.3226,3769.5313,8755.2461
100641853,2.2435,3769.5313,8456.7715
100641893,2.2698,3779.2969,8578.4287
100641932,2.3226,3798.8281,8823.2920
100641972,2.2171,3793.9453,8411.4072
100642012,2.1643,3784.1797,8190.0005
100642051,2.2435,3769.5313,8456.7715
100642091,2.2435,3793.9453,8511.5439
100642129,2.2698,3798.8281,8622.7617
100642169,2.2962,3784.1797,8689.3906
100642209,2.3226,3759.7656,8732.5635
100642248,2.3490,3779.2969,8877.6777
100642288,2.3490,3779.2969,8877.6777
100642327,2.4282,3793.9453,9212.4941
100642367,2.2698,3759.7656,8534.0957
100642406,2.2171,3764.6484,8346.4541
100642446,2.2435,3789.0625,8500.5889
100642486,2.1907,3793.9453,8311.2715
100642525,2.2435,3754.8828,8423.9082
100642565,2.3490,3754.8828,8820.3281
100642604,2.3490,3774.4141,8866.2070
100642643,2.2962,3793.9453,8711.8145
100642683,2.3226,3764.6484,8743.9053
100642722,2.2962,3764.6484,8644.5420
100642762,2.3226,3774.4141,8766.5869
100642801,2.2698,3793.9453,8611.6787
100642841,2.1907,3793.9453,8311.2715
100642881,2.1643,3754.8828,8126.5942
100642920,2.1643,3769.5313,8158.2974
100642960,2.1907,3798.8281,8321.9678
100642999,2.1907,3764.6484,8247.0918
100643039,2.2171,3759.7656,8335.6289
100643079,2.2698,3774.4141,8567.3457
100643118,2.2171,3793.9453,8411.4072
100643158,2.2698,3793.9453,8611.6787
100643196,2.2435,3759.7656,8434.8633
100643236,2.2435,3754.8828,8423.9082
100643276,2.2171,3793.9453,8411.4072
100643315,2.2962,3793.9453,8711.8145
100643355,2.2962,3759.7656,8633.3301
100643394,2.3226,3750.0000,8709.8818
100643434,2.3226,3774.4141,8766.5869
100643474,2.4018,3774.4141,9065.4473
100643513,2.3226,3764.6484,8743.9053
100643553,2.2698,3769.5313,8556.2627
100643592,2.1907,3779.2969,8279.1816
100643632,2.3754,3813.4766,9058.6172
100643671,2.1379,3789.0625,8100.5610
100643710,2.1907,3774.4141,8268.4854
100643750,2.2435,3793.9453,8511.5439
100643789,2.1643,3793.9453,8211.1357
100643829,2.1379,3769.5313,8058.8057
100643868,2.2435,3754.8828,8423.9082
100643908,2.2962,3784.1797,8689.3906
100643948,2.2171,3789.0625,8400.5820
100643987,2.3226,3774.4141,8766.5869
100644027,2.2698,3750.0000,8511.9297
100644066,2.2171,3774.4141,8368.1055
100644106,2.2698,3798.8281,8622.7617
100644146,2.1907,3769.5313,8257.7881
100644185,2.2962,3759.7656,8633.3301
100644225,2.2435,3784.1797,8489.6348
100644263,2.2962,3750.0000,8610.9053
100644303,2.2435,3779.2969,8478.6807
100644343,2.2698,3740.2344,8489.7627
100644382,2.3226,3769.5313,8755.2461
100644422,2.2962,3789.0625,8700.6025
100644461,2.3490,3793.9453,8912.0869
100644501,2.2962,3750.0000,8610.9053
100644541,2.1643,3784.1797,8190.0005
100644580,2.2171,3798.8281,8422.2334
100644620,2.1379,3793.9453,8111.0000
100644659,2.2171,3784.1797,8389.7568
100644699,2.2435,3769.5313,8456.7715
100644739,2.1643,3789.0625,8200.5684
100644777,2.2171,3803.7109,8433.0586
100644817,2.2171,3784.1797,8389.7568
100644856,2.1907,3759.7656,8236.3955
100644896,2.2435,3779.2969,8478.6807
100644935,2.1907,3789.0625,8300.5752
100644975,2.2962,3793.9453,8711.8145
100645015,2.1379,3754.8828,8027.4893
100645054,2.2435,3769.5313,8456.7715
100645094,2.1643,3784.1797,8190.0005
100645133,2.1907,3793.9453,8311.2715
100645173,2.2435,3769.5313,8456.7715
100645213,2.2171,3764.6484,8346.4541
100645252,2.1379,3793.9453,8111.0000
100645292,2.2698,3793.9453,8611.6787
100645330,2.1643,3789.0625,8200.5684
100645370,2.1907,3759.7656,8236.3955
100645410,2.2435,3789.0625,8500.5889
100645449,2.0851,3784.1797,7890.3667
100645489,2.2962,3803.7109,8734.2393
100645528,2.2435,3789.0625,8500.5889
100645568,2.2698,3774.4141,8567.3457
100645608,2.1907,3789.0625,8300.5752
100645647,2.1907,3793.9453,8311.2715
100645687,2.2962,3764.6484,8644.5420
100645726,2.2435,3764.6484,8445.8174
100645766,2.2171,3798.8281,8422.2334
100645806,2.1907,3789.0625,8300.5752
100645844,2.2435,3754.8828,8423.9082
100645884,2.3226,3750.0000,8709.8818
100645923,2.2698,3779.2969,8578.4287
100645963,2.2171,3789.0625,8400.5820
100646003,2.1643,3779.2969,8179.4331
100646042,2.2171,3759.7656,8335.6289
100646082,2.2962,3789.0625,8700.6025
100646121,2.2171,3798.8281,8422.2334
100646161,2.1907,3779.2969,8279.1816
100646200,2.2962,3764.6484,8644.5420
100646240,2.2962,3789.0625,8700.6025
100646280,2.1643,3784.1797,8190.0005
100646319,2.1643,3784.1797,8190.0005
100646359,2.1643,3764.6484,8147.7300
100646397,2.2171,3784.1797,8389.7568
100646437,2.2171,3784.1797,8389.7568
100646477,2.1907,3784.1797,8289.8779
100646516,2.2435,3769.5313,8456.7715
100646556,2.2435,3779.2969,8478.6807
100646595,2.2698,3793.9453,8611.6787
100646635,2.1907,3784.1797,8289.8779
100646675,2.2698,3745.1172,8500.8467
100646714,2.3490,3784.1797,8889.1475
100646754,2.2962,3784.1797,8689.3906
100646793,2.2962,3764.6484,8644.5420
100646833,2.2698,3759.7656,8534.0957
100646873,2.2171,3784.1797,8389.7568
100646912,2.2435,3793.9453,8511.5439
100646951,2.2962,3784.1797,8689.3906
100646990,2.2435,3774.4141,8467.7256
100647030,2.1115,3798.8281,8021.1738
100647070,2.1379,3789.0625,8100.5610
100647109,2.2435,3784.1797,8489.6348
100647149,2.2962,3750.0000,8610.9053
100647188,2.2698,3784.1797,8589.5117
100647228,2.2435,3784.1797,8489.6348
100647268,2.3490,3769.5313,8854.7373
100647307,2.3754,3735.3516,8873.0371
100647347,2.2698,3769.5313,8556.2627
100647386,2.3226,3789.0625,8800.6094
100647426,2.3226,3779.2969,8777.9277
100647464,2.3490,3750.0000,8808.8584
100647504,2.2435,3774.4141,8467.7256
100647544,2.2962,3789.0625,8700.6025
100647583,2.2962,3789.0625,8700.6025
100647623,2.3226,3745.1172,8698.5410
100647662,2.3226,3769.5313,8755.2461
100647702,2.2698,3784.1797,8589.5117
100647742,2.2171,3784.1797,8389.7568
100647781,2.1907,3759.7656,8236.3955
100647821,2.2171,3769.5313,8357.2803
100647860,2.2962,3764.6484,8644.5420
100647900,2.3226,3789.0625,8800.6094
100647940,2.3490,3750.0000,8808.8584
100647979,2.2698,3750.0000,8511.9297
100648018,2.2435,3764.6484,8445.8174
100648057,2.2171,3769.5313,8357.2803
100648097,2.2435,3779.2969,8478.6807
100648137,2.2435,3759.7656,8434.8633
100648176,2.2171,3759.7656,8335.6289
100648216,2.2171,3784.1797,8389.7568
100648255,2.2962,3779.2969,8678.1787
100648295,2.3490,3754.8828,8820.3281
100648335,2.3226,3769.5313,8755.2461
100648374,2.2962,3779.2969,8678.1787
100648414,2.3226,3769.5313,8755.2461
100648453,2.3490,3745.1172,8797.3887
100648493,2.3226,3769.5313,8755.2461
100648532,2.2962,3789.0625,8700.6025
100648571,2.3226,3793.9453,8811.9512
100648611,2.1643,3754.8828,8126.5942
100648650,2.1643,3774.4141,8168.8652
100648690,2.1643,3813.4766,8253.4072
100648729,2.1907,3793.9453,8311.2715
100648769,2.2171,3764.6484,8346.4541
100648809,2.2435,3779.2969,8478.6807
100648848,2.2435,3784.1797,8489.6348
100648888,2.3754,3774.4141,8965.8271
100648927,2.4546,3735.3516,9168.8047
100648967,2.5602,3725.5859,9538.1602
100649007,2.4546,3754.8828,9216.7461
100649046,2.4282,3769.5313,9153.2119
100649085,2.3490,3774.4141,8866.2070
100649124,2.4018,3759.7656,9030.2646
100649164,2.2435,3759.7656,8434.8633
100649204,2.1379,3808.5938,8142.3169
100649243,2.0851,3823.2422,7971.8154
100649283,2.0323,3793.9453,7710.4565
100649322,2.0587,3813.4766,7850.8018
100649362,2.0851,3808.5938,7941.2725
100649402,2.0587,3818.3594,7860.8540
100649441,2.2171,3750.0000,8313.9775
100649481,2.2698,3769.5313,8556.2627
100649520,2.2435,3793.9453,8511.5439
100649560,2.2171,3789.0625,8400.5820
100649600,2.4018,3759.7656,9030.2646
100649638,2.2171,3759.7656,8335.6289
100649678,2.2698,3764.6484,8545.1797
100649717,2.3226,3764.6484,8743.9053
100649757,2.4018,3745.1172,8995.0820
100649797,2.1907,3769.5313,8257.7881
100649836,2.3226,3793.9453,8811.9512
100649876,2.2698,3793.9453,8611.6787
100649915,2.2171,3754.8828,8324.8037
100649955,2.2171,3764.6484,8346.4541
100649994,2.2962,3793.9453,8711.8145
100650034,2.2962,3779.2969,8678.1787
100650074,2.3754,3754.8828,8919.4326
100650113,2.2962,3769.5313,8655.7539
100650152,2.1907,3784.1797,8289.8779
100650191,2.2962,3779.2969,8678.1787
100650231,2.2698,3745.1172,8500.8467
100650271,2.3754,3769.5313,8954.2285
100650310,2.3226,3789.0625,8800.6094
100650350,2.2698,3774.4141,8567.3457
100650389,2.2962,3750.0000,8610.9053
100650429,2.1907,3759.7656,8236.3955
100650469,2.3226,3779.2969,8777.9277
100650508,2.2435,3789.0625,8500.5889
100650548,2.2435,3754.8828,8423.9082
100650587,2.2435,3798.8281,8522.4980
100650627,2.2435,3789.0625,8500.5889
100650667,2.2171,3793.9453,8411.4072
100650705,2.2698,3754.8828,8523.0127
100650745,2.2171,3774.4141,8368.1055
100650784,2.1907,3813.4766,8354.0576
100650824,2.2698,3793.9453,8611.6787
100650864,2.1643,3774.4141,8168.8652
100650903,2.1115,3789.0625,8000.5542
100650943,2.0851,3808.5938,7941.2725
100650982,2.1907,3793.9453,8311.2715
100651022,2.2962,3754.8828,8622.1182
100651062,2.2435,3774.4141,8467.7256
100651101,2.2698,3784.1797,8589.5117
100651141,2.2962,3774.4141,8666.9658
100651180,2.2698,3745.1172,8500.8467
100651219,2.3754,3764.6484,8942.6299
100651258,2.2698,3789.0625,8600.5957
100651298,2.2435,3774.4141,8467.7256
100651338,2.2171,3759.7656,8335.6289
100651377,2.1907,3774.4141,8268.4854
100651417,2.1907,3803.7109,8332.6650
100651456,2.2171,3779.2969,8378.9307
100651496,2.2962,3769.5313,8655.7539
100651536,2.2171,3769.5313,8357.2803
100651575,2.1907,3793.9453,8311.2715
100651615,2.1643,3789.0625,8200.5684
100651654,2.2171,3754.8828,8324.8037
100651694,2.0851,3784.1797,7890.3667
100651734,2.3490,3793.9453,8912.0869
100651772,2.1907,3789.0625,8300.5752
100651812,2.1643,3754.8828,8126.5942
100651851,2.1379,3803.7109,8131.8779
100651891,2.1379,3808.5938,8142.3169
100651931,2.2435,3789.0625,8500.5889
100651970,2.1907,3764.6484,8247.0918
100652010,2.2962,3764.6484,8644.5420
100652049,2.3490,3779.2969,8877.6777
100652089,2.4546,3769.5313,9252.7021
100652129,2.3226,3735.3516,8675.8594
100652168,2.4018,3754.8828,9018.5371
100652208,2.4282,3759.7656,9129.4990
100652247,2.2962,3784.1797,8689.3906
100652286,2.2435,3750.0000,8412.9541
100652326,2.2435,3754.8828,8423.9082
100652365,2.2698,3803.7109,8633.8447
100652405,2.2171,3803.7109,8433.0586
100652444,2.3226,3779.2969,8777.9277
100652484,2.1907,3750.0000,8215.0020
100652523,2.2171,3779.2969,8378.9307
100652563,2.2698,3798.8281,8622.7617
100652603,2.3490,3764.6484,8843.2676
100652642,2.2698,3745.1172,8500.8467
100652682,2.3226,3779.2969,8777.9277
100652721,2.3226,3774.4141,8766.5869
100652761,2.4018,3769.5313,9053.7197
100652801,2.3490,3745.1172,8797.3887
100652839,2.4546,3759.7656,9228.7314
100652879,2.2962,3784.1797,8689.3906
100652918,2.1907,3779.2969,8279.1816
100652958,2.2698,3759.7656,8534.0957
100652998,2.1643,3789.0625,8200.5684
100653037,2.1907,3808.5938,8343.3613
100653077,2.3226,3789.0625,8800.6094
100653116,2.2435,3774.4141,8467.7256
100653156,2.3754,3769.5313,8954.2285
100653196,2.2698,3784.1797,8589.5117
100653235,2.2435,3774.4141,8467.7256
100653275,2.2962,3754.8828,8622.1182
100653314,2.2698,3759.7656,8534.0957
100653353,2.2435,3789.0625,8500.5889
100653393,2.2171,3789.0625,8400.5820
100653432,2.2171,3745.1172,8303.1523
100653472,2.2698,3754.8828,8523.0127
100653511,2.1907,3798.8281,8321.9678
100653551,2.2435,3779.2969,8478.6807
100653591,2.1907,3759.7656,8236.3955
100653630,2.1379,3769.5313,8058.8057
100653670,2.1115,3808.5938,8041.7939
100653709,2.1643,3798.8281,8221.7041
100653749,2.2171,3769.5313,8357.2803
100653788,2.1115,3784.1797,7990.2441
100653828,2.1643,3793.9453,8211.1357
100653868,2.2171,3774.4141,8368.1055
100653906,2.2962,3754.8828,8622.1182
100653946,2.4282,3774.4141,9165.0684
100653985,2.3490,3789.0625,8900.6172
100654025,2.3490,3784.1797,8889.1475
100654065,2.3754,3745.1172,8896.2344
100654104,2.2698,3769.5313,8556.2627
100654144,2.2698,3779.2969,8578.4287
100654183,2.2698,3793.9453,8611.6787
100654223,2.2435,3759.7656,8434.8633
100654263,2.1643,3774.4141,8168.8652
100654302,2.1115,3789.0625,8000.5542
100654342,2.1115,3789.0625,8000.5542
100654381,2.1907,3769.5313,8257.7881
100654420,2.1907,3764.6484,8247.0918
100654460,2.1907,3784.1797,8289.8779
100654499,2.1907,3793.9453,8311.2715
100654539,2.2171,3793.9453,8411.4072
100654578,2.2171,3764.6484,8346.4541
100654618,2.2171,3779.2969,8378.9307
100654658,2.2171,3793.9453,8411.4072
100654697,2.2698,3789.0625,8600.5957
100654737,2.2698,3745.1172,8500.8467
100654776,2.2962,3754.8828,8622.1182
100654816,2.3226,3784.1797,8789.2686
100654856,2.3226,3769.5313,8755.2461
100654895,2.3490,3745.1172,8797.3887
100654935,2.3490,3750.0000,8808.8584
100654973,2.2962,3769.5313,8655.7539
100655013,2.2698,3793.9453,8611.6787
100655052,2.2435,3784.1797,8489.6348
100655092,2.2435,3754.8828,8423.9082
100655132,2.1379,3779.2969,8079.6836
100655171,2.1907,3793.9453,8311.2715
100655211,2.1643,3803.7109,8232.2715
100655250,2.1115,3774.4141,7969.6240
100655290,2.2171,3769.5313,8357.2803
100655330,2.1907,3784.1797,8289.8779
100655369,2.2698,3793.9453,8611.6787
100655409,2.2698,3754.8828,8523.0127
100655448,2.3490,3769.5313,8854.7373
100655488,2.2962,3784.1797,8689.3906
100655527,2.3490,3779.2969,8877.6777
100655566,2.2698,3759.7656,8534.0957
100655606,2.3490,3764.6484,8843.2676
100655645,2.2698,3789.0625,8600.5957
100655685,2.2698,3779.2969,8578.4287
100655725,2.1907,3759.7656,8236.3955
