03,1875437632,.8962
275463861,2.2435,3715.8203,8336.2734
275463901,2.3226,3710.9375,8619.1543
275463940,2.2962,3730.4688,8566.0576
275463980,2.2171,3730.4688,8270.6758
275464018,2.1643,3759.7656,8137.1621
275464058,2.0587,3759.7656,7740.2271
275464097,2.0323,3740.2344,7601.2998
275464137,2.0851,3754.8828,7829.2798
275464177,2.0587,3740.2344,7700.0181
275464216,2.0587,3735.3516,7689.9658
275464256,2.1379,3730.4688,7975.2949
275464295,2.2171,3715.8203,8238.1992
275464335,2.2171,3745.1172,8303.1523
275464375,2.2171,3735.3516,8281.5020
275464414,2.3226,3715.8203,8630.4951
275464454,2.3490,3730.4688,8762.9785
275464493,2.4018,3696.2891,8877.8057
275464532,2.4018,3715.8203,8924.7158
275464572,2.2962,3691.4063,8476.3604
275464611,2.3226,3740.2344,8687.2002
275464651,2.3226,3725.5859,8653.1768
275464690,2.1907,3754.8828,8225.6982
275464730,2.1115,3740.2344,7897.4541
275464770,2.1115,3740.2344,7897.4541
275464809,2.1115,3745.1172,7907.7642
275464849,2.1379,3750.0000,8017.0503
275464888,2.1643,3852.5391,8337.9492
275464928,2.2435,3740.2344,8391.0459
275464968,2.3754,3740.2344,8884.6357
275465007,2.1379,3725.5859,7964.8560
275465047,2.1379,3740.2344,7996.1724
275465085,2.3490,3720.7031,8740.0391
275465125,2.2698,3720.7031,8445.4297
275465165,2.4018,3735.3516,8971.6270
275465204,2.3754,3750.0000,8907.8330
275465244,2.4018,3710.9375,8912.9883
275465283,2.3226,3681.6406,8551.1084
275465323,2.3754,3715.8203,8826.6426
275465362,2.2698,3710.9375,8423.2637
275465402,2.2435,3779.2969,8478.6807
275465442,2.1115,3730.4688,7876.8340
275465481,2.1907,3676.7578,8054.5527
275465521,2.2171,3740.2344,8292.3271
275465560,2.2171,3715.8203,8238.1992
275465600,2.1379,3754.8828,8027.4893
275465639,2.1907,3725.5859,8161.5186
275465678,2.1115,3735.3516,7887.1440
275465718,2.1907,3779.2969,8279.1816
275465757,2.1907,3730.4688,8172.2153
275465797,2.1115,3735.3516,7887.1440
275465837,2.1379,3764.6484,8048.3667
275465876,2.2171,3725.5859,8259.8506
275465916,2.1907,3745.1172,8204.3057
275465955,2.3226,3745.1172,8698.5410
275465995,2.2435,3701.1719,8303.4102
275466035,2.2435,3740.2344,8391.0459
275466074,2.2698,3706.0547,8412.1807
275466114,2.3226,3720.7031,8641.8359
275466152,2.2698,3730.4688,8467.5967
275466192,2.2698,3710.9375,8423.2637
275466232,2.3490,3725.5859,8751.5088
275466271,2.2962,3706.0547,8509.9971
275466311,2.2698,3725.5859,8456.5137
275466350,2.3226,3720.7031,8641.8359
275466390,2.2698,3720.7031,8445.4297
275466430,2.3490,3720.7031,8740.0391
275466469,2.2171,3574.2188,7924.2603
275466509,2.1907,3740.2344,8193.6084
275466548,2.0851,3735.3516,7788.5557
275466588,2.0323,3754.8828,7631.0698
275466627,2.1115,3769.5313,7959.3140
275466667,2.1379,3740.2344,7996.1724
275466706,2.1115,3750.0000,7918.0742
275466745,2.1907,3745.1172,8204.3057
275466785,2.2171,3706.0547,8216.5488
275466824,2.1379,3740.2344,7996.1724
275466864,2.1643,3730.4688,8073.7554
275466904,2.2171,3706.0547,8216.5488
275466943,2.4810,3725.5859,9243.1660
275466983,2.3490,3715.8203,8728.5693
275467022,2.3754,3725.5859,8849.8398
275467062,2.4018,3715.8203,8924.7158
275467102,2.2171,3730.4688,8270.6758
275467141,2.1115,3750.0000,7918.0742
275467181,2.1643,3715.8203,8042.0522
275467219,2.2698,3730.4688,8467.5967
275467259,2.2435,3710.9375,8325.3193
275467299,2.3226,3725.5859,8653.1768
275467338,2.1907,3730.4688,8172.2153
275467378,2.3226,3686.5234,8562.4492
275467417,2.3754,3725.5859,8849.8398
275467457,2.2435,3701.1719,8303.4102
275467497,2.3490,3740.2344,8785.9180
275467536,2.2962,3725.5859,8554.8447
275467576,2.2435,3720.7031,8347.2275
275467615,2.1115,3740.2344,7897.4541
275467655,2.1115,3725.5859,7866.5239
275467695,2.1115,3745.1172,7907.7642
275467734,2.1115,3754.8828,7928.3843
275467773,2.0323,3735.3516,7591.3765
275467812,2.0587,3789.0625,7800.5405
275467852,2.1115,3735.3516,7887.1440
275467891,2.2698,3720.7031,8445.4297
275467931,2.2698,3754.8828,8523.0127
275467971,2.2171,3710.9375,8227.3740
275468010,2.2962,3710.9375,8521.2090
275468050,2.2698,3725.5859,8456.5137
275468089,2.3226,3725.5859,8653.1768
275468129,2.2171,3754.8828,8324.8037
275468169,2.2435,3720.7031,8347.2275
275468208,2.1379,3740.2344,7996.1724
275468248,2.2171,3750.0000,8313.9775
275468286,2.2435,3715.8203,8336.2734
275468326,2.2171,3740.2344,8292.3271
275468366,2.3226,3715.8203,8630.4951
275468405,2.2435,3696.2891,8292.4561
275468445,2.2962,3701.1719,8498.7842
275468484,2.3490,3701.1719,8694.1592
275468524,2.4018,3710.9375,8912.9883
275468564,2.3490,3686.5234,8659.7500
275468603,2.2698,3691.4063,8378.9307
275468643,2.2962,3720.7031,8543.6328
275468682,2.3226,3725.5859,8653.1768
275468722,2.3226,3745.1172,8698.5410
275468762,2.0851,3725.5859,7768.1934
275468801,2.0851,3774.4141,7870.0044
275468840,2.1643,3740.2344,8094.8911
275468879,2.1115,3720.7031,7856.2144
275468919,2.2171,3750.0000,8313.9775
275468959,2.1643,3750.0000,8116.0264
275468998,2.1643,3735.3516,8084.3232
275469038,2.2171,3745.1172,8303.1523
275469077,2.1379,3706.0547,7923.1006
275469117,2.1643,3686.5234,7978.6460
275469156,2.1379,3745.1172,8006.6113
275469196,2.2962,3730.4688,8566.0576
275469236,2.1115,3754.8828,7928.3843
275469275,2.2698,3715.8203,8434.3467
275469315,2.2698,3725.5859,8456.5137
275469353,2.2698,3725.5859,8456.5137
275469393,2.1907,3710.9375,8129.4287
275469433,2.2435,3735.3516,8380.0908
275469472,2.2698,3720.7031,8445.4297
275469512,2.2698,3710.9375,8423.2637
275469551,2.3490,3725.5859,8751.5088
275469591,2.2698,3691.4063,8378.9307
275469631,2.2962,3745.1172,8599.6934
275469670,2.3226,3710.9375,8619.1543
275469710,2.2171,3730.4688,8270.6758
275469749,2.2962,3730.4688,8566.0576
275469789,2.1907,3710.9375,8129.4287
275469829,2.1379,3750.0000,8017.0503
275469868,2.0323,3740.2344,7601.2998
275469907,2.0323,3730.4688,7581.4531
275469946,2.1115,3754.8828,7928.3843
275469986,2.1907,3720.7031,8150.8223
275470026,2.2435,3735.3516,8380.0908
275470065,2.2962,3725.5859,8554.8447
275470105,2.3754,3706.0547,8803.4443
275470144,2.2962,3725.5859,8554.8447
275470184,2.2698,3701.1719,8401.0967
275470224,2.3226,3696.2891,8585.1309
275470263,2.3490,3715.8203,8728.5693
275470303,2.3226,3710.9375,8619.1543
275470342,2.1643,3745.1172,8105.4590
275470382,2.0587,3750.0000,7720.1226
275470420,2.0323,3754.8828,7631.0698
275470460,2.0851,3745.1172,7808.9175
275470500,2.1643,3730.4688,8073.7554
275470539,2.1643,3754.8828,8126.5942
275470579,2.1643,3740.2344,8094.8911
275470618,2.1379,3740.2344,7996.1724
275470658,2.0851,3764.6484,7849.6421
275470698,2.1643,3706.0547,8020.9170
275470737,2.1115,3730.4688,7876.8340
275470777,2.2435,3725.5859,8358.1826
275470816,2.4282,3686.5234,8951.6514
275470856,2.3490,3701.1719,8694.1592
275470896,2.5074,3691.4063,9255.7959
275470935,2.4018,3706.0547,8901.2607
275470974,2.3754,3691.4063,8768.6484
275471013,2.2435,3730.4688,8369.1367
275471053,2.2435,3725.5859,8358.1826
275471093,2.1907,3710.9375,8129.4287
275471132,2.1907,3750.0000,8215.0020
275471172,2.2962,3725.5859,8554.8447
275471211,2.1643,3779.2969,8179.4331
275471251,2.0851,3735.3516,7788.5557
275471291,2.0851,3715.8203,7747.8311
275471330,2.1907,3735.3516,8182.9121
275471370,2.1379,3730.4688,7975.2949
275471409,2.2171,3745.1172,8303.1523
275471449,2.2171,3725.5859,8259.8506
275471489,2.2698,3735.3516,8478.6797
275471527,2.2698,3745.1172,8500.8467
275471567,2.2698,3725.5859,8456.5137
275471606,2.2698,3720.7031,8445.4297
275471646,2.1115,3740.2344,7897.4541
275471685,2.1907,3706.0547,8118.7324
275471725,2.2435,3754.8828,8423.9082
275471765,2.2171,3735.3516,8281.5020
275471804,2.2962,3701.1719,8498.7842
275471844,2.2171,3730.4688,8270.6758
275471883,2.2435,3706.0547,8314.3652
275471923,2.1643,3740.2344,8094.8911
275471963,2.1907,3725.5859,8161.5186
275472002,2.1643,3730.4688,8073.7554
275472041,2.1115,3759.7656,7938.6943
275472080,2.1115,3735.3516,7887.1440
275472120,2.3490,3725.5859,8751.5088
275472160,2.1643,3745.1172,8105.4590
275472199,2.2698,3706.0547,8412.1807
275472239,2.1907,3764.6484,8247.0918
275472278,2.2171,3725.5859,8259.8506
275472318,2.2435,3710.9375,8325.3193
275472358,2.3490,3740.2344,8785.9180
275472397,2.2171,3725.5859,8259.8506
275472437,2.1907,3750.0000,8215.0020
275472476,2.2962,3725.5859,8554.8447
275472516,2.2698,3701.1719,8401.0967
275472556,2.1907,3735.3516,8182.9121
275472594,2.1907,3710.9375,8129.4287
275472634,2.1907,3725.5859,8161.5186
275472673,2.1643,3735.3516,8084.3232
275472713,2.0851,3725.5859,7768.1934
275472753,2.2171,3720.7031,8249.0254
275472792,2.2435,3549.8047,7963.8252
275472832,2.2962,3720.7031,8543.6328
275472871,2.2698,3730.4688,8467.5967
275472911,2.2171,3701.1719,8205.7227
275472950,2.1643,3745.1172,8105.4590
275472990,2.0587,3867.1875,7961.3765
275473030,2.2698,3715.8203,8434.3467
275473069,2.2171,3730.4688,8270.6758
275473108,2.2171,3706.0547,8216.5488
275473147,2.1907,3745.1172,8204.3057
275473187,2.1907,3730.4688,8172.2153
275473227,2.0851,3740.2344,7798.7368
275473266,2.1907,3759.7656,8236.3955
275473306,2.2171,3666.9922,8129.9448
275473345,2.3754,3720.7031,8838.2412
275473385,2.3754,3715.8203,8826.6426
275473425,2.2962,3706.0547,8509.9971
275473464,2.3226,3725.5859,8653.1768
275473504,2.2962,3725.5859,8554.8447
275473543,2.2435,3745.1172,8402.0000
275473583,2.2698,3706.0547,8412.1807
275473623,2.2962,3725.5859,8554.8447
275473661,2.0851,3745.1172,7808.9175
275473701,2.2171,3725.5859,8259.8506
275473740,2.1907,3740.2344,8193.6084
275473780,2.2435,3715.8203,8336.2734
275473820,2.3490,3691.4063,8671.2197
275473859,2.2698,3725.5859,8456.5137
275473899,2.2435,3720.7031,8347.2275
275473938,2.1379,3750.0000,8017.0503
275473978,2.0851,3750.0000,7819.0986
275474018,2.0851,3740.2344,7798.7368
275474057,2.0587,3740.2344,7700.0181
275474097,2.1643,3623.0469,7841.2651
275474136,2.4018,3720.7031,8936.4443
275474176,2.2698,3710.9375,8423.2637
275474214,2.3226,3701.1719,8596.4717
275474254,2.2698,3730.4688,8467.5967
275474294,2.4018,3715.8203,8924.7158
275474333,2.2962,3740.2344,8588.4814
275474373,2.2962,3720.7031,8543.6328
275474412,2.3490,3710.9375,8717.0996
275474452,2.0587,3750.0000,7720.1226
275474492,2.1643,3720.7031,8052.6201
275474531,2.1643,3735.3516,8084.3232
275474571,2.1643,3754.8828,8126.5942
275474610,2.1115,3730.4688,7876.8340
275474650,2.2435,3720.7031,8347.2275
275474690,2.1379,3730.4688,7975.2949
275474728,2.0851,3706.0547,7727.4688
275474768,2.2171,3740.2344,8292.3271
275474807,2.2962,3720.7031,8543.6328
275474847,2.3754,3715.8203,8826.6426
275474887,2.2435,3715.8203,8336.2734
275474926,2.2962,3681.6406,8453.9365
275474966,2.4018,3715.8203,8924.7158
275475005,2.2698,3696.2891,8390.0137
275475045,2.3226,3720.7031,8641.8359
275475085,2.4018,3686.5234,8854.3506
275475124,2.2171,3730.4688,8270.6758
275475164,2.1643,3730.4688,8073.7554
275475203,2.2435,3710.9375,8325.3193
275475243,2.2435,3769.5313,8456.7715
275475282,2.2435,3750.0000,8412.9541
275475321,2.2171,3691.4063,8184.0723
275475361,2.1115,3754.8828,7928.3843
275475400,2.1379,3730.4688,7975.2949
275475440,2.1643,3725.5859,8063.1880
275475479,2.1643,3745.1172,8105.4590
275475519,2.2171,3720.7031,8249.0254
275475559,2.2962,3740.2344,8588.4814
275475598,2.2698,3706.0547,8412.1807
275475638,2.2171,3715.8203,8238.1992
275475677,2.2962,3720.7031,8543.6328
275475717,2.2962,3715.8203,8532.4209
275475757,2.3226,3735.3516,8675.8594
275475795,2.2171,3715.8203,8238.1992
275475835,2.2171,3715.8203,8238.1992
275475874,2.3226,3706.0547,8607.8125
275475914,2.3490,3701.1719,8694.1592
275475954,2.3754,3735.3516,8873.0371
275475993,2.1379,3706.0547,7923.1006
275476033,2.0323,3750.0000,7621.1465
275476072,2.0059,3764.6484,7551.5537
275476112,2.0323,3710.9375,7541.7593
275476152,2.0587,3759.7656,7740.2271
275476191,2.0851,3745.1172,7808.9175
275476231,2.1379,3720.7031,7954.4170
275476270,2.2962,3745.1172,8599.6934
275476310,2.2962,3720.7031,8543.6328
275476349,2.4282,3715.8203,9022.7900
275476388,2.3490,3725.5859,8751.5088
275476428,2.4546,3701.1719,9084.9072
275476467,2.3754,3696.2891,8780.2471
275476507,2.4282,3666.9922,8904.2256
275476547,2.4282,3696.2891,8975.3643
275476586,2.3490,3686.5234,8659.7500
275476626,2.2698,3740.2344,8489.7627
275476665,2.1643,3725.5859,8063.1880
275476705,2.0323,3823.2422,7769.9971
275476744,1.9531,3764.6484,7352.8291
275476784,1.9531,3759.7656,7343.2920
275476824,1.9531,3759.7656,7343.2920
275476862,2.0851,3774.4141,7870.0044
275476902,2.0851,3720.7031,7758.0122
275476941,2.2171,3750.0000,8313.9775
275476981,2.2698,3696.2891,8390.0137
275477021,2.2698,3715.8203,8434.3467
275477060,2.3490,3725.5859,8751.5088
275477100,2.2435,3701.1719,8303.4102
275477139,2.2435,3735.3516,8380.0908
275477179,2.1907,3730.4688,8172.2153
275477219,2.2171,3779.2969,8378.9307
275477258,2.3490,3715.8203,8728.5693
275477298,2.4282,3681.6406,8939.7949
275477337,2.4018,3710.9375,8912.9883
275477377,2.3226,3706.0547,8607.8125
275477416,2.2435,3730.4688,8369.1367
275477455,2.2698,3715.8203,8434.3467
275477495,2.1907,3725.5859,8161.5186
275477534,2.2962,3715.8203,8532.4209
275477574,2.3226,3701.1719,8596.4717
275477614,2.2698,3740.2344,8489.7627
275477653,2.1379,3740.2344,7996.1724
275477693,2.1379,3745.1172,8006.6113
275477732,2.0587,3730.4688,7679.9136
275477772,2.0851,3740.2344,7798.7368
275477812,2.1379,3740.2344,7996.1724
275477851,2.0851,3759.7656,7839.4609
275477891,2.1379,3735.3516,7985.7339
275477929,2.1379,3754.8828,8027.4893
275477969,2.1643,3735.3516,8084.3232
275478008,2.2171,3696.2891,8194.8975
275478048,2.2962,3715.8203,8532.4209
275478088,2.3754,3696.2891,8780.2471
275478127,2.3226,3725.5859,8653.1768
275478167,2.3754,3710.9375,8815.0439
275478206,2.3490,3735.3516,8774.4482
275478246,2.3226,3710.9375,8619.1543
275478286,2.2962,3730.4688,8566.0576
275478325,2.2698,3754.8828,8523.0127
275478365,2.0323,3725.5859,7571.5298
275478404,2.0851,3740.2344,7798.7368
275478444,2.1115,3735.3516,7887.1440
275478483,2.1115,3735.3516,7887.1440
275478522,2.1115,3750.0000,7918.0742
275478562,2.2171,3725.5859,8259.8506
275478601,2.1643,3715.8203,8042.0522
275478641,2.1907,3735.3516,8182.9121
275478681,2.1907,3720.7031,8150.8223
275478720,2.2171,3759.7656,8335.6289
275478760,2.1643,3730.4688,8073.7554
275478799,2.2698,3564.4531,8090.7661
275478839,2.1115,3745.1172,7907.7642
275478879,2.2698,3706.0547,8412.1807
275478918,2.2171,3725.5859,8259.8506
275478958,2.2698,3715.8203,8434.3467
275478996,2.3754,3618.1641,8594.6670
275479036,2.4546,3701.1719,9084.9072
275479076,2.4546,3696.2891,9072.9219
275479115,2.2698,3740.2344,8489.7627
275479155,2.2698,3725.5859,8456.5137
275479194,2.1115,3740.2344,7897.4541
275479234,2.1115,3730.4688,7876.8340
275479273,2.1643,3715.8203,8042.0522
275479313,2.1907,3686.5234,8075.9458
275479353,2.2171,3740.2344,8292.3271
275479392,2.1643,3730.4688,8073.7554
275479432,2.2435,3754.8828,8423.9082
275479471,2.1643,3720.7031,8052.6201
275479511,2.1907,3735.3516,8182.9121
275479550,2.2962,3725.5859,8554.8447
275479589,2.3490,3691.4063,8671.2197
275479629,2.2962,3740.2344,8588.4814
275479668,2.4282,3715.8203,9022.7900
275479708,2.2698,3730.4688,8467.5967
275479748,2.1907,3745.1172,8204.3057
275479787,2.1643,3710.9375,8031.4844
275479827,2.1643,3769.5313,8158.2974
275479866,2.1379,3745.1172,8006.6113
275479906,2.0851,3715.8203,7747.8311
275479946,2.1379,3750.0000,8017.0503
275479985,2.2171,3720.7031,8249.0254
275480025,2.1379,3735.3516,7985.7339
275480064,2.1115,3735.3516,7887.1440
275480103,2.1907,3725.5859,8161.5186
275480143,2.1643,3754.8828,8126.5942
275480182,2.1907,3715.8203,8140.1255
275480222,2.4810,3706.0547,9194.7090
275480261,2.4810,3706.0547,9194.7090
275480301,2.4546,3676.7578,9024.9805
275480341,2.5074,3686.5234,9243.5527
275480380,2.4282,3686.5234,8951.6514
275480420,2.4018,3706.0547,8901.2607
275480459,2.1643,3706.0547,8020.9170
275480499,2.2171,3750.0000,8313.9775
275480538,2.0851,3735.3516,7788.5557
275480578,2.1379,3759.7656,8037.9282
275480617,2.0851,3759.7656,7839.4609
275480656,2.1907,3735.3516,8182.9121
275480696,2.2435,3750.0000,8412.9541
275480735,2.1115,3740.2344,7897.4541
275480775,2.0851,3725.5859,7768.1934
275480815,2.2435,3745.1172,8402.0000
275480854,2.2171,3735.3516,8281.5020
275480894,2.2435,3725.5859,8358.1826
275480933,2.2435,3735.3516,8380.0908
275480973,2.3490,3710.9375,8717.0996
275481013,2.2171,3710.9375,8227.3740
275481052,2.3754,3696.2891,8780.2471
275481092,2.3490,3525.3906,8281.2441
275481131,2.3490,3710.9375,8717.0996
275481170,2.3490,3706.0547,8705.6289
275481210,2.3754,3735.3516,8873.0371
275481249,2.1643,3715.8203,8042.0522
275481289,2.1115,3745.1172,7907.7642
275481328,2.0851,3754.8828,7829.2798
275481368,2.1115,3740.2344,7897.4541
275481408,2.0587,3735.3516,7689.9658
275481447,2.2435,3730.4688,8369.1367
275481487,2.1643,3706.0547,8020.9170
275481526,2.2171,3706.0547,8216.5488
275481566,2.3490,3725.5859,8751.5088
275481606,2.2435,3701.1719,8303.4102
275481645,2.2962,3710.9375,8521.2090
275481684,2.3226,3706.0547,8607.8125
275481723,2.1907,3750.0000,8215.0020
275481763,2.3226,3720.7031,8641.8359
275481802,2.1907,3735.3516,8182.9121
275481842,2.1907,3730.4688,8172.2153
275481882,2.2171,3710.9375,8227.3740
275481921,2.2171,3710.9375,8227.3740
275481961,2.3490,3715.8203,8728.5693
275482000,2.1115,3740.2344,7897.4541
275482040,2.1643,3750.0000,8116.0264
275482080,2.1115,3720.7031,7856.2144
275482119,2.1643,3769.5313,8158.2974
275482159,2.1643,3730.4688,8073.7554
275482198,2.2171,3720.7031,8249.0254
275482237,2.2171,3740.2344,8292.3271
275482277,2.3226,3696.2891,8585.1309
275482316,2.2962,3710.9375,8521.2090
275482356,2.4546,3686.5234,9048.9512
275482395,2.3754,3720.7031,8838.2412
275482435,2.2698,3715.8203,8434.3467
275482475,2.1643,3725.5859,8063.1880
275482514,2.2171,3759.7656,8335.6289
275482554,2.1379,3715.8203,7943.9780
275482593,2.0851,3745.1172,7808.9175
275482633,2.1907,3759.7656,8236.3955
275482673,2.1907,3710.9375,8129.4287
275482712,2.3226,3686.5234,8562.4492
275482752,2.4018,3706.0547,8901.2607
275482790,2.3490,3706.0547,8705.6289
275482830,2.3226,3720.7031,8641.8359
275482870,2.4282,3720.7031,9034.6465
275482909,2.4018,3706.0547,8901.2607
275482949,2.2962,3676.7578,8442.7236
275482988,2.2435,3730.4688,8369.1367
275483028,2.2698,3730.4688,8467.5967
275483067,2.1115,3745.1172,7907.7642
275483107,2.0323,3769.5313,7660.8398
275483147,2.1115,3754.8828,7928.3843
275483186,2.0587,3774.4141,7770.3838
275483226,2.0059,3759.7656,7541.7593
275483265,2.1115,3725.5859,7866.5239
275483304,2.2698,3754.8828,8523.0127
275483344,2.4018,3715.8203,8924.7158
275483383,2.2698,3715.8203,8434.3467
275483423,2.4018,3715.8203,8924.7158
275483462,2.4546,3637.6953,8929.0977
275483502,2.4810,3696.2891,9170.4805
275483542,2.3754,3686.5234,8757.0498
275483581,2.4018,3725.5859,8948.1719
275483621,2.3226,3701.1719,8596.4717
275483660,2.2171,3725.5859,8259.8506
275483700,2.2962,3706.0547,8509.9971
275483740,2.2962,3710.9375,8521.2090
275483779,2.1379,3754.8828,8027.4893
275483819,2.1907,3720.7031,8150.8223
275483857,2.1379,3754.8828,8027.4893
275483897,2.1379,3774.4141,8069.2446
275483937,2.1379,3730.4688,7975.2949
275483976,2.0851,3730.4688,7778.3745
275484016,2.1907,3735.3516,8182.9121
275484055,2.1379,3715.8203,7943.9780
275484095,2.2171,3745.1172,8303.1523
275484135,2.2698,3735.3516,8478.6797
275484174,2.2435,3725.5859,8358.1826
275484214,2.2962,3710.9375,8521.2090
275484253,2.2962,3706.0547,8509.9971
275484293,2.2698,3740.2344,8489.7627
275484332,2.2698,3696.2891,8390.0137
275484371,2.3490,3701.1719,8694.1592
275484411,2.2698,3696.2891,8390.0137
275484450,2.2962,3691.4063,8476.3604
275484490,2.2171,3735.3516,8281.5020
275484529,2.2698,3706.0547,8412.1807
275484569,2.2171,3745.1172,8303.1523
275484609,2.1907,3745.1172,8204.3057
275484648,2.1115,3725.5859,7866.5239
275484688,2.0851,3745.1172,7808.9175
275484727,2.1643,3735.3516,8084.3232
275484767,2.1643,3725.5859,8063.1880
275484807,2.1643,3745.1172,8105.4590
275484846,2.1643,3725.5859,8063.1880
275484886,2.1907,3750.0000,8215.0020
275484924,2.1379,3730.4688,7975.2949
275484964,2.2435,3720.7031,8347.2275
275485004,2.2171,3754.8828,8324.8037
275485043,2.2171,3710.9375,8227.3740
275485083,2.1379,3720.7031,7954.4170
275485122,2.1643,3745.1172,8105.4590
275485162,2.2171,3710.9375,8227.3740
275485202,2.2435,3735.3516,8380.0908
275485241,2.2962,3730.4688,8566.0576
275485281,2.2435,3715.8203,8336.2734
275485320,2.3226,3618.1641,8403.6748
275485360,2.2962,3701.1719,8498.7842
275485400,2.4018,3696.2891,8877.8057
275485438,2.2435,3710.9375,8325.3193
275485478,2.4018,3720.7031,8936.4443
275485517,2.3754,3720.7031,8838.2412
275485557,2.2171,3715.8203,8238.1992
275485596,2.1379,3754.8828,8027.4893
275485636,2.1115,3730.4688,7876.8340
275485676,2.2962,3745.1172,8599.6934
275485715,2.1379,3745.1172,8006.6113
275485755,2.1379,3701.1719,7912.6616
275485794,2.1379,3745.1172,8006.6113
275485834,2.1907,3686.5234,8075.9458
275485874,2.1643,3720.7031,8052.6201
275485913,2.1907,3740.2344,8193.6084
275485953,2.1643,3710.9375,8031.4844
275485991,2.2962,3706.0547,8509.9971
275486031,2.3754,3701.1719,8791.8457
275486071,2.3754,3686.5234,8757.0498
275486110,2.4018,3696.2891,8877.8057
275486150,2.3226,3701.1719,8596.4717
275486189,2.2698,3745.1172,8500.8467
275486229,2.1907,3725.5859,8161.5186
275486269,2.1115,3745.1172,7907.7642
275486308,2.1379,3754.8828,8027.4893
275486348,2.1115,3725.5859,7866.5239
275486387,2.1643,3759.7656,8137.1621
275486427,2.1907,3720.7031,8150.8223
275486467,2.1643,3701.1719,8010.3491
275486505,2.3226,3725.5859,8653.1768
275486545,2.2962,3715.8203,8532.4209
275486584,2.2435,3740.2344,8391.0459
275486624,2.2171,3730.4688,8270.6758
275486664,2.1643,3701.1719,8010.3491
275486703,2.2698,3735.3516,8478.6797
275486743,2.3754,3706.0547,8803.4443
275486782,2.2962,3740.2344,8588.4814
275486822,2.1643,3725.5859,8063.1880
275486861,2.2171,3720.7031,8249.0254
275486901,2.1643,3740.2344,8094.8911
275486941,2.1115,3730.4688,7876.8340
275486980,2.0323,3764.6484,7650.9165
275487020,2.0851,3740.2344,7798.7368
275487058,2.1379,3720.7031,7954.4170
275487098,2.2435,3759.7656,8434.8633
275487138,2.1907,3725.5859,8161.5186
275487177,2.2698,3715.8203,8434.3467
275487217,2.2962,3745.1172,8599.6934
275487256,2.3226,3701.1719,8596.4717
275487296,2.2698,3730.4688,8467.5967
275487336,2.2435,3706.0547,8314.3652
275487375,2.2698,3715.8203,8434.3467
275487415,2.2962,3735.3516,8577.2695
275487454,2.4282,3681.6406,8939.7949
275487494,2.3754,3715.8203,8826.6426
275487534,2.2435,3686.5234,8270.5479
275487572,2.2962,3735.3516,8577.2695
275487612,2.2171,3876.9531,8595.4404
275487651,2.1643,3720.7031,8052.6201
275487691,2.1907,3745.1172,8204.3057
275487731,2.0851,3745.1172,7808.9175
275487770,2.1379,3754.8828,8027.4893
275487810,2.0851,3740.2344,7798.7368
275487849,2.2171,3720.7031,8249.0254
275487889,2.2171,3745.1172,8303.1523
275487929,2.3226,3735.3516,8675.8594
275487968,2.1907,3720.7031,8150.8223
275488008,2.1907,3720.7031,8150.8223
275488047,2.2435,3710.9375,8325.3193
275488087,2.2962,3735.3516,8577.2695
275488125,2.3490,3710.9375,8717.0996
275488165,2.2962,3720.7031,8543.6328
275488205,2.2962,3715.8203,8532.4209
275488244,2.2962,3696.2891,8487.5723
275488284,2.3226,3725.5859,8653.1768
275488323,2.3490,3710.9375,8717.0996
275488363,2.2171,3745.1172,8303.1523
275488403,2.1907,3754.8828,8225.6982
275488442,2.0851,3715.8203,7747.8311
275488482,2.0851,3754.8828,7829.2798
275488521,2.1643,3706.0547,8020.9170
275488561,2.3754,3710.9375,8815.0439
275488601,2.2435,3730.4688,8369.1367
275488640,2.2962,3686.5234,8465.1484
275488679,2.2962,3715.8203,8532.4209
275488718,2.2698,3715.8203,8434.3467
275488758,2.2698,3706.0547,8412.1807
275488798,2.3490,3720.7031,8740.0391
275488837,2.2698,3706.0547,8412.1807
275488877,2.2435,3735.3516,8380.0908
275488916,2.1115,3735.3516,7887.1440
275488956,2.1379,3720.7031,7954.4170
275488996,2.0851,3759.7656,7839.4609
275489035,2.0323,3745.1172,7611.2231
275489075,2.1379,3740.2344,7996.1724
275489114,2.1115,3754.8828,7928.3843
275489154,2.1643,3715.8203,8042.0522
275489193,2.3490,3701.1719,8694.1592
275489232,2.4018,3706.0547,8901.2607
275489272,2.2962,3725.5859,8554.8447
275489311,2.1643,3735.3516,8084.3232
275489351,2.2435,3715.8203,8336.2734
275489390,2.3754,3725.5859,8849.8398
275489430,2.3490,3676.7578,8636.8105
275489470,2.3490,3715.8203,8728.5693
275489509,2.4018,3696.2891,8877.8057
275489549,2.3754,3720.7031,8838.2412
275489588,2.2435,3720.7031,8347.2275
275489628,2.2435,3710.9375,8325.3193
275489668,2.1643,3750.0000,8116.0264
275489707,2.1115,3632.8125,7670.6343
275489746,2.0851,3750.0000,7819.0986
275489785,2.0323,3754.8828,7631.0698
275489825,1.9795,3745.1172,7413.5288
275489865,2.0587,3759.7656,7740.2271
275489904,2.0587,3740.2344,7700.0181
275489944,2.1643,3725.5859,8063.1880
275489983,2.1907,3740.2344,8193.6084
275490023,2.1643,3710.9375,8031.4844
275490063,2.3490,3725.5859,8751.5088
275490102,2.3754,3701.1719,8791.8457
275490142,2.4282,3686.5234,8951.6514
