960,0.1??,?8.203,744.2526
351156005,2.2171,3754.8828,8324.8037
351156045,2.2171,3754.8828,8324.8037
351156084,2.2435,3725.5859,8358.1826
351156124,2.3226,3735.3516,8675.8594
351156163,2.2962,3740.2344,8588.4814
351156203,2.2435,3735.3516,8380.0908
351156243,2.0587,3779.2969,7780.4360
351156282,2.1115,3730.4688,7876.8340
351156322,2.1379,3750.0000,8017.0503
351156361,2.3226,3725.5859,8653.1768
351156401,2.2698,3706.0547,8412.1807
351156441,2.3490,3715.8203,8728.5693
351156480,2.3226,3696.2891,8585.1309
351156519,2.3226,3735.3516,8675.8594
351156558,2.4282,3710.9375,9010.9336
351156598,2.4018,3730.4688,8959.8994
351156638,2.2435,3725.5859,8358.1826
351156677,2.3490,3696.2891,8682.6895
351156717,2.4018,3784.1797,9088.9033
351156756,2.2435,3676.7578,8248.6387
351156796,2.1643,3764.6484,8147.7300
351156836,2.1907,3735.3516,8182.9121
351156875,2.1643,3730.4688,8073.7554
351156915,2.0323,3769.5313,7660.8398
351156954,2.1379,3745.1172,8006.6113
351156994,2.2171,3769.5313,8357.2803
351157033,2.2171,3740.2344,8292.3271
351157072,2.2962,3706.0547,8509.9971
351157112,2.3490,3735.3516,8774.4482
351157151,2.3226,3701.1719,8596.4717
351157191,2.3754,3735.3516,8873.0371
351157230,2.2962,3745.1172,8599.6934
351157270,2.3490,3730.4688,8762.9785
351157310,2.3754,3715.8203,8826.6426
351157349,2.3490,3710.9375,8717.0996
351157389,2.3490,3735.3516,8774.4482
351157428,2.2171,3730.4688,8270.6758
351157468,2.1379,3779.2969,8079.6836
351157508,2.0587,3676.7578,7569.3389
351157547,2.1907,3745.1172,8204.3057
351157586,2.1907,3759.7656,8236.3955
351157625,2.1115,3725.5859,7866.5239
351157665,2.1907,3745.1172,8204.3057
351157705,2.1643,3745.1172,8105.4590
351157744,2.1643,3750.0000,8116.0264
351157784,2.2698,3730.4688,8467.5967
351157823,2.3490,3696.2891,8682.6895
351157863,2.3754,3735.3516,8873.0371
351157903,2.3490,3701.1719,8694.1592
351157942,2.2435,3759.7656,8434.8633
351157982,2.2171,3745.1172,8303.1523
351158021,2.2171,3735.3516,8281.5020
351158061,2.3490,3730.4688,8762.9785
351158100,2.2962,3696.2891,8487.5723
351158139,2.1379,3740.2344,7996.1724
351158179,2.2435,3725.5859,8358.1826
351158218,2.2171,3745.1172,8303.1523
351158258,2.1907,3759.7656,8236.3955
351158298,2.2962,3696.2891,8487.5723
351158337,2.1907,3740.2344,8193.6084
351158377,2.1643,3710.9375,8031.4844
351158416,2.1907,3740.2344,8193.6084
351158456,2.1643,3750.0000,8116.0264
351158495,2.2171,3730.4688,8270.6758
351158535,2.4546,3715.8203,9120.8633
351158575,2.3226,3710.9375,8619.1543
351158614,2.1115,3759.7656,7938.6943
351158653,2.1115,3740.2344,7897.4541
351158692,2.2171,3725.5859,8259.8506
351158732,2.2435,3750.0000,8412.9541
351158772,2.3226,3706.0547,8607.8125
351158811,2.3490,3730.4688,8762.9785
351158851,2.2962,3730.4688,8566.0576
351158890,2.1643,3730.4688,8073.7554
351158930,2.1379,3740.2344,7996.1724
351158970,2.1907,3696.2891,8097.3389
351159009,2.3226,3725.5859,8653.1768
351159049,2.3754,3725.5859,8849.8398
351159088,2.2962,3706.0547,8509.9971
351159128,2.1643,3750.0000,8116.0264
351159168,2.2171,3715.8203,8238.1992
351159206,2.2171,3750.0000,8313.9775
351159246,2.2435,3857.4219,8653.9502
351159285,2.3490,3657.2266,8590.9307
351159325,2.2171,3730.4688,8270.6758
351159365,2.1907,3715.8203,8140.1255
351159404,2.1643,3740.2344,8094.8911
351159444,2.1643,3725.5859,8063.1880
351159483,2.3490,3740.2344,8785.9180
351159523,2.2435,3710.9375,8325.3193
351159563,2.1643,3720.7031,8052.6201
351159602,2.1379,3764.6484,8048.3667
351159642,2.1115,3735.3516,7887.1440
351159681,2.1115,3750.0000,7918.0742
351159720,2.3226,3725.5859,8653.1768
351159759,2.4018,3730.4688,8959.8994
351159799,2.2435,3754.8828,8423.9082
351159839,2.1379,3735.3516,7985.7339
351159878,2.1379,3745.1172,8006.6113
351159918,2.1907,3750.0000,8215.0020
351159957,2.4546,3706.0547,9096.8926
351159997,2.4018,3715.8203,8924.7158
351160037,2.5074,3764.6484,9439.4424
351160076,2.3754,3720.7031,8838.2412
351160116,2.3490,3710.9375,8717.0996
351160155,2.2698,3730.4688,8467.5967
351160195,2.2962,3706.0547,8509.9971
351160235,2.2962,3735.3516,8577.2695
351160273,2.2962,3715.8203,8532.4209
351160313,2.1907,3735.3516,8182.9121
351160352,1.9795,3784.1797,7490.8540
351160392,2.2171,3745.1172,8303.1523
351160432,2.1115,3745.1172,7907.7642
351160471,2.2962,3750.0000,8610.9053
351160511,2.1115,3730.4688,7876.8340
351160550,2.3490,3750.0000,8808.8584
351160590,2.1643,3735.3516,8084.3232
351160630,2.0323,3769.5313,7660.8398
351160669,2.1379,3750.0000,8017.0503
351160709,2.1907,3715.8203,8140.1255
351160748,2.2698,3750.0000,8511.9297
351160787,2.3490,3720.7031,8740.0391
351160827,2.2435,3725.5859,8358.1826
351160866,2.3226,3720.7031,8641.8359
351160906,2.4018,3701.1719,8889.5332
351160945,2.3754,3715.8203,8826.6426
351160985,2.3754,3696.2891,8780.2471
351161024,2.2698,3720.7031,8445.4297
351161064,2.1643,3583.9844,7756.7231
351161104,2.0587,3779.2969,7780.4360
351161143,1.9795,3774.4141,7471.5225
351161183,2.0059,3754.8828,7531.9648
351161222,2.1643,3764.6484,8147.7300
351161262,2.2171,3706.0547,8216.5488
351161302,2.1907,3745.1172,8204.3057
351161340,2.2962,3735.3516,8577.2695
351161380,2.2962,3706.0547,8509.9971
351161419,2.3490,3730.4688,8762.9785
351161459,2.4546,3676.7578,9024.9805
351161499,2.5074,3720.7031,9329.2549
351161538,2.4546,3681.6406,9036.9658
351161578,2.3754,3725.5859,8849.8398
351161617,2.2698,3730.4688,8467.5967
351161657,2.2435,3750.0000,8412.9541
351161697,2.1643,3759.7656,8137.1621
351161736,2.1643,3725.5859,8063.1880
351161776,2.1643,3916.0156,8475.3301
351161815,2.1907,3759.7656,8236.3955
351161854,2.1379,3754.8828,8027.4893
351161894,2.0851,3769.5313,7859.8232
351161933,2.0323,3745.1172,7611.2231
351161973,2.1643,3754.8828,8126.5942
351162012,2.1907,3735.3516,8182.9121
351162052,2.2435,3710.9375,8325.3193
351162092,2.2698,3730.4688,8467.5967
351162131,2.3226,3706.0547,8607.8125
351162171,2.4282,3715.8203,9022.7900
351162210,2.4546,3676.7578,9024.9805
351162250,2.6130,3691.4063,9645.5137
351162289,2.3754,3720.7031,8838.2412
351162329,2.2171,3750.0000,8313.9775
351162369,2.1115,3730.4688,7876.8340
351162407,2.0587,3745.1172,7710.0703
351162447,2.1115,3759.7656,7938.6943
351162486,2.2698,3730.4688,8467.5967
351162526,2.2171,3857.4219,8552.1387
351162566,2.2171,3696.2891,8194.8975
351162605,2.1115,3735.3516,7887.1440
351162645,2.1907,3745.1172,8204.3057
351162684,2.1643,3715.8203,8042.0522
351162724,2.2962,3750.0000,8610.9053
351162764,2.2435,3720.7031,8347.2275
351162803,2.1907,3750.0000,8215.0020
351162843,2.1379,3784.1797,8090.1226
351162882,2.1643,3720.7031,8052.6201
351162921,2.2171,3750.0000,8313.9775
351162961,2.2962,3715.8203,8532.4209
351163000,2.3226,3730.4688,8664.5176
351163040,2.2698,3740.2344,8489.7627
351163079,2.1907,3706.0547,8118.7324
351163119,2.2435,3745.1172,8402.0000
351163159,2.1907,3706.0547,8118.7324
351163198,2.4018,3725.5859,8948.1719
351163238,2.4810,3681.6406,9134.1377
351163277,2.4810,3710.9375,9206.8232
351163317,2.3754,3701.1719,8791.8457
351163357,2.2698,3740.2344,8489.7627
351163396,2.2698,3730.4688,8467.5967
351163436,2.2962,3696.2891,8487.5723
351163474,2.2435,3745.1172,8402.0000
351163514,2.2698,3725.5859,8456.5137
351163553,2.1379,3720.7031,7954.4170
351163593,2.0851,3730.4688,7778.3745
351163633,2.1115,3715.8203,7845.9043
351163672,2.0851,3764.6484,7849.6421
351163712,2.0851,3750.0000,7819.0986
351163751,2.0587,3764.6484,7750.2793
351163791,2.0851,3754.8828,7829.2798
351163831,2.0587,3740.2344,7700.0181
351163870,2.2171,3764.6484,8346.4541
351163910,2.2698,3725.5859,8456.5137
351163949,2.3490,3720.7031,8740.0391
351163988,2.5866,3691.4063,9548.0840
351164028,2.3490,3696.2891,8682.6895
351164067,2.2962,3696.2891,8487.5723
351164107,2.2962,3706.0547,8509.9971
351164146,2.3226,3720.7031,8641.8359
351164186,2.4018,3696.2891,8877.8057
351164226,2.2698,3735.3516,8478.6797
351164265,2.2435,3720.7031,8347.2275
351164305,1.9795,3764.6484,7452.1914
351164344,2.0587,3769.5313,7760.3315
351164384,2.0587,3730.4688,7679.9136
351164424,2.1907,3754.8828,8225.6982
351164463,2.1115,3735.3516,7887.1440
351164503,2.0851,3745.1172,7808.9175
351164541,2.0587,3745.1172,7710.0703
351164581,2.0851,3725.5859,7768.1934
351164621,2.2435,3745.1172,8402.0000
351164660,2.3754,3701.1719,8791.8457
351164700,2.2962,3715.8203,8532.4209
351164739,2.2435,3725.5859,8358.1826
351164779,2.2962,3720.7031,8543.6328
351164818,2.2698,3720.7031,8445.4297
351164858,2.3490,3701.1719,8694.1592
351164898,2.5074,3735.3516,9365.9844
351164937,2.5338,3696.2891,9365.5967
351164977,2.4282,3730.4688,9058.3594
351165016,2.1907,3735.3516,8182.9121
351165056,2.2171,3730.4688,8270.6758
351165095,2.4282,3710.9375,9010.9336
351165134,2.3226,3696.2891,8585.1309
351165174,2.3754,3730.4688,8861.4385
351165213,2.2435,3720.7031,8347.2275
351165253,2.0587,3759.7656,7740.2271
351165293,2.0587,3754.8828,7730.1748
351165332,2.0851,3730.4688,7778.3745
351165372,2.2698,3686.5234,8367.8477
351165411,2.2962,3735.3516,8577.2695
351165451,2.1643,3754.8828,8126.5942
351165491,2.1379,3750.0000,8017.0503
351165530,2.1379,3715.8203,7943.9780
351165570,2.1907,3730.4688,8172.2153
351165608,2.3490,3696.2891,8682.6895
351165648,2.2698,3730.4688,8467.5967
351165688,2.1643,3750.0000,8116.0264
351165727,2.2698,3691.4063,8378.9307
351165767,2.3226,3750.0000,8709.8818
351165806,2.2698,3691.4063,8378.9307
351165846,2.2171,3720.7031,8249.0254
351165886,2.4018,3730.4688,8959.8994
351165925,2.4018,3701.1719,8889.5332
351165965,2.2171,3740.2344,8292.3271
351166004,2.1379,3735.3516,7985.7339
351166044,2.1643,3745.1172,8105.4590
351166084,2.2698,3745.1172,8500.8467
351166123,2.3754,3730.4688,8861.4385
351166162,2.2435,3740.2344,8391.0459
351166201,2.1379,3740.2344,7996.1724
351166241,2.2435,3750.0000,8412.9541
351166280,2.2435,3759.7656,8434.8633
351166320,2.2698,3710.9375,8423.2637
351166360,2.2962,3740.2344,8588.4814
351166399,2.3754,3720.7031,8838.2412
351166439,2.2698,3735.3516,8478.6797
351166478,2.2435,3710.9375,8325.3193
351166518,2.2435,3715.8203,8336.2734
351166558,2.2962,3725.5859,8554.8447
351166597,2.3226,3710.9375,8619.1543
351166637,2.3226,3730.4688,8664.5176
351166675,2.3226,3715.8203,8630.4951
351166715,2.3490,3720.7031,8740.0391
351166755,2.1643,3745.1172,8105.4590
351166794,2.3490,3725.5859,8751.5088
351166834,2.3226,3706.0547,8607.8125
351166873,2.3754,3715.8203,8826.6426
351166913,2.2435,3725.5859,8358.1826
351166953,2.1643,3750.0000,8116.0264
351166992,2.1115,3715.8203,7845.9043
351167032,2.2435,3754.8828,8423.9082
351167071,2.1907,3730.4688,8172.2153
351167111,2.3226,3710.9375,8619.1543
351167151,2.2171,3735.3516,8281.5020
351167190,2.3490,3691.4063,8671.2197
351167229,2.1907,3740.2344,8193.6084
351167268,2.2171,3740.2344,8292.3271
351167308,2.1379,3730.4688,7975.2949
351167347,2.3490,3706.0547,8705.6289
351167387,2.2435,3686.5234,8270.5479
351167427,2.2435,3740.2344,8391.0459
351167466,2.1379,3720.7031,7954.4170
351167506,2.2962,3735.3516,8577.2695
351167545,2.2435,3750.0000,8412.9541
351167585,2.1115,3715.8203,7845.9043
351167625,2.3226,3735.3516,8675.8594
351167664,2.2698,3730.4688,8467.5967
351167704,2.2171,3706.0547,8216.5488
351167742,2.2698,3740.2344,8489.7627
351167782,2.2171,3696.2891,8194.8975
351167822,2.2698,3750.0000,8511.9297
351167861,2.3754,3706.0547,8803.4443
351167901,2.2962,3710.9375,8521.2090
351167940,2.2171,3745.1172,8303.1523
351167980,2.1907,3710.9375,8129.4287
351168020,2.1643,3754.8828,8126.5942
351168059,2.2698,3730.4688,8467.5967
351168099,2.3490,3710.9375,8717.0996
351168138,2.4546,3720.7031,9132.8486
351168178,2.2435,3696.2891,8292.4561
351168218,2.1115,3764.6484,7949.0039
351168257,2.1907,3740.2344,8193.6084
351168296,2.2171,3740.2344,8292.3271
351168335,2.2962,3730.4688,8566.0576
351168375,2.1643,3715.8203,8042.0522
351168415,2.1907,3750.0000,8215.0020
351168454,2.1379,3725.5859,7964.8560
351168494,2.1643,3735.3516,8084.3232
351168533,2.3226,3725.5859,8653.1768
351168573,2.3226,3706.0547,8607.8125
351168612,2.2435,3710.9375,8325.3193
351168652,2.1907,3671.8750,8043.8560
351168692,2.1907,3745.1172,8204.3057
351168731,2.1643,3735.3516,8084.3232
351168771,2.2962,3706.0547,8509.9971
351168809,2.5074,3735.3516,9365.9844
351168849,2.4810,3691.4063,9158.3662
351168889,2.3754,3735.3516,8873.0371
351168928,2.2698,3715.8203,8434.3467
351168968,2.2435,3740.2344,8391.0459
351169007,2.2171,3740.2344,8292.3271
351169047,2.2962,3706.0547,8509.9971
351169087,2.2698,3720.7031,8445.4297
351169126,2.2962,3750.0000,8610.9053
351169166,2.2171,3725.5859,8259.8506
351169205,2.1907,3725.5859,8161.5186
351169245,2.2435,3715.8203,8336.2734
351169285,2.1643,3740.2344,8094.8911
351169324,2.2435,3730.4688,8369.1367
351169363,2.2435,3759.7656,8434.8633
351169402,2.1115,3754.8828,7928.3843
351169442,2.0851,3730.4688,7778.3745
351169482,1.9795,3784.1797,7490.8540
351169521,2.0587,3750.0000,7720.1226
351169561,2.1643,3735.3516,8084.3232
351169600,2.2435,3715.8203,8336.2734
351169640,2.3490,3696.2891,8682.6895
351169680,2.4282,3554.6875,8631.5264
351169719,2.3490,3676.7578,8636.8105
351169759,2.2698,3745.1172,8500.8467
351169798,2.3226,3696.2891,8585.1309
351169838,2.4282,3701.1719,8987.2207
351169876,2.4282,3730.4688,9058.3594
351169916,2.4282,3696.2891,8975.3643
351169956,2.2435,3745.1172,8402.0000
351169995,2.0587,3720.7031,7659.8091
351170035,2.0587,3745.1172,7710.0703
351170074,2.1907,3710.9375,8129.4287
351170114,2.2435,3745.1172,8402.0000
351170154,2.1379,3735.3516,7985.7339
351170193,2.1643,3725.5859,8063.1880
351170233,2.2171,3769.5313,8357.2803
351170272,2.2962,3706.0547,8509.9971
351170312,2.2962,3735.3516,8577.2695
351170352,2.3226,3715.8203,8630.4951
351170391,2.2171,3725.5859,8259.8506
351170430,2.2171,3745.1172,8303.1523
351170469,2.2171,3735.3516,8281.5020
351170509,2.2435,3745.1172,8402.0000
351170549,2.1907,3735.3516,8182.9121
351170588,2.2435,3735.3516,8380.0908
351170628,2.1643,3759.7656,8137.1621
351170667,2.1907,3715.8203,8140.1255
351170707,2.2435,3725.5859,8358.1826
351170747,2.3226,3710.9375,8619.1543
351170786,2.5074,3701.1719,9280.2822
351170826,2.5074,3681.6406,9231.3096
351170865,2.3754,3735.3516,8873.0371
351170905,2.3226,3725.5859,8653.1768
351170945,2.2698,3730.4688,8467.5967
351170983,2.2435,3706.0547,8314.3652
351171023,2.2962,3686.5234,8465.1484
351171062,2.2171,3735.3516,8281.5020
351171102,2.2962,3715.8203,8532.4209
351171141,2.1643,3725.5859,8063.1880
351171181,2.1115,3730.4688,7876.8340
351171221,2.0851,3735.3516,7788.5557
351171260,2.1907,3740.2344,8193.6084
351171300,2.2435,3710.9375,8325.3193
351171339,2.2435,3740.2344,8391.0459
351171379,2.2435,3706.0547,8314.3652
351171419,2.0587,3740.2344,7700.0181
351171458,2.2698,3759.7656,8534.0957
351171497,2.2171,3725.5859,8259.8506
351171536,2.2171,3750.0000,8313.9775
351171576,2.1115,3730.4688,7876.8340
351171616,1.9795,3754.8828,7432.8604
351171655,2.0587,3779.2969,7780.4360
351171695,2.1907,3706.0547,8118.7324
351171734,2.4282,3725.5859,9046.5029
351171774,2.5338,3676.7578,9316.1094
351171814,2.4546,3710.9375,9108.8779
351171853,2.3754,3681.6406,8745.4512
351171893,2.5338,3701.1719,9377.9688
351171932,2.4546,3671.8750,9012.9951
351171972,2.4018,3715.8203,8924.7158
351172012,2.3490,3686.5234,8659.7500
351172050,2.2171,3725.5859,8259.8506
351172090,2.1907,3745.1172,8204.3057
351172129,2.0587,3754.8828,7730.1748
351172169,2.1379,3745.1172,8006.6113
351172209,2.1643,3696.2891,7999.7813
351172248,2.1907,3759.7656,8236.3955
351172288,2.1379,3764.6484,8048.3667
351172327,1.9003,3759.7656,7144.8247
351172367,2.0851,3764.6484,7849.6421
351172406,2.1643,3740.2344,8094.8911
351172446,2.4282,3710.9375,9010.9336
351172486,2.5338,3681.6406,9328.4805
351172525,2.5074,3691.4063,9255.7959
351172564,2.4282,3691.4063,8963.5078
351172603,2.4018,3725.5859,8948.1719
351172643,2.3226,3691.4063,8573.7900
351172683,2.2962,3720.7031,8543.6328
351172722,2.2698,3720.7031,8445.4297
351172762,2.0587,3730.4688,7679.9136
351172801,2.0323,3769.5313,7660.8398
351172841,2.0323,3735.3516,7591.3765
351172881,2.1643,3745.1172,8105.4590
351172920,2.3226,3701.1719,8596.4717
351172960,2.2698,3730.4688,8467.5967
351172999,2.1907,3759.7656,8236.3955
351173039,2.1115,3730.4688,7876.8340
351173079,2.1379,3759.7656,8037.9282
351173117,2.1379,3745.1172,8006.6113
351173157,2.2962,3701.1719,8498.7842
351173196,2.3226,3740.2344,8687.2002
351173236,2.3226,3701.1719,8596.4717
351173276,2.3754,3730.4688,8861.4385
351173315,2.3490,3691.4063,8671.2197
351173355,2.3490,3701.1719,8694.1592
351173394,2.4018,3715.8203,8924.7158
351173434,2.4018,3710.9375,8912.9883
351173474,2.2171,3730.4688,8270.6758
351173513,2.0851,3720.7031,7758.0122
351173553,2.1115,3764.6484,7949.0039
351173592,2.1907,3750.0000,8215.0020
351173632,2.0059,3754.8828,7531.9648
351173671,2.0851,3750.0000,7819.0986
351173710,2.1907,3769.5313,8257.7881
351173750,2.2435,3740.2344,8391.0459
351173789,2.2962,3710.9375,8521.2090
351173829,2.4546,3701.1719,9084.9072
351173868,2.4546,3696.2891,9072.9219
351173908,2.4282,3701.1719,8987.2207
351173948,2.3226,3706.0547,8607.8125
351173987,2.2698,3715.8203,8434.3467
351174027,2.1115,3745.1172,7907.7642
351174066,2.1115,3715.8203,7845.9043
351174106,2.0851,3759.7656,7839.4609
351174146,2.2962,3740.2344,8588.4814
351174184,2.1643,3759.7656,8137.1621
351174224,2.0851,3750.0000,7819.0986
351174263,2.1379,3735.3516,7985.7339
351174303,2.0587,3750.0000,7720.1226
351174343,2.2962,3730.4688,8566.0576
351174382,2.2171,3701.1719,8205.7227
351174422,2.3226,3715.8203,8630.4951
351174461,2.3226,3735.3516,8675.8594
351174501,2.2962,3740.2344,8588.4814
351174541,2.2435,3715.8203,8336.2734
351174580,2.1907,3720.7031,8150.8223
351174620,2.1907,3745.1172,8204.3057
351174659,2.2171,3710.9375,8227.3740
351174699,2.3490,3735.3516,8774.4482
351174738,2.0323,3774.4141,7670.7632
351174777,2.1643,3730.4688,8073.7554
351174817,2.1379,3750.0000,8017.0503
351174856,2.1907,3706.0547,8118.7324
351174896,2.3490,3735.3516,8774.4482
351174936,2.4546,3720.7031,9132.8486
351174975,2.4018,3706.0547,8901.2607
351175015,2.4546,3696.2891,9072.9219
351175054,2.2435,3715.8203,8336.2734
351175094,2.1379,3745.1172,8006.6113
351175133,2.1643,3720.7031,8052.6201
351175173,2.0059,3769.5313,7561.3481
351175213,2.0851,3754.8828,7829.2798
351175251,2.0851,3759.7656,7839.4609
351175291,1.9531,3759.7656,7343.2920
351175330,2.1115,3740.2344,7897.4541
351175370,2.0851,3759.7656,7839.4609
351175410,2.1379,3740.2344,7996.1724
351175449,2.3490,3701.1719,8694.1592
351175489,2.3226,3750.0000,8709.8818
351175528,2.4018,3686.5234,8854.3506
351175568,2.3490,3715.8203,8728.5693
351175608,2.5338,3686.5234,9340.8525
351175647,2.4810,3701.1719,9182.5947
351175687,2.5338,3671.8750,9303.7373
351175726,2.4282,3710.9375,9010.9336
351175766,2.2171,3706.0547,8216.5488
351175805,2.1115,3735.3516,7887.1440
351175844,2.0851,3764.6484,7849.6421
351175884,2.0323,3750.0000,7621.1465
351175923,2.0059,3784.1797,7590.7319
351175963,1.9531,3759.7656,7343.2920
351176003,2.0059,3745.1172,7512.3760
351176042,2.1643,3750.0000,8116.0264
351176082,2.2435,3725.5859,8358.1826
351176121,2.3490,3691.4063,8671.2197
351176161,2.3754,3720.7031,8838.2412
351176201,2.2171,3740.2344,8292.3271
351176240,2.2962,3745.1172,8599.6934
351176280,2.1643,3725.5859,8063.1880
351176318,2.2171,3701.1719,8205.7227
351176358,2.2435,3735.3516,8380.0908
351176397,2.2171,3720.7031,8249.0254
351176437,2.2435,3720.7031,8347.2275
351176477,2.2171,3745.1172,8303.1523
351176516,2.2962,3706.0547,8509.9971
351176556,2.3754,3735.3516,8873.0371
351176595,2.4546,3696.2891,9072.9219
351176635,2.2962,3740.2344,8588.4814
351176675,2.1907,3735.3516,8182.9121
351176714,2.1907,3710.9375,8129.4287
351176754,2.1379,3754.8828,8027.4893
351176793,2.2435,3720.7031,8347.2275
351176833,2.2962,3701.1719,8498.7842
351176872,2.2962,3730.4688,8566.0576
351176911,2.2962,3720.7031,8543.6328
351176951,2.1643,3750.0000,8116.0264
351176990,2.2435,3735.3516,8380.0908
351177030,2.2962,3701.1719,8498.7842
351177070,2.2435,3730.4688,8369.1367
351177109,2.2171,3715.8203,8238.1992
351177149,2.1907,3754.8828,8225.6982
351177188,2.0851,3750.0000,7819.0986
351177228,2.0851,3735.3516,7788.5557
351177268,2.1643,3730.4688,8073.7554
351177307,2.3754,3710.9375,8815.0439
351177347,2.4018,3720.7031,8936.4443
351177385,2.5602,3686.5234,9438.1533
351177425,2.3226,3720.7031,8641.8359
351177464,2.4546,3730.4688,9156.8193
351177504,2.2435,3730.4688,8369.1367
351177544,2.3226,3750.0000,8709.8818
351177583,2.1907,3740.2344,8193.6084
351177623,1.9531,3774.4141,7371.9023
351177662,1.8476,3779.2969,6982.4424
351177702,1.8476,3774.4141,6973.4209
351177742,1.9267,3754.8828,7234.6509
351177781,2.0587,3759.7656,7740.2271
351177821,2.3226,3730.4688,8664.5176
351177860,2.3490,3725.5859,8751.5088
351177900,2.4282,3701.1719,8987.2207
351177939,2.3226,3701.1719,8596.4717
351177978,2.4282,3671.8750,8916.0820
351178018,2.5338,3696.2891,9365.5967
351178057,2.6921,3681.6406,9911.5117
351178097,2.4546,3662.1094,8989.0244
351178137,2.3490,3706.0547,8705.6289
351178176,2.3226,3725.5859,8653.1768
351178216,2.3490,3710.9375,8717.0996
351178255,2.1643,3745.1172,8105.4590
351178295,2.1115,3715.8203,7845.9043
351178335,2.1115,3764.6484,7949.0039
351178374,1.9795,3754.8828,7432.8604
351178414,2.1907,3735.3516,8182.9121
351178452,2.0323,3764.6484,7650.9165
351178492,2.0851,3745.1172,7808.9175
351178532,2.0851,3837.8906,8002.3589
351178571,2.1907,3725.5859,8161.5186
351178611,2.2435,3706.0547,8314.3652
351178650,2.3226,3745.1172,8698.5410
351178690,2.2962,3696.2891,8487.5723
351178729,2.4018,3696.2891,8877.8057
351178769,2.5602,3696.2891,9463.1553
351178809,2.4810,3740.2344,9279.5088
351178848,2.4018,3706.0547,8901.2607
351178888,2.2962,3710.9375,8521.2090
351178927,2.1379,3745.1172,8006.6113
351178967,2.2435,3715.8203,8336.2734
351179006,2.1379,3769.5313,8058.8057
351179045,2.1379,3745.1172,8006.6113
351179085,2.2698,3740.2344,8489.7627
351179124,2.1643,3759.7656,8137.1621
351179164,2.1379,3720.7031,7954.4170
351179204,2.0851,3754.8828,7829.2798
351179243,2.0851,3798.8281,7920.9102
351179283,2.1907,3706.0547,8118.7324
351179322,2.2171,3730.4688,8270.6758
351179362,2.3754,3701.1719,8791.8457
351179402,2.2435,3740.2344,8391.0459
351179441,2.1379,3745.1172,8006.6113
351179481,2.2435,3730.4688,8369.1367
351179520,2.2698,3720.7031,8445.4297
351179559,2.3226,3725.5859,8653.1768
351179599,2.2962,3740.2344,8588.4814
351179638,2.4546,3701.1719,9084.9072
351179678,2.4018,3720.7031,8936.4443
351179717,2.3490,3701.1719,8694.1592
351179757,2.5338,3701.1719,9377.9688
351179797,2.4018,3691.4063,8866.0781
351179836,2.3226,3701.1719,8596.4717
351179876,2.2171,3750.0000,8313.9775
351179915,2.0323,3735.3516,7591.3765
351179955,2.0587,3769.5313,7760.3315
351179994,2.0587,3774.4141,7770.3838
351180034,2.0851,3754.8828,7829.2798
351180073,2.0059,3764.6484,7551.5537
351180112,2.1115,3745.1172,7907.7642
351180152,2.0587,3769.5313,7760.3315
351180191,2.2435,3730.4688,8369.1367
351180231,2.1379,3715.8203,7943.9780
351180271,2.3490,3735.3516,8774.4482
351180310,2.3754,3779.2969,8977.4258
351180350,2.2962,3720.7031,8543.6328
351180389,2.4018,3681.6406,8842.6230
351180429,2.4546,3720.7031,9132.8486
351180469,2.4018,3706.0547,8901.2607
351180508,2.3754,3715.8203,8826.6426
351180548,2.3490,3710.9375,8717.0996
351180587,2.4018,3715.8203,8924.7158
351180626,2.2698,3740.2344,8489.7627
351180666,2.0587,3730.4688,7679.9136
351180705,2.1115,3769.5313,7959.3140
351180745,2.0323,3740.2344,7601.2998
351180784,2.1115,3745.1172,7907.7642
351180824,2.1115,3754.8828,7928.3843
351180864,2.1115,3720.7031,7856.2144
351180903,2.1643,3754.8828,8126.5942
351180943,2.1907,3740.2344,8193.6084
351180982,2.3490,3701.1719,8694.1592
351181022,2.4282,3725.5859,9046.5029
351181062,2.3490,3715.8203,8728.5693
351181101,2.3754,3720.7031,8838.2412
351181140,2.3226,3706.0547,8607.8125
351181179,2.3490,3710.9375,8717.0996
351181219,2.3754,3706.0547,8803.4443
351181258,2.5074,3681.6406,9231.3096
351181298,2.3754,3710.9375,8815.0439
351181338,2.2171,3706.0547,8216.5488
351181377,2.1379,3764.6484,8048.3667
351181417,2.1379,3745.1172,8006.6113
351181456,2.0323,3750.0000,7621.1465
351181496,2.1115,3759.7656,7938.6943
351181536,2.0851,3725.5859,7768.1934
351181575,2.0851,3745.1172,7808.9175
351181615,2.1907,3740.2344,8193.6084
351181654,2.2435,3730.4688,8369.1367
351181693,2.2435,3735.3516,8380.0908
351181733,2.4282,3686.5234,8951.6514
351181772,2.4546,3681.6406,9036.9658
351181812,2.4546,3701.1719,9084.9072
351181851,2.3226,3720.7031,8641.8359
351181891,2.3226,3730.4688,8664.5176
351181931,2.2962,3701.1719,8498.7842
351181970,2.3490,3715.8203,8728.5693
351182010,2.3490,3696.2891,8682.6895
351182049,2.2435,3735.3516,8380.0908
351182089,2.0323,3720.7031,7561.6064
351182129,2.0587,3710.9375,7639.7046
351182168,2.0587,3759.7656,7740.2271
351182208,2.1643,3735.3516,8084.3232
351182246,2.3754,3710.9375,8815.0439
