679069b?.??3,082.0313,1185.1337
356817217,2.0323,3803.7109,7730.3037
356817257,2.0587,3710.9375,7639.7046
356817297,2.0323,3803.7109,7730.3037
356817336,2.2171,3808.5938,8443.8838
356817376,2.0059,3808.5938,7639.7041
356817415,2.1643,3769.5313,8158.2974
356817455,2.1643,3793.9453,8211.1357
356817495,2.2962,3779.2969,8678.1787
356817533,2.1379,3769.5313,8058.8057
356817573,2.2698,3789.0625,8600.5957
356817612,2.1907,3793.9453,8311.2715
356817652,2.1907,3774.4141,8268.4854
356817691,2.1643,3784.1797,8190.0005
356817731,2.1643,3823.2422,8274.5430
356817771,2.2435,3759.7656,8434.8633
356817810,2.1907,3769.5313,8257.7881
356817850,2.2171,3798.8281,8422.2334
356817889,2.1907,3784.1797,8289.8779
356817929,2.3754,3759.7656,8931.0313
356817969,2.2962,3798.8281,8723.0273
356818008,2.0587,3813.4766,7850.8018
356818048,2.1379,3808.5938,8142.3169
356818086,2.1115,3808.5938,8041.7939
356818126,1.9267,3823.2422,7366.3608
356818166,1.9003,3813.4766,7246.8936
356818205,2.1907,3798.8281,8321.9678
356818245,2.3226,3779.2969,8777.9277
356818284,2.1643,3789.0625,8200.5684
356818324,2.2171,3779.2969,8378.9307
356818364,2.2171,3764.6484,8346.4541
356818403,2.3754,3769.5313,8954.2285
356818443,2.4018,3754.8828,9018.5371
356818482,2.3490,3769.5313,8854.7373
356818522,2.2962,3779.2969,8678.1787
356818562,2.2171,3774.4141,8368.1055
356818600,2.2171,3769.5313,8357.2803
356818640,2.2435,3803.7109,8533.4521
356818679,1.9531,3813.4766,7448.1963
356818719,1.9267,3793.9453,7309.9141
356818759,2.0059,3798.8281,7620.1152
356818798,2.2171,3808.5938,8443.8838
356818838,2.3226,3779.2969,8777.9277
356818877,2.3490,3774.4141,8866.2070
356818917,2.2435,3793.9453,8511.5439
356818956,2.3754,3764.6484,8942.6299
356818996,2.1643,3784.1797,8190.0005
356819036,2.2171,3798.8281,8422.2334
356819075,2.2962,3779.2969,8678.1787
356819115,2.4546,3740.2344,9180.7900
356819153,2.3754,3759.7656,8931.0313
356819193,2.4282,3754.8828,9117.6426
356819233,2.2962,3759.7656,8633.3301
356819272,2.3226,3789.0625,8800.6094
356819312,2.2962,3784.1797,8689.3906
356819351,2.0851,3793.9453,7910.7290
356819391,1.9531,3828.1250,7476.8066
356819431,1.9531,3803.7109,7429.1230
356819470,2.1115,3769.5313,7959.3140
356819510,2.0851,3803.7109,7931.0913
356819549,2.0059,3764.6484,7551.5537
356819589,2.2171,3789.0625,8400.5820
356819629,2.0851,3779.2969,7880.1855
356819667,2.1643,3798.8281,8221.7041
356819707,2.2698,3779.2969,8578.4287
356819746,2.4282,3745.1172,9093.9297
356819786,2.2962,3774.4141,8666.9658
356819826,2.2698,3745.1172,8500.8467
356819865,2.5602,3750.0000,9600.6650
356819905,2.2435,3774.4141,8467.7256
356819944,2.0323,3793.9453,7710.4565
356819984,2.0851,3793.9453,7910.7290
356820024,2.2171,3779.2969,8378.9307
356820063,2.1379,3823.2422,8173.6333
356820103,2.1643,3789.0625,8200.5684
356820142,2.0059,3784.1797,7590.7319
356820182,2.2435,3857.4219,8653.9502
356820220,2.0059,3833.0078,7688.6768
356820260,2.1907,3789.0625,8300.5752
356820300,2.1379,3769.5313,8058.8057
356820339,2.2435,3803.7109,8533.4521
356820379,2.1379,3784.1797,8090.1226
356820418,2.2435,3750.0000,8412.9541
356820458,2.5866,3774.4141,9762.7900
356820498,2.4018,3769.5313,9053.7197
356820537,2.4546,3735.3516,9168.8047
356820577,2.5602,3750.0000,9600.6650
356820616,2.4018,3759.7656,9030.2646
356820656,2.2962,3745.1172,8599.6934
356820696,2.3490,3798.8281,8923.5566
356820734,2.4282,3740.2344,9082.0732
356820774,2.1115,3784.1797,7990.2441
356820813,2.0059,3798.8281,7620.1152
356820853,2.1115,3808.5938,8041.7939
356820893,2.2435,3759.7656,8434.8633
356820932,2.1115,3798.8281,8021.1738
356820972,2.0851,3808.5938,7941.2725
356821011,2.1379,3798.8281,8121.4390
356821051,2.2435,3769.5313,8456.7715
356821091,1.9795,3823.2422,7568.1787
356821130,2.0851,3793.9453,7910.7290
356821170,2.2171,3764.6484,8346.4541
356821209,2.3490,3779.2969,8877.6777
356821249,2.0851,3837.8906,8002.3589
356821288,2.3226,3759.7656,8732.5635
356821327,2.3490,3764.6484,8843.2676
356821367,2.4018,3754.8828,9018.5371
356821406,2.1643,3764.6484,8147.7300
356821446,2.2698,3779.2969,8578.4287
356821485,2.3226,3764.6484,8743.9053
356821525,2.1907,3784.1797,8289.8779
356821565,2.2698,3784.1797,8589.5117
356821604,2.2435,3808.5938,8544.4063
356821644,2.2698,3769.5313,8556.2627
356821683,2.0587,3779.2969,7780.4360
356821723,2.1115,3828.1250,8083.0342
356821763,2.0323,3808.5938,7740.2271
356821801,2.0587,3793.9453,7810.5928
356821841,2.1379,3793.9453,8111.0000
356821880,2.1907,3789.0625,8300.5752
356821920,2.2962,3740.2344,8588.4814
356821960,2.1907,3793.9453,8311.2715
356821999,2.2171,3793.9453,8411.4072
356822039,2.3226,3754.8828,8721.2227
356822078,2.3226,3745.1172,8698.5410
356822118,2.1115,3808.5938,8041.7939
356822158,2.2435,3779.2969,8478.6807
356822197,2.1643,3750.0000,8116.0264
356822237,2.2435,3803.7109,8533.4521
356822276,2.0323,3798.8281,7720.3799
356822316,2.2171,3769.5313,8357.2803
356822355,2.4018,3784.1797,9088.9033
356822394,2.2171,3784.1797,8389.7568
356822434,2.1643,3779.2969,8179.4331
356822473,2.1115,3803.7109,8031.4839
356822513,2.2171,3754.8828,8324.8037
356822553,1.9795,3803.7109,7529.5161
356822592,1.9795,3803.7109,7529.5161
356822632,2.0851,3837.8906,8002.3589
356822671,2.0323,3808.5938,7740.2271
356822711,1.8212,3798.8281,6918.2627
356822750,2.1115,3823.2422,8072.7241
356822790,2.1379,3798.8281,8121.4390
356822830,2.2962,3764.6484,8644.5420
356822868,2.2435,3764.6484,8445.8174
356822908,2.5074,3754.8828,9414.9570
356822947,2.6658,3720.7031,9918.4707
356822987,2.5074,3652.3438,9157.8516
356823027,2.4810,3725.5859,9243.1660
356823066,2.4018,3740.2344,8983.3545
356823106,2.3490,3769.5313,8854.7373
356823145,2.0323,3789.0625,7700.5332
356823185,2.1907,3764.6484,8247.0918
356823225,2.3226,3808.5938,8845.9736
356823264,2.1379,3784.1797,8090.1226
356823304,2.0059,3774.4141,7571.1426
356823343,1.9795,3784.1797,7490.8540
356823383,2.2962,3808.5938,8745.4512
356823422,1.9267,3789.0625,7300.5059
356823461,2.0059,3837.8906,7698.4712
356823501,2.0059,3828.1250,7678.8823
356823540,2.1379,3793.9453,8111.0000
356823580,2.0059,3808.5938,7639.7041
356823620,2.2962,3784.1797,8689.3906
356823659,2.2962,3774.4141,8666.9658
356823699,2.3226,3740.2344,8687.2002
356823738,2.3226,3789.0625,8800.6094
356823778,2.3490,3764.6484,8843.2676
356823818,2.3490,3764.6484,8843.2676
356823857,2.2435,3779.2969,8478.6807
356823897,2.2171,3784.1797,8389.7568
356823936,2.3226,3706.0547,8607.8125
356823975,2.4018,3745.1172,8995.0820
356824014,2.2171,3793.9453,8411.4072
356824054,2.2962,3779.2969,8678.1787
356824094,2.2698,3745.1172,8500.8467
356824133,2.2435,3793.9453,8511.5439
356824173,2.1907,3735.3516,8182.9121
356824212,2.1115,3779.2969,7979.9341
356824252,2.1643,3798.8281,8221.7041
356824292,2.0323,3818.3594,7760.0737
356824331,2.0587,3769.5313,7760.3315
356824371,2.3754,3784.1797,8989.0244
356824410,2.1115,3803.7109,8031.4839
356824450,2.0059,3784.1797,7590.7319
356824489,2.0587,3706.0547,7629.6523
356824528,2.3226,3793.9453,8811.9512
356824568,2.3226,3769.5313,8755.2461
356824607,2.1643,3769.5313,8158.2974
356824647,2.2171,3789.0625,8400.5820
356824687,2.4546,3764.6484,9240.7168
356824726,2.2435,3774.4141,8467.7256
356824766,2.3490,3764.6484,8843.2676
356824805,2.4018,3740.2344,8983.3545
356824845,2.3754,3745.1172,8896.2344
356824885,2.1115,3803.7109,8031.4839
356824924,2.1379,3784.1797,8090.1226
356824964,2.2435,3740.2344,8391.0459
356825003,2.2171,3789.0625,8400.5820
356825042,2.0323,3803.7109,7730.3037
356825082,2.0323,3818.3594,7760.0737
356825121,2.0851,3798.8281,7920.9102
356825161,2.1643,3808.5938,8242.8398
356825200,2.0587,3793.9453,7810.5928
356825240,2.0323,3803.7109,7730.3037
356825279,2.1379,3779.2969,8079.6836
356825319,2.2962,3769.5313,8655.7539
356825359,2.3490,3759.7656,8831.7979
356825398,2.3226,3774.4141,8766.5869
356825438,2.4282,3745.1172,9093.9297
356825477,2.4018,3735.3516,8971.6270
356825517,2.3754,3779.2969,8977.4258
356825556,2.4018,3745.1172,8995.0820
356825595,2.1643,3784.1797,8190.0005
356825635,2.1643,3813.4766,8253.4072
356825674,2.2171,3784.1797,8389.7568
356825714,2.1379,3754.8828,8027.4893
356825754,1.9795,3823.2422,7568.1787
356825793,1.9267,3833.0078,7385.1768
356825833,1.9795,3784.1797,7490.8540
356825872,2.0323,3793.9453,7710.4565
356825912,2.0323,3872.0703,7869.2305
356825952,2.1115,3769.5313,7959.3140
356825991,2.3490,3754.8828,8820.3281
356826031,2.2962,3793.9453,8711.8145
356826070,2.3490,3750.0000,8808.8584
356826109,2.3226,3750.0000,8709.8818
356826149,2.4282,3759.7656,9129.4990
356826188,2.2435,3789.0625,8500.5889
356826228,2.4018,3740.2344,8983.3545
356826267,2.3226,3784.1797,8789.2686
356826307,2.2698,3769.5313,8556.2627
356826347,2.2435,3789.0625,8500.5889
356826386,2.0851,3813.4766,7951.4531
356826426,2.1379,3793.9453,8111.0000
356826465,1.9795,3779.2969,7481.1880
356826505,2.0587,3789.0625,7800.5405
356826544,2.1115,3808.5938,8041.7939
356826584,2.2171,3784.1797,8389.7568
356826624,2.0851,3803.7109,7931.0913
356826662,2.0587,3818.3594,7860.8540
356826702,2.1379,3803.7109,8131.8779
356826741,2.0323,3764.6484,7650.9165
356826781,2.0059,3813.4766,7649.4985
356826821,2.1115,3803.7109,8031.4839
356826860,2.2435,3774.4141,8467.7256
356826900,2.2698,3764.6484,8545.1797
356826939,2.4018,3779.2969,9077.1748
356826979,2.4018,3720.7031,8936.4443
356827019,2.3754,3754.8828,8919.4326
356827058,2.0851,3789.0625,7900.5479
356827098,2.2698,3774.4141,8567.3457
356827137,2.2435,3789.0625,8500.5889
356827176,2.1115,3798.8281,8021.1738
356827216,2.2435,3906.2500,8763.4941
356827255,2.0851,3759.7656,7839.4609
356827295,2.2962,3784.1797,8689.3906
356827334,2.1643,3798.8281,8221.7041
356827374,2.2171,3769.5313,8357.2803
356827414,2.3490,3759.7656,8831.7979
356827453,2.2962,3769.5313,8655.7539
356827493,2.0323,3803.7109,7730.3037
356827532,2.0059,3798.8281,7620.1152
356827572,2.0587,3808.5938,7840.7495
356827612,2.2962,3774.4141,8666.9658
356827651,2.2698,3774.4141,8567.3457
356827691,2.0851,3793.9453,7910.7290
356827729,2.0587,3808.5938,7840.7495
356827769,2.1643,3789.0625,8200.5684
356827808,2.2698,3764.6484,8545.1797
356827848,2.3754,3793.9453,9012.2217
356827888,2.5338,3750.0000,9501.6885
356827927,2.1379,3774.4141,8069.2446
356827967,2.1643,3823.2422,8274.5430
356828006,2.2171,3784.1797,8389.7568
356828046,2.4018,3769.5313,9053.7197
356828086,2.0851,3818.3594,7961.6343
356828125,2.2435,3784.1797,8489.6348
356828165,2.1907,3750.0000,8215.0020
356828204,2.2435,3784.1797,8489.6348
356828243,1.9795,3833.0078,7587.5098
356828283,2.0587,3798.8281,7820.6450
356828322,2.1907,3784.1797,8289.8779
356828362,2.1643,3798.8281,8221.7041
356828401,2.1115,3818.3594,8062.4141
356828441,2.0587,3779.2969,7780.4360
356828481,2.1907,3764.6484,8247.0918
356828520,2.2171,3793.9453,8411.4072
356828560,2.1907,3750.0000,8215.0020
356828599,2.2171,3764.6484,8346.4541
356828639,2.3490,3769.5313,8854.7373
356828679,2.1907,3784.1797,8289.8779
356828718,2.2698,3813.4766,8656.0117
356828758,2.1907,3808.5938,8343.3613
356828796,2.2962,3784.1797,8689.3906
356828836,2.1643,3769.5313,8158.2974
356828876,2.2435,3759.7656,8434.8633
356828915,2.4018,3759.7656,9030.2646
356828955,2.1379,3774.4141,8069.2446
356828994,2.1907,3769.5313,8257.7881
356829034,2.2171,3808.5938,8443.8838
356829073,2.4018,3754.8828,9018.5371
356829113,2.1907,3774.4141,8268.4854
356829153,2.2171,3793.9453,8411.4072
356829192,2.3226,3784.1797,8789.2686
356829232,2.4282,3750.0000,9105.7861
356829271,2.1907,3808.5938,8343.3613
356829310,2.3754,3759.7656,8931.0313
356829350,2.3754,3740.2344,8884.6357
356829389,2.3490,3764.6484,8843.2676
356829429,2.1115,3779.2969,7979.9341
356829468,2.0851,3872.0703,8073.6270
356829508,2.2435,3808.5938,8544.4063
356829548,2.1379,3803.7109,8131.8779
356829587,1.9003,3784.1797,7191.2197
356829627,1.9531,3828.1250,7476.8066
356829666,2.0587,3779.2969,7780.4360
356829706,1.9795,3798.8281,7519.8506
356829746,2.0851,3803.7109,7931.0913
356829785,2.0851,3818.3594,7961.6343
356829825,2.3490,3759.7656,8831.7979
356829863,2.2962,3769.5313,8655.7539
356829903,2.3226,3754.8828,8721.2227
356829943,2.2171,3779.2969,8378.9307
356829982,2.3226,3764.6484,8743.9053
356830022,2.0587,3808.5938,7840.7495
356830061,2.0587,3828.1250,7880.9585
356830101,2.2435,3784.1797,8489.6348
356830141,2.2435,3789.0625,8500.5889
356830180,2.1643,3803.7109,8232.2715
356830220,2.2435,3769.5313,8456.7715
356830259,2.2171,3769.5313,8357.2803
356830299,2.4018,3754.8828,9018.5371
356830338,2.4018,3740.2344,8983.3545
356830377,2.2698,3745.1172,8500.8467
356830417,2.1115,3828.1250,8083.0342
356830456,2.4018,3779.2969,9077.1748
356830496,2.0587,3779.2969,7780.4360
356830535,2.0059,3808.5938,7639.7041
356830575,1.8739,3852.5391,7219.4434
356830615,2.1115,3793.9453,8010.8643
356830654,2.2698,3750.0000,8511.9297
356830694,2.0323,3833.0078,7789.8438
356830733,2.0587,3793.9453,7810.5928
356830773,2.3490,3750.0000,8808.8584
356830813,2.3490,3774.4141,8866.2070
356830852,2.4018,3769.5313,9053.7197
356830892,2.2962,3759.7656,8633.3301
356830930,2.3490,3745.1172,8797.3887
356830970,2.4810,3750.0000,9303.7373
356831010,2.2171,3750.0000,8313.9775
356831049,2.3754,3759.7656,8931.0313
356831089,2.3754,3764.6484,8942.6299
356831128,2.2171,3750.0000,8313.9775
356831168,2.3226,3764.6484,8743.9053
356831208,2.2698,3774.4141,8567.3457
356831247,2.2962,3754.8828,8622.1182
356831287,1.9531,3789.0625,7400.5127
356831326,2.1115,3803.7109,8031.4839
356831366,2.2171,3784.1797,8389.7568
356831406,2.2435,3784.1797,8489.6348
356831444,2.1115,3818.3594,8062.4141
356831484,2.2171,3789.0625,8400.5820
356831523,2.2435,3769.5313,8456.7715
356831563,2.1907,3769.5313,8257.7881
356831602,2.3490,3784.1797,8889.1475
356831642,2.2698,3750.0000,8511.9297
356831682,2.3754,3779.2969,8977.4258
356831721,2.2435,3793.9453,8511.5439
356831761,2.0059,3793.9453,7610.3208
356831800,2.0323,3808.5938,7740.2271
356831840,2.1379,3813.4766,8152.7554
356831880,2.0323,3813.4766,7750.1504
356831919,2.1907,3759.7656,8236.3955
356831959,2.3490,3750.0000,8808.8584
356831997,2.3226,3759.7656,8732.5635
356832037,2.2962,3754.8828,8622.1182
356832077,2.3490,3789.0625,8900.6172
356832116,2.2698,3779.2969,8578.4287
356832156,2.1643,3764.6484,8147.7300
356832195,2.3490,3769.5313,8854.7373
356832235,2.3754,3789.0625,9000.6230
356832275,2.2698,3759.7656,8534.0957
356832314,1.9795,3823.2422,7568.1787
356832354,2.1643,3813.4766,8253.4072
356832393,2.2435,3798.8281,8522.4980
356832433,2.1907,3764.6484,8247.0918
356832473,2.1379,3789.0625,8100.5610
356832512,2.2962,3798.8281,8723.0273
356832551,2.2698,3750.0000,8511.9297
356832590,2.2171,3793.9453,8411.4072
356832630,2.2698,3798.8281,8622.7617
356832670,2.3490,3828.1250,8992.3760
356832709,2.4282,3764.6484,9141.3555
356832749,2.0587,3798.8281,7820.6450
356832788,2.2435,3754.8828,8423.9082
356832828,2.2171,3769.5313,8357.2803
356832867,2.2962,3769.5313,8655.7539
356832907,1.9795,3798.8281,7519.8506
356832947,2.0059,3750.0000,7522.1704
356832986,2.1907,3793.9453,8311.2715
356833026,2.1379,3789.0625,8100.5610
356833064,2.1643,3769.5313,8158.2974
356833104,2.2435,3789.0625,8500.5889
356833144,2.4810,3759.7656,9327.9658
356833183,2.2962,3774.4141,8666.9658
356833223,2.2698,3793.9453,8611.6787
356833262,2.4018,3774.4141,9065.4473
356833302,2.2698,3774.4141,8567.3457
356833342,2.1643,3793.9453,8211.1357
356833381,2.1379,3808.5938,8142.3169
356833421,2.2698,3764.6484,8545.1797
356833460,2.2171,3784.1797,8389.7568
356833500,2.2435,3798.8281,8522.4980
356833540,2.1643,3774.4141,8168.8652
356833579,2.1379,3784.1797,8090.1226
356833618,1.9267,3828.1250,7375.7690
356833657,2.1115,3798.8281,8021.1738
356833697,2.2962,3774.4141,8666.9658
356833737,2.1379,3793.9453,8111.0000
356833776,2.1379,3803.7109,8131.8779
356833816,2.1907,3769.5313,8257.7881
356833855,2.5602,3754.8828,9613.1660
356833895,2.2435,3784.1797,8489.6348
356833935,2.3754,3774.4141,8965.8271
356833974,2.3226,3750.0000,8709.8818
356834014,2.3490,3745.1172,8797.3887
356834053,2.1115,3784.1797,7990.2441
356834093,2.1643,3769.5313,8158.2974
356834131,2.1907,3930.6641,8610.7764
356834171,2.2171,3769.5313,8357.2803
356834211,2.0851,3784.1797,7890.3667
356834250,2.1115,3808.5938,8041.7939
356834290,2.2171,3798.8281,8422.2334
356834329,2.1907,3774.4141,8268.4854
356834369,2.0851,3793.9453,7910.7290
356834409,2.0851,3818.3594,7961.6343
356834448,2.1907,3779.2969,8279.1816
356834488,2.3490,3740.2344,8785.9180
356834527,2.1907,3784.1797,8289.8779
356834567,2.2435,3759.7656,8434.8633
356834607,2.4546,3730.4688,9156.8193
356834646,2.3490,3769.5313,8854.7373
356834685,2.2962,3784.1797,8689.3906
356834724,2.1379,3779.2969,8079.6836
356834764,2.2698,3784.1797,8589.5117
356834804,2.2435,3798.8281,8522.4980
356834843,2.0851,3784.1797,7890.3667
356834883,1.9795,3798.8281,7519.8506
356834922,2.1115,3774.4141,7969.6240
356834962,2.1115,3779.2969,7979.9341
356835002,2.2698,3769.5313,8556.2627
356835041,2.2171,3798.8281,8422.2334
356835081,2.3226,3754.8828,8721.2227
356835120,2.3754,3740.2344,8884.6357
356835160,2.5602,3764.6484,9638.1680
356835200,2.2962,3779.2969,8678.1787
356835238,2.1907,3764.6484,8247.0918
356835278,2.0323,3808.5938,7740.2271
356835317,2.1115,3784.1797,7990.2441
356835357,2.2435,3769.5313,8456.7715
356835396,2.2962,3784.1797,8689.3906
356835436,2.1115,3784.1797,7990.2441
356835476,2.0587,3793.9453,7810.5928
356835515,2.0587,3789.0625,7800.5405
356835555,2.0323,3823.2422,7769.9971
356835594,2.0587,3808.5938,7840.7495
356835634,2.1643,3759.7656,8137.1621
356835674,2.2171,3793.9453,8411.4072
356835713,2.1643,3808.5938,8242.8398
356835752,2.1379,3754.8828,8027.4893
356835791,2.2698,3750.0000,8511.9297
356835831,2.2171,3789.0625,8400.5820
356835871,2.3754,3754.8828,8919.4326
356835910,2.4282,3735.3516,9070.2168
356835950,2.5338,3750.0000,9501.6885
356835989,2.2962,3764.6484,8644.5420
356836029,2.3226,3759.7656,8732.5635
356836069,2.4810,3750.0000,9303.7373
356836108,2.4546,3774.4141,9264.6875
356836148,2.1907,3789.0625,8300.5752
356836187,2.1643,3784.1797,8190.0005
356836227,2.1379,3774.4141,8069.2446
356836267,2.2698,3774.4141,8567.3457
356836305,2.0851,3823.2422,7971.8154
356836345,2.0587,3798.8281,7820.6450
356836384,2.2171,3764.6484,8346.4541
356836424,2.1115,3789.0625,8000.5542
356836464,2.1115,3793.9453,8010.8643
356836503,2.2435,3750.0000,8412.9541
356836543,2.4018,3754.8828,9018.5371
356836582,2.1907,3764.6484,8247.0918
356836622,2.2962,3750.0000,8610.9053
356836661,2.2962,3769.5313,8655.7539
356836701,2.2962,3764.6484,8644.5420
356836741,2.3490,3754.8828,8820.3281
356836780,2.2435,3754.8828,8423.9082
356836819,2.2698,3789.0625,8600.5957
356836858,2.2435,3769.5313,8456.7715
356836898,2.1643,3769.5313,8158.2974
356836938,2.2171,3779.2969,8378.9307
356836977,2.4282,3754.8828,9117.6426
356837017,2.4018,3735.3516,8971.6270
356837056,2.0587,3803.7109,7830.6973
356837096,2.2171,3779.2969,8378.9307
356837136,2.3754,3769.5313,8954.2285
356837175,2.1643,3911.1328,8464.7617
356837215,2.0323,3808.5938,7740.2271
356837254,2.0851,3803.7109,7931.0913
356837294,2.1115,3784.1797,7990.2441
356837334,2.1379,3798.8281,8121.4390
356837372,2.1379,3784.1797,8090.1226
356837412,2.2962,3769.5313,8655.7539
356837451,2.2171,3793.9453,8411.4072
356837491,2.1115,3803.7109,8031.4839
356837531,2.2962,3735.3516,8577.2695
356837570,2.3226,3754.8828,8721.2227
356837610,2.3490,3754.8828,8820.3281
356837649,2.3490,3745.1172,8797.3887
356837689,2.4018,3774.4141,9065.4473
356837729,2.4282,3759.7656,9129.4990
356837768,2.1643,3769.5313,8158.2974
356837808,2.3754,3759.7656,8931.0313
356837847,2.3490,3769.5313,8854.7373
356837886,2.3754,3754.8828,8919.4326
356837925,2.2698,3784.1797,8589.5117
356837965,2.2435,3784.1797,8489.6348
356838005,2.2435,3754.8828,8423.9082
356838044,2.1643,3769.5313,8158.2974
356838084,2.0323,3823.2422,7769.9971
356838123,2.0851,3823.2422,7971.8154
356838163,2.1379,3789.0625,8100.5610
356838203,2.0323,3808.5938,7740.2271
356838242,2.0323,3793.9453,7710.4565
356838282,2.1379,3754.8828,8027.4893
356838321,2.2171,3798.8281,8422.2334
356838361,2.1643,3715.8203,8042.0522
356838401,2.2698,3735.3516,8478.6797
356838439,2.3490,3769.5313,8854.7373
356838479,2.3490,3769.5313,8854.7373
356838518,2.2171,3793.9453,8411.4072
356838558,2.2962,3774.4141,8666.9658
356838598,2.2171,3774.4141,8368.1055
356838637,2.2435,3754.8828,8423.9082
356838677,2.0587,3901.3672,8031.7422
356838716,2.3754,3764.6484,8942.6299
356838756,2.3226,3730.4688,8664.5176
356838796,2.2435,3750.0000,8412.9541
356838835,2.0059,3779.2969,7580.9370
356838875,2.0323,3837.8906,7799.7671
356838914,2.1643,3793.9453,8211.1357
356838953,2.1907,3784.1797,8289.8779
356838993,2.1379,3779.2969,8079.6836
356839032,2.2698,3759.7656,8534.0957
356839072,2.3226,3740.2344,8687.2002
356839111,2.1907,3764.6484,8247.0918
356839151,2.1643,3759.7656,8137.1621
356839190,2.3490,3759.7656,8831.7979
356839230,2.2171,3764.6484,8346.4541
356839270,2.0323,3789.0625,7700.5332
356839309,2.2171,3759.7656,8335.6289
356839349,2.2435,3789.0625,8500.5889
356839388,2.1379,3793.9453,8111.0000
356839428,2.0323,3759.7656,7640.9932
356839468,2.1115,3803.7109,8031.4839
356839506,2.1643,3789.0625,8200.5684
356839546,2.1115,3789.0625,8000.5542
356839585,2.1643,3789.0625,8200.5684
356839625,2.1907,3818.3594,8364.7549
356839665,2.3754,3745.1172,8896.2344
356839704,2.3490,3759.7656,8831.7979
356839744,2.4282,3779.2969,9176.9248
356839783,2.4018,3764.6484,9041.9922
356839823,2.2435,3754.8828,8423.9082
356839863,2.2698,3789.0625,8600.5957
356839902,2.1115,3789.0625,8000.5542
356839942,2.2435,3779.2969,8478.6807
356839981,2.0587,3833.0078,7891.0107
356840020,1.9267,3833.0078,7385.1768
356840060,2.0587,3789.0625,7800.5405
356840099,2.0587,3740.2344,7700.0181
356840139,2.0059,3808.5938,7639.7041
356840178,2.2435,3779.2969,8478.6807
356840218,2.2962,3735.3516,8577.2695
356840258,2.4018,3735.3516,8971.6270
356840297,2.4282,3750.0000,9105.7861
356840337,2.4282,3735.3516,9070.2168
356840376,2.4282,3754.8828,9117.6426
356840416,2.1907,3779.2969,8279.1816
356840455,2.2962,3754.8828,8622.1182
356840495,2.2435,3798.8281,8522.4980
356840535,2.0851,3789.0625,7900.5479
356840573,2.1907,3764.6484,8247.0918
356840613,2.1643,3813.4766,8253.4072
356840652,2.2698,3784.1797,8589.5117
356840692,2.1907,3769.5313,8257.7881
356840732,2.1115,3808.5938,8041.7939
356840771,2.2698,3769.5313,8556.2627
356840811,2.2698,3769.5313,8556.2627
356840850,1.9531,3803.7109,7429.1230
356840890,2.2171,3779.2969,8378.9307
356840930,2.1907,3745.1172,8204.3057
356840969,2.1907,3774.4141,8268.4854
356841009,2.1379,3808.5938,8142.3169
356841048,2.1907,3789.0625,8300.5752
356841088,2.3490,3730.4688,8762.9785
356841127,2.2435,3784.1797,8489.6348
356841166,2.2698,3793.9453,8611.6787
356841206,2.2962,3750.0000,8610.9053
356841245,2.3226,3754.8828,8721.2227
356841285,2.2435,3784.1797,8489.6348
356841325,2.3754,3725.5859,8849.8398
356841364,2.4810,3764.6484,9340.0801
356841404,2.2698,3740.2344,8489.7627
356841443,2.5074,3745.1172,9390.4707
356841483,2.1643,3769.5313,8158.2974
356841523,2.2698,3764.6484,8545.1797
356841562,1.9795,3798.8281,7519.8506
356841602,2.0587,3769.5313,7760.3315
356841640,2.0059,3818.3594,7659.2930
356841680,2.1907,3798.8281,8321.9678
356841719,2.0059,3798.8281,7620.1152
356841759,2.0851,3774.4141,7870.0044
356841799,2.3226,3789.0625,8800.6094
356841838,2.4018,3740.2344,8983.3545
356841878,2.2435,3754.8828,8423.9082
356841917,2.3490,3798.8281,8923.5566
356841957,2.3754,3769.5313,8954.2285
356841997,2.1643,3779.2969,8179.4331
356842036,2.1379,3803.7109,8131.8779
356842076,2.3490,3784.1797,8889.1475
356842115,2.3490,3764.6484,8843.2676
356842155,2.3490,3774.4141,8866.2070
356842194,2.3754,3754.8828,8919.4326
356842233,2.4018,3740.2344,8983.3545
356842273,2.2698,3759.7656,8534.0957
356842312,2.4282,3759.7656,9129.4990
356842352,2.2171,3779.2969,8378.9307
356842392,2.2698,3759.7656,8534.0957
356842431,2.1379,3774.4141,8069.2446
356842471,2.0851,3779.2969,7880.1855
356842510,2.0323,3818.3594,7760.0737
356842550,2.3226,3793.9453,8811.9512
356842590,1.9795,3784.1797,7490.8540
356842629,2.1643,3779.2969,8179.4331
356842669,2.0851,3789.0625,7900.5479
356842707,2.2435,3774.4141,8467.7256
356842747,2.1379,3769.5313,8058.8057
356842787,2.2435,3754.8828,8423.9082
356842826,2.2171,3774.4141,8368.1055
356842866,2.2171,3769.5313,8357.2803
356842905,2.1115,3828.1250,8083.0342
356842945,2.2435,3793.9453,8511.5439
356842984,2.2698,3745.1172,8500.8467
356843024,2.1379,3779.2969,8079.6836
356843064,2.2435,3798.8281,8522.4980
356843103,2.1907,3769.5313,8257.7881
356843143,2.3226,3666.9922,8517.0850
356843182,2.1379,3808.5938,8142.3169
356843222,2.4018,3750.0000,9006.8096
356843261,2.2698,3730.4688,8467.5967
356843300,2.3226,3769.5313,8755.2461
356843340,2.1115,3789.0625,8000.5542
356843379,2.2171,3745.1172,8303.1523
356843419,2.3490,3789.0625,8900.6172
356843459,2.3490,3754.8828,8820.3281
