,4086.9141,2049.4976
284410083,2.1907,3803.7109,8332.6650
284410122,2.1907,3833.0078,8396.8447
284410162,2.2698,3789.0625,8600.5957
284410202,2.3754,3818.3594,9070.2158
284410241,2.4546,3779.2969,9276.6729
284410280,2.4810,3793.9453,9412.7656
284410319,2.5338,3754.8828,9514.0605
284410359,2.4810,3784.1797,9388.5371
284410399,2.7185,3696.2891,10048.5050
284410439,2.5602,3774.4141,9663.1689
284410479,2.4810,3769.5313,9352.1943
284410518,2.4282,3793.9453,9212.4941
284410558,2.5338,3764.6484,9538.8047
284410598,2.5602,3784.1797,9688.1709
284410637,2.4546,3789.0625,9300.6436
284410677,2.4282,3793.9453,9212.4941
284410716,2.4546,3803.7109,9336.6006
284410756,2.4282,3764.6484,9141.3555
284410795,2.4810,3808.5938,9449.1084
284410834,2.2698,3803.7109,8633.8447
284410874,2.2171,3823.2422,8476.3604
284410913,2.4282,3784.1797,9188.7813
284410953,2.4018,3784.1797,9088.9033
284410992,2.3226,3774.4141,8766.5869
284411032,2.5338,3779.2969,9575.9209
284411072,2.6921,3750.0000,10095.5450
284411112,2.5602,3764.6484,9638.1680
284411152,2.4018,3769.5313,9053.7197
284411191,2.2962,3798.8281,8723.0273
284411231,2.3490,3774.4141,8866.2070
284411271,2.4546,3793.9453,9312.6289
284411310,2.3490,3764.6484,8843.2676
284411350,2.3490,3793.9453,8912.0869
284411388,2.4282,3764.6484,9141.3555
284411428,2.4018,3789.0625,9100.6309
284411468,2.5074,3769.5313,9451.6855
284411507,2.2962,3803.7109,8734.2393
284411547,2.4546,3789.0625,9300.6436
284411586,2.3754,3784.1797,8989.0244
284411626,2.4282,3784.1797,9188.7813
284411666,2.2698,3793.9453,8611.6787
284411705,2.2962,3784.1797,8689.3906
284411745,2.4282,3793.9453,9212.4941
284411784,2.5074,3759.7656,9427.2002
284411824,2.4282,3789.0625,9200.6377
284411864,2.4282,3779.2969,9176.9248
284411902,2.4810,3598.6328,8928.1963
284411942,2.4018,3789.0625,9100.6309
284411981,2.6394,3759.7656,9923.3672
284412021,2.4810,3779.2969,9376.4229
284412060,2.2962,3823.2422,8779.0879
284412100,2.3226,3696.2891,8585.1309
284412140,2.4810,3769.5313,9352.1943
284412179,2.5602,3789.0625,9700.6719
284412219,2.3490,3784.1797,8889.1475
284412258,2.3490,3808.5938,8946.4961
284412298,2.4282,3779.2969,9176.9248
284412338,2.4810,3808.5938,9449.1084
284412377,2.2435,3789.0625,8500.5889
284412417,2.2698,3784.1797,8589.5117
284412455,2.3226,3759.7656,8732.5635
284412495,2.4546,3789.0625,9300.6436
284412535,2.3754,3779.2969,8977.4258
284412574,2.3754,3818.3594,9070.2158
284412614,2.5338,3754.8828,9514.0605
284412653,2.6658,3769.5313,10048.6350
284412694,2.5602,3750.0000,9600.6650
284412734,2.4282,3769.5313,9153.2119
284412773,2.4546,3754.8828,9216.7461
284412813,2.5074,3784.1797,9488.4150
284412852,2.3754,3779.2969,8977.4258
284412892,2.4282,3730.4688,9058.3594
284412932,2.4282,3754.8828,9117.6426
284412971,2.3490,3808.5938,8946.4961
284413010,2.4018,3754.8828,9018.5371
284413049,2.3226,3789.0625,8800.6094
284413089,2.3490,3774.4141,8866.2070
284413129,2.3490,3803.7109,8935.0264
284413168,2.4546,3769.5313,9252.7021
284413208,2.4282,3793.9453,9212.4941
284413247,2.3226,3774.4141,8766.5869
284413287,2.2698,3798.8281,8622.7617
284413327,2.3490,3789.0625,8900.6172
284413366,2.5074,3774.4141,9463.9287
284413406,2.5602,3774.4141,9663.1689
284413445,2.4018,3789.0625,9100.6309
284413485,2.3754,3784.1797,8989.0244
284413523,2.4546,3784.1797,9288.6582
284413563,2.5074,3779.2969,9476.1719
284413603,2.4810,3789.0625,9400.6514
284413642,2.4282,3769.5313,9153.2119
284413682,2.4810,3774.4141,9364.3086
284413721,2.5338,3774.4141,9563.5488
284413761,2.5074,3774.4141,9463.9287
284413801,2.3226,3808.5938,8845.9736
284413840,2.3490,3798.8281,8923.5566
284413880,2.4018,3779.2969,9077.1748
284413919,2.3754,3793.9453,9012.2217
284413959,2.3754,3808.5938,9047.0186
284413999,2.2962,3808.5938,8745.4512
284414038,2.2962,3823.2422,8779.0879
284414077,2.4018,3779.2969,9077.1748
284414116,2.2698,3764.6484,8545.1797
284414156,2.3490,3779.2969,8877.6777
284414196,2.4018,3813.4766,9159.2686
284414235,2.4546,3750.0000,9204.7607
284414275,2.6921,3784.1797,10187.5620
284414315,2.5338,3745.1172,9489.3164
284414355,2.4018,3789.0625,9100.6309
284414395,2.5074,3759.7656,9427.2002
284414434,2.6394,3808.5938,10052.2420
284414475,2.4282,3784.1797,9188.7813
284414514,2.5074,3759.7656,9427.2002
284414554,2.4810,3779.2969,9376.4229
284414594,2.5338,3725.5859,9439.8291
284414632,2.3226,3803.7109,8834.6328
284414672,2.2698,3779.2969,8578.4287
284414711,2.3490,3818.3594,8969.4365
284414751,2.4810,3754.8828,9315.8516
284414791,2.4018,3779.2969,9077.1748
284414830,2.3754,3769.5313,8954.2285
284414870,2.3490,3808.5938,8946.4961
284414909,2.3754,3891.6016,9244.1973
284414949,2.4546,3803.7109,9336.6006
284414988,2.3226,3774.4141,8766.5869
284415028,2.3754,3813.4766,9058.6172
284415068,2.3490,3764.6484,8843.2676
284415107,2.5074,3745.1172,9390.4707
284415147,2.5602,3764.6484,9638.1680
284415185,2.4546,3793.9453,9312.6289
284415225,2.4282,3774.4141,9165.0684
284415265,2.3490,3852.5391,9049.7256
284415304,2.4810,3769.5313,9352.1943
284415344,2.4282,3798.8281,9224.3506
284415383,2.4810,3779.2969,9376.4229
284415423,2.4282,3906.2500,9485.1934
284415463,2.4546,3754.8828,9216.7461
284415502,2.3490,3808.5938,8946.4961
284415542,2.2171,3784.1797,8389.7568
284415581,2.4546,3764.6484,9240.7168
284415621,2.5074,3759.7656,9427.2002
284415661,2.4546,3784.1797,9288.6582
284415699,2.2962,3779.2969,8678.1787
284415739,2.3226,3798.8281,8823.2920
284415778,2.3754,3769.5313,8954.2285
284415818,2.4810,3764.6484,9340.0801
284415858,2.4546,3774.4141,9264.6875
284415897,2.2962,3803.7109,8734.2393
284415937,2.3754,3769.5313,8954.2285
284415976,2.5338,3789.0625,9600.6650
284416016,2.4546,3769.5313,9252.7021
284416056,2.5074,3793.9453,9512.9014
284416095,2.4018,3764.6484,9041.9922
284416135,2.5074,3784.1797,9488.4150
284416174,2.4546,3774.4141,9264.6875
284416214,2.3226,3789.0625,8800.6094
284416252,2.3490,3803.7109,8935.0264
284416292,2.4018,3798.8281,9124.0859
284416332,2.5338,3789.0625,9600.6650
284416371,2.5338,3784.1797,9588.2930
284416411,2.2435,3798.8281,8522.4980
284416450,2.3226,3774.4141,8766.5869
284416490,2.4282,3793.9453,9212.4941
284416530,2.4018,3784.1797,9088.9033
284416569,2.3490,3813.4766,8957.9668
284416609,2.3754,3789.0625,9000.6230
284416648,2.4546,3779.2969,9276.6729
284416688,2.4546,3750.0000,9204.7607
284416728,2.4546,3784.1797,9288.6582
284416766,2.3490,3779.2969,8877.6777
284416806,2.3226,3793.9453,8811.9512
284416845,2.3226,3818.3594,8868.6563
284416885,2.2962,3808.5938,8745.4512
284416925,2.4018,3774.4141,9065.4473
284416964,2.2698,3818.3594,8667.0947
284417004,2.5338,3750.0000,9501.6885
284417043,2.5338,3769.5313,9551.1768
284417083,2.5338,3759.7656,9526.4326
284417123,2.4810,3798.8281,9424.8799
284417162,2.5074,3759.7656,9427.2002
284417202,2.4018,3906.2500,9382.0938
284417241,2.3226,3774.4141,8766.5869
284417281,2.4018,3808.5938,9147.5410
284417320,2.2698,3798.8281,8622.7617
284417359,2.3226,3793.9453,8811.9512
284417399,2.2962,3789.0625,8700.6025
284417438,2.3490,3789.0625,8900.6172
284417478,2.4018,3769.5313,9053.7197
284417517,2.6130,3764.6484,9836.8936
284417557,2.5866,3754.8828,9712.2705
284417597,2.5602,3764.6484,9638.1680
284417636,2.5866,3764.6484,9737.5303
284417676,2.5074,3750.0000,9402.7139
284417715,2.4546,3725.5859,9144.8340
284417755,2.4282,3779.2969,9176.9248
284417795,2.3490,3789.0625,8900.6172
284417833,2.3226,3808.5938,8845.9736
284417873,2.3226,3764.6484,8743.9053
284417912,2.5338,3774.4141,9563.5488
284417952,2.4282,3759.7656,9129.4990
284417992,2.4546,3784.1797,9288.6582
284418031,2.5074,3798.8281,9525.1445
284418071,2.6658,3754.8828,10009.5850
284418111,2.5602,3789.0625,9700.6719
284418151,2.6130,3745.1172,9785.8584
284418191,2.5602,3852.5391,9863.1836
284418230,2.5074,3740.2344,9378.2275
284418270,2.3754,3813.4766,9058.6172
284418309,2.4018,3769.5313,9053.7197
284418349,2.2962,3784.1797,8689.3906
284418388,2.4282,3759.7656,9129.4990
284418427,2.3226,3808.5938,8845.9736
284418467,2.3754,3764.6484,8942.6299
284418506,2.4018,3808.5938,9147.5410
284418546,2.5074,3745.1172,9390.4707
284418586,2.3754,3779.2969,8977.4258
284418625,2.4018,3764.6484,9041.9922
284418665,2.4018,3808.5938,9147.5410
284418704,2.3490,3754.8828,8820.3281
284418744,2.5338,3789.0625,9600.6650
284418783,2.4810,3774.4141,9364.3086
284418823,2.5338,3793.9453,9613.0371
284418863,2.4018,3769.5313,9053.7197
284418902,2.5074,3798.8281,9525.1445
284418941,2.3754,3759.7656,8931.0313
284418980,2.2962,3808.5938,8745.4512
284419020,2.2962,3798.8281,8723.0273
284419060,2.3754,3813.4766,9058.6172
284419099,2.3226,3779.2969,8777.9277
284419139,2.3226,3803.7109,8834.6328
284419178,2.2698,3784.1797,8589.5117
284419218,2.3490,3793.9453,8912.0869
284419258,2.4546,3764.6484,9240.7168
284419297,2.4546,3735.3516,9168.8047
284419337,2.3226,3789.0625,8800.6094
284419376,2.4018,3808.5938,9147.5410
284419416,2.4282,3759.7656,9129.4990
284419456,2.6658,3774.4141,10061.6500
284419495,2.3754,3779.2969,8977.4258
284419535,2.5074,3759.7656,9427.2002
284419574,2.5074,3759.7656,9427.2002
284419614,2.5338,3754.8828,9514.0605
284419654,2.2962,3798.8281,8723.0273
284419693,2.2435,3803.7109,8533.4521
284419733,2.3754,3901.3672,9267.3945
284419772,2.5074,3750.0000,9402.7139
284419812,2.5866,3774.4141,9762.7900
284419852,2.5602,3745.1172,9588.1641
284419891,2.4282,3779.2969,9176.9248
284419931,2.4018,3764.6484,9041.9922
284419970,2.5074,3779.2969,9476.1719
284420009,2.3490,3779.2969,8877.6777
284420049,2.3490,3789.0625,8900.6172
284420088,2.2698,3779.2969,8578.4287
284420128,2.4018,3803.7109,9135.8135
284420167,2.3754,3759.7656,8931.0313
284420207,2.5074,3784.1797,9488.4150
284420246,2.3490,3754.8828,8820.3281
284420286,2.3754,3789.0625,9000.6230
284420326,2.4282,3774.4141,9165.0684
284420365,2.4018,3793.9453,9112.3584
284420405,2.3226,3740.2344,8687.2002
284420444,2.4282,3764.6484,9141.3555
284420484,2.4018,3764.6484,9041.9922
284420524,2.3490,3793.9453,8912.0869
284420562,2.4546,3764.6484,9240.7168
284420602,2.4810,3774.4141,9364.3086
284420641,2.3754,3769.5313,8954.2285
284420681,2.4018,3808.5938,9147.5410
284420721,2.5338,3779.2969,9575.9209
284420760,2.2962,3706.0547,8509.9971
284420800,2.4810,3754.8828,9315.8516
284420839,2.5074,3779.2969,9476.1719
284420879,2.5338,3759.7656,9526.4326
284420919,2.5338,3774.4141,9563.5488
284420958,2.4810,3750.0000,9303.7373
284420998,2.5074,3759.7656,9427.2002
284421037,2.4282,3754.8828,9117.6426
284421076,2.6130,3759.7656,9824.1348
284421116,2.5074,3735.3516,9365.9844
284421155,2.5074,3779.2969,9476.1719
284421195,2.5074,3784.1797,9488.4150
284421234,2.3226,3789.0625,8800.6094
284421274,2.2435,3803.7109,8533.4521
284421314,2.4018,3789.0625,9100.6309
284421353,2.3490,3769.5313,8854.7373
284421393,2.2698,3798.8281,8622.7617
284421432,2.4546,3774.4141,9264.6875
284421472,2.3490,3789.0625,8900.6172
284421511,2.4546,3759.7656,9228.7314
284421551,2.4018,3769.5313,9053.7197
284421591,2.3226,3808.5938,8845.9736
284421629,2.4018,3774.4141,9065.4473
284421669,2.5602,3754.8828,9613.1660
284421708,2.6921,3740.2344,10069.2550
284421749,2.6130,3754.8828,9811.3760
284421789,2.4546,3740.2344,9180.7900
284421828,2.5866,3774.4141,9762.7900
284421868,2.3754,3769.5313,8954.2285
284421907,2.2698,3793.9453,8611.6787
284421947,2.2171,3784.1797,8389.7568
284421987,2.2962,3808.5938,8745.4512
284422026,2.3490,3779.2969,8877.6777
284422066,2.2171,3818.3594,8465.5352
284422105,2.3226,3789.0625,8800.6094
284422145,2.4018,3779.2969,9077.1748
284422184,2.5602,3759.7656,9625.6670
284422223,2.5338,3764.6484,9538.8047
284422263,2.4018,3779.2969,9077.1748
284422302,2.4018,3779.2969,9077.1748
284422342,2.5074,3691.4063,9255.7959
284422382,2.5074,3759.7656,9427.2002
284422421,2.3490,3779.2969,8877.6777
284422461,2.3226,3774.4141,8766.5869
284422500,2.3490,3793.9453,8912.0869
284422540,2.4546,3774.4141,9264.6875
284422580,2.2698,3793.9453,8611.6787
284422619,2.2698,3789.0625,8600.5957
284422659,2.4810,3798.8281,9424.8799
284422697,2.5866,3754.8828,9712.2705
284422737,2.4810,3784.1797,9388.5371
284422777,2.4018,3789.0625,9100.6309
284422816,2.4282,3789.0625,9200.6377
284422856,2.4546,3828.1250,9396.5273
284422895,2.5338,3779.2969,9575.9209
284422935,2.5338,3754.8828,9514.0605
284422974,2.5074,3789.0625,9500.6582
284423014,2.4810,3745.1172,9291.6230
284423054,2.5074,3750.0000,9402.7139
284423093,2.4018,3750.0000,9006.8096
284423133,2.4546,3798.8281,9324.6152
284423172,2.3754,3784.1797,8989.0244
284423212,2.2962,3813.4766,8756.6631
284423251,2.3226,3784.1797,8789.2686
284423290,2.4282,3798.8281,9224.3506
284423330,2.4282,3789.0625,9200.6377
284423369,2.3754,3813.4766,9058.6172
284423409,2.5338,3750.0000,9501.6885
284423449,2.4018,3779.2969,9077.1748
284423488,2.4546,3784.1797,9288.6582
284423528,2.4546,3793.9453,9312.6289
284423567,2.5074,3769.5313,9451.6855
284423607,2.5074,3769.5313,9451.6855
284423647,2.3226,3793.9453,8811.9512
284423686,2.3754,3774.4141,8965.8271
284423726,2.4018,3789.0625,9100.6309
284423764,2.4810,3754.8828,9315.8516
284423804,2.5602,3774.4141,9663.1689
284423844,2.2962,3764.6484,8644.5420
284423883,2.3754,3793.9453,9012.2217
284423923,2.5866,3769.5313,9750.1602
284423962,2.4546,3789.0625,9300.6436
284424002,2.3490,3769.5313,8854.7373
284424041,2.4282,3779.2969,9176.9248
284424081,2.3754,3730.4688,8861.4385
284424121,2.5602,3759.7656,9625.6670
284424160,2.5338,3759.7656,9526.4326
284424200,2.4810,3789.0625,9400.6514
284424239,2.4810,3740.2344,9279.5088
284424279,2.5338,3779.2969,9575.9209
284424318,2.4810,3759.7656,9327.9658
284424357,2.2698,3784.1797,8589.5117
284424397,2.2698,3769.5313,8556.2627
284424436,2.2435,3833.0078,8599.1787
284424476,2.3754,3764.6484,8942.6299
284424516,2.4282,3789.0625,9200.6377
284424555,2.4546,3754.8828,9216.7461
284424595,2.4810,3779.2969,9376.4229
284424634,2.4018,3750.0000,9006.8096
284424674,2.5338,3774.4141,9563.5488
284424714,2.3754,3784.1797,8989.0244
284424753,2.3490,3789.0625,8900.6172
284424793,2.3754,3764.6484,8942.6299
284424832,2.6130,3750.0000,9798.6172
284424871,2.4810,3764.6484,9340.0801
284424911,2.4018,3784.1797,9088.9033
284424950,2.4546,3691.4063,9060.9365
284424990,2.4810,3764.6484,9340.0801
284425029,2.5602,3774.4141,9663.1689
284425069,2.5602,3754.8828,9613.1660
284425109,2.5074,3764.6484,9439.4424
284425148,2.4546,3750.0000,9204.7607
284425188,2.5338,3764.6484,9538.8047
284425227,2.4282,3764.6484,9141.3555
284425267,2.2171,3808.5938,8443.8838
284425306,2.2171,3813.4766,8454.7090
284425346,2.4018,3803.7109,9135.8135
284425385,2.3754,3769.5313,8954.2285
284425424,2.2698,3818.3594,8667.0947
284425464,2.3490,3735.3516,8774.4482
284425503,2.4546,3793.9453,9312.6289
284425543,2.5338,3740.2344,9476.9443
284425583,2.5338,3784.1797,9588.2930
284425622,2.5074,3759.7656,9427.2002
284425662,2.5074,3774.4141,9463.9287
284425701,2.5074,3759.7656,9427.2002
284425741,2.3754,3789.0625,9000.6230
284425781,2.4018,3774.4141,9065.4473
284425820,2.3754,3774.4141,8965.8271
284425860,2.5338,3754.8828,9514.0605
284425899,2.5074,3779.2969,9476.1719
284425938,2.1907,3808.5938,8343.3613
284425978,2.2435,3769.5313,8456.7715
284426017,2.3226,3793.9453,8811.9512
284426057,2.3490,3769.5313,8854.7373
284426096,2.3490,3784.1797,8889.1475
284426136,2.4810,3774.4141,9364.3086
284426176,2.4018,3798.8281,9124.0859
284426215,2.3226,3759.7656,8732.5635
284426255,2.4546,3784.1797,9288.6582
284426294,2.2962,3754.8828,8622.1182
284426334,2.2962,3798.8281,8723.0273
284426374,2.5074,3764.6484,9439.4424
284426413,2.5602,3759.7656,9625.6670
284426452,2.5074,3750.0000,9402.7139
284426491,2.4282,3793.9453,9212.4941
284426531,2.4282,3779.2969,9176.9248
284426570,2.4282,3759.7656,9129.4990
284426610,2.5602,3745.1172,9588.1641
284426650,2.3754,3803.7109,9035.4199
284426689,2.4546,3750.0000,9204.7607
284426729,2.5338,3803.7109,9637.7803
284426768,2.5866,3730.4688,9649.1221
284426808,2.6658,3769.5313,10048.6350
284426849,2.4018,3789.0625,9100.6309
284426888,2.4282,3779.2969,9176.9248
284426928,2.4810,3754.8828,9315.8516
284426967,2.4018,3774.4141,9065.4473
284427006,2.2962,3847.6563,8835.1484
284427046,2.2435,3813.4766,8555.3613
284427085,2.4810,3769.5313,9352.1943
284427125,2.5602,3759.7656,9625.6670
284427164,2.6130,3774.4141,9862.4102
284427204,2.2962,3808.5938,8745.4512
284427244,2.3226,3784.1797,8789.2686
284427283,2.5338,3769.5313,9551.1768
284427323,2.5074,3798.8281,9525.1445
284427362,2.4282,3764.6484,9141.3555
284427402,2.4018,3793.9453,9112.3584
284427442,2.2962,3779.2969,8678.1787
284427481,2.4282,3793.9453,9212.4941
284427521,2.3754,3745.1172,8896.2344
284427559,2.4018,3793.9453,9112.3584
284427599,2.4018,3779.2969,9077.1748
284427639,2.4546,3808.5938,9348.5859
284427678,2.5074,3754.8828,9414.9570
284427718,2.5866,3789.0625,9800.6787
284427757,2.4810,3750.0000,9303.7373
284427797,2.5074,3774.4141,9463.9287
284427837,2.4282,3784.1797,9188.7813
284427876,2.4810,3784.1797,9388.5371
284427916,2.3226,3784.1797,8789.2686
284427955,2.2962,3798.8281,8723.0273
284427995,2.3490,3774.4141,8866.2070
284428034,2.2962,3784.1797,8689.3906
284428073,2.4282,3759.7656,9129.4990
284428113,2.4282,3813.4766,9259.9199
284428152,2.4018,3759.7656,9030.2646
284428192,2.5338,3793.9453,9613.0371
284428231,2.5338,3740.2344,9476.9443
284428271,2.5074,3872.0703,9708.7910
284428311,2.5602,3740.2344,9575.6631
284428350,2.5602,3754.8828,9613.1660
284428390,2.5338,3754.8828,9514.0605
284428429,2.4810,3774.4141,9364.3086
284428469,2.3226,3789.0625,8800.6094
284428509,2.3754,3779.2969,8977.4258
284428548,2.4018,3764.6484,9041.9922
284428588,2.3226,3784.1797,8789.2686
284428626,2.4018,3774.4141,9065.4473
284428666,2.3754,3789.0625,9000.6230
284428706,2.4018,3774.4141,9065.4473
284428745,2.3226,3774.4141,8766.5869
284428785,2.3490,3779.2969,8877.6777
284428824,2.3490,3793.9453,8912.0869
284428864,2.3226,3789.0625,8800.6094
284428904,2.4282,3745.1172,9093.9297
284428943,2.4546,3798.8281,9324.6152
284428983,2.3490,3784.1797,8889.1475
284429022,2.2698,3808.5938,8644.9287
284429062,2.4282,3779.2969,9176.9248
284429102,2.4282,3745.1172,9093.9297
284429140,2.3490,3754.8828,8820.3281
284429180,2.4282,3789.0625,9200.6377
284429219,2.4810,3759.7656,9327.9658
284429259,2.5602,3779.2969,9675.6699
284429298,2.4546,3745.1172,9192.7754
284429338,2.3490,3793.9453,8912.0869
284429378,2.4810,3764.6484,9340.0801
284429417,2.4546,3808.5938,9348.5859
284429457,2.6394,3745.1172,9884.7051
284429496,2.4546,3803.7109,9336.6006
284429536,2.2962,3764.6484,8644.5420
284429576,2.2962,3823.2422,8779.0879
284429615,2.4546,3764.6484,9240.7168
284429655,2.2698,3808.5938,8644.9287
284429693,2.2171,3779.2969,8378.9307
284429733,2.3490,3798.8281,8923.5566
284429773,2.4018,3759.7656,9030.2646
284429812,2.5602,3872.0703,9913.1865
284429852,2.6130,3730.4688,9747.5830
284429891,2.5338,3769.5313,9551.1768
284429931,2.5602,3750.0000,9600.6650
284429971,2.5602,3784.1797,9688.1709
284430010,2.4546,3764.6484,9240.7168
284430050,2.4282,3784.1797,9188.7813
284430089,2.3490,3769.5313,8854.7373
284430129,2.4282,3769.5313,9153.2119
284430169,2.3226,3764.6484,8743.9053
284430208,2.3226,3774.4141,8766.5869
284430247,2.4546,3754.8828,9216.7461
284430286,2.3754,3803.7109,9035.4199
284430326,2.4282,3774.4141,9165.0684
284430366,2.2698,3793.9453,8611.6787
284430405,2.4018,3764.6484,9041.9922
284430445,2.3754,3784.1797,8989.0244
284430484,2.3490,3759.7656,8831.7979
284430524,2.4282,3774.4141,9165.0684
284430563,2.3754,3769.5313,8954.2285
284430603,2.3226,3808.5938,8845.9736
284430643,2.5074,3750.0000,9402.7139
284430682,2.5338,3789.0625,9600.6650
284430722,2.4282,3759.7656,9129.4990
284430760,2.3754,3813.4766,9058.6172
284430800,2.4546,3745.1172,9192.7754
284430840,2.5338,3789.0625,9600.6650
284430879,2.6921,3745.1172,10082.3990
284430920,2.5866,3759.7656,9724.9004
284430959,2.7185,3720.7031,10114.8760
284431000,2.7185,3730.4688,10141.4240
284431041,2.7713,3706.0547,10270.6860
284431081,2.5602,3754.8828,9613.1660
284431121,2.5338,3754.8828,9514.0605
284431160,2.5074,3769.5313,9451.6855
284431200,2.4018,3754.8828,9018.5371
284431240,2.2171,3823.2422,8476.3604
284431279,2.1907,3784.1797,8289.8779
284431319,2.2962,3828.1250,8790.2998
284431357,2.2435,3784.1797,8489.6348
284431397,2.1643,3828.1250,8285.1104
284431437,2.2171,3784.1797,8389.7568
284431476,2.3754,3798.8281,9023.8213
284431516,2.4546,3725.5859,9144.8340
284431555,2.4018,3779.2969,9077.1748
284431595,2.4282,3764.6484,9141.3555
284431635,2.5074,3769.5313,9451.6855
284431674,2.6130,3725.5859,9734.8242
284431714,2.5602,3750.0000,9600.6650
284431753,2.4282,3759.7656,9129.4990
284431793,2.3226,3774.4141,8766.5869
284431833,2.3754,3774.4141,8965.8271
284431872,2.4282,3769.5313,9153.2119
284431911,2.3490,3779.2969,8877.6777
284431950,2.3754,3784.1797,8989.0244
284431990,2.5074,3808.5938,9549.6309
284432030,2.4282,3867.1875,9390.3418
284432069,2.3754,3798.8281,9023.8213
284432109,2.2962,3793.9453,8711.8145
284432148,2.3754,3779.2969,8977.4258
284432188,2.5338,3740.2344,9476.9443
284432227,2.6394,3769.5313,9949.1426
284432267,2.5338,3730.4688,9452.2012
284432307,2.4546,3789.0625,9300.6436
284432346,2.4282,3740.2344,9082.0732
284432386,2.5602,3779.2969,9675.6699
284432424,2.4018,3754.8828,9018.5371
284432464,2.4018,3798.8281,9124.0859
284432504,2.3226,3769.5313,8755.2461
284432543,2.4810,3774.4141,9364.3086
284432583,2.3226,3764.6484,8743.9053
284432622,2.3226,3798.8281,8823.2920
284432662,2.3490,3784.1797,8889.1475
284432702,2.3754,3803.7109,9035.4199
284432741,2.4546,3764.6484,9240.7168
284432781,2.4282,3852.5391,9354.7725
284432820,2.4546,3779.2969,9276.6729
284432860,2.5074,3779.2969,9476.1719
284432900,2.6658,3735.3516,9957.5195
284432939,2.6394,3735.3516,9858.9307
284432978,2.4810,3779.2969,9376.4229
284433017,2.5602,3759.7656,9625.6670
284433057,2.4282,3774.4141,9165.0684
284433097,2.4018,3759.7656,9030.2646
284433136,2.4546,3793.9453,9312.6289
284433176,2.4018,3754.8828,9018.5371
284433215,2.4546,3779.2969,9276.6729
284433255,2.4810,3754.8828,9315.8516
284433295,2.4546,3754.8828,9216.7461
284433334,2.4018,3779.2969,9077.1748
284433374,2.3754,3813.4766,9058.6172
284433413,2.4282,3764.6484,9141.3555
284433453,2.5074,3784.1797,9488.4150
284433491,2.3754,3764.6484,8942.6299
284433531,2.4282,3779.2969,9176.9248
284433571,2.5338,3745.1172,9489.3164
284433610,2.2962,3828.1250,8790.2998
284433650,2.2698,3769.5313,8556.2627
284433689,2.3226,3798.8281,8823.2920
284433729,2.4546,3740.2344,9180.7900
284433769,2.4546,3759.7656,9228.7314
284433808,2.4018,3789.0625,9100.6309
284433848,2.3490,3784.1797,8889.1475
284433887,2.4018,3745.1172,8995.0820
284433927,2.4810,3774.4141,9364.3086
284433967,2.3754,3745.1172,8896.2344
284434006,2.3754,3793.9453,9012.2217
284434045,2.3754,3779.2969,8977.4258
284434084,2.4282,3779.2969,9176.9248
284434124,2.4546,3784.1797,9288.6582
284434164,2.4018,3764.6484,9041.9922
284434203,2.5602,3779.2969,9675.6699
284434243,2.5338,3759.7656,9526.4326
284434282,2.5602,3764.6484,9638.1680
284434322,2.3754,3784.1797,8989.0244
284434362,2.4018,3789.0625,9100.6309
284434401,2.3490,3618.1641,8499.1719
284434441,2.4546,3774.4141,9264.6875
284434480,2.3490,3754.8828,8820.3281
284434520,2.3490,3793.9453,8912.0869
284434560,2.4546,3779.2969,9276.6729
284434598,2.4282,3779.2969,9176.9248
284434638,2.4810,3740.2344,9279.5088
284434677,2.2962,3808.5938,8745.4512
284434717,2.3754,3764.6484,8942.6299
284434756,2.4810,3779.2969,9376.4229
284434796,2.5338,3745.1172,9489.3164
284434836,2.5338,3750.0000,9501.6885
284434875,2.6658,3754.8828,10009.5850
284434916,2.5338,3740.2344,9476.9443
284434955,2.4810,3774.4141,9364.3086
284434995,2.6394,3725.5859,9833.1553
284435035,2.5602,3754.8828,9613.1660
284435074,2.2435,3793.9453,8511.5439
284435113,2.3226,3769.5313,8755.2461
284435152,2.2962,3774.4141,8666.9658
284435192,2.4018,3779.2969,9077.1748
284435232,2.2962,3813.4766,8756.6631
284435271,2.3490,3779.2969,8877.6777
284435311,2.3490,3793.9453,8912.0869
284435350,2.5602,3740.2344,9575.6631
284435390,2.4546,3774.4141,9264.6875
284435430,2.5074,3745.1172,9390.4707
284435469,2.4810,3789.0625,9400.6514
284435509,2.4810,3759.7656,9327.9658
284435548,2.4546,3779.2969,9276.6729
284435588,2.3226,3779.2969,8777.9277
284435628,2.3226,3798.8281,8823.2920
284435666,2.3226,3754.8828,8721.2227
284435706,2.4018,3774.4141,9065.4473
284435745,2.4018,3779.2969,9077.1748
284435785,2.3754,3784.1797,8989.0244
284435825,2.5074,3759.7656,9427.2002
284435864,2.6394,3793.9453,10013.5800
284435905,2.6394,3759.7656,9923.3672
284435944,2.6130,3730.4688,9747.5830
284435984,2.5602,3774.4141,9663.1689
284436024,2.5338,3750.0000,9501.6885
284436063,2.3754,3774.4141,8965.8271
284436103,2.2698,3793.9453,8611.6787
284436142,2.2171,3803.7109,8433.0586
284436182,2.2435,3808.5938,8544.4063
284436220,2.4282,3774.4141,9165.0684
284436260,2.3754,3774.4141,8965.8271
284436300,2.3754,3764.6484,8942.6299
284436339,2.5074,3828.1250,9598.6035
284436379,2.5074,3759.7656,9427.2002
